method classifier sim cls_err Batch_Separability
tSNE_plx_5 LDA 62 0.372881355932203 0.627118644067797
PCA LDA 62 0.0677966101694916 0.932203389830508
MDS LDA 62 0.0847457627118644 0.915254237288136
ZIFA LDA 62 0.0677966101694916 0.932203389830508
VAMF LDA 62 0.474576271186441 0.525423728813559
ZINB-WAVE LDA 62 0.059322033898305 0.940677966101695
fSCLVM LDA 62 0.372881355932203 0.627118644067797
tSNE_plx_20 QDA 62 0.194915254237288 0.805084745762712
tSNE_plx_5 QDA 62 0.305084745762712 0.694915254237288
PCA QDA 62 0.0677966101694916 0.932203389830508
MDS QDA 62 0.0847457627118644 0.915254237288136
ZIFA QDA 62 0.0677966101694916 0.932203389830508
VAMF QDA 62 0.449152542372881 0.550847457627119
ZINB-WAVE QDA 62 0.076271186440678 0.923728813559322
fSCLVM QDA 62 0.415254237288136 0.584745762711864
tSNE_plx_20 LDA 63 0.254237288135593 0.745762711864407
tSNE_plx_5 LDA 63 0.347457627118644 0.652542372881356
PCA LDA 63 0.0932203389830508 0.906779661016949
MDS LDA 63 0.0932203389830508 0.906779661016949
ZIFA LDA 63 0.0847457627118644 0.915254237288136
VAMF LDA 63 0.415254237288136 0.584745762711864
ZINB-WAVE LDA 63 0.161016949152542 0.838983050847458
fSCLVM LDA 63 0.372881355932203 0.627118644067797
tSNE_plx_20 QDA 63 0.26271186440678 0.73728813559322
tSNE_plx_5 QDA 63 0.186440677966102 0.813559322033898
PCA QDA 63 0.0847457627118644 0.915254237288136
MDS QDA 63 0.0932203389830508 0.906779661016949
ZIFA QDA 63 0.0677966101694916 0.932203389830508
VAMF QDA 63 0.406779661016949 0.593220338983051
ZINB-WAVE QDA 63 0.152542372881356 0.847457627118644
fSCLVM QDA 63 0.432203389830508 0.567796610169492
tSNE_plx_20 LDA 64 0.322033898305085 0.677966101694915
tSNE_plx_5 LDA 64 0.338983050847458 0.661016949152542
PCA LDA 64 0.101694915254237 0.898305084745763
MDS LDA 64 0.127118644067797 0.872881355932203
ZIFA LDA 64 0.127118644067797 0.872881355932203
VAMF LDA 64 0.415254237288136 0.584745762711864
ZINB-WAVE LDA 64 0.110169491525424 0.889830508474576
fSCLVM LDA 64 0.11864406779661 0.88135593220339
tSNE_plx_20 QDA 64 0.288135593220339 0.711864406779661
tSNE_plx_5 QDA 64 0.338983050847458 0.661016949152542
PCA QDA 64 0.101694915254237 0.898305084745763
MDS QDA 64 0.11864406779661 0.88135593220339
ZIFA QDA 64 0.14406779661017 0.85593220338983
VAMF QDA 64 0.432203389830508 0.567796610169492
ZINB-WAVE QDA 64 0.101694915254237 0.898305084745763
fSCLVM QDA 64 0.11864406779661 0.88135593220339
tSNE_plx_20 LDA 65 0.211864406779661 0.788135593220339
tSNE_plx_5 LDA 65 0.296610169491525 0.703389830508475
PCA LDA 65 0.161016949152542 0.838983050847458
MDS LDA 65 0.0423728813559323 0.957627118644068
ZIFA LDA 65 0.0508474576271187 0.949152542372881
VAMF LDA 65 0.423728813559322 0.576271186440678
ZINB-WAVE LDA 65 0.14406779661017 0.85593220338983
fSCLVM LDA 65 0.338983050847458 0.661016949152542
tSNE_plx_20 QDA 65 0.177966101694915 0.822033898305085
tSNE_plx_5 QDA 65 0.271186440677966 0.728813559322034
PCA QDA 65 0.135593220338983 0.864406779661017
MDS QDA 65 0.0508474576271187 0.949152542372881
ZIFA QDA 65 0.0423728813559321 0.957627118644068
VAMF QDA 65 0.389830508474576 0.610169491525424
ZINB-WAVE QDA 65 0.135593220338983 0.864406779661017
fSCLVM QDA 65 0.322033898305085 0.677966101694915
tSNE_plx_20 LDA 66 0.203389830508475 0.796610169491525
tSNE_plx_5 LDA 66 0.26271186440678 0.73728813559322
PCA LDA 66 0.101694915254237 0.898305084745763
MDS LDA 66 0.0677966101694916 0.932203389830508
ZIFA LDA 66 0.0677966101694916 0.932203389830508
VAMF LDA 66 0.0677966101694916 0.932203389830508
ZINB-WAVE LDA 66 0.0677966101694916 0.932203389830508
fSCLVM LDA 66 0.0508474576271186 0.949152542372881
tSNE_plx_20 QDA 66 0.127118644067797 0.872881355932203
tSNE_plx_5 QDA 66 0.271186440677966 0.728813559322034
PCA QDA 66 0.101694915254237 0.898305084745763
MDS QDA 66 0.076271186440678 0.923728813559322
ZIFA QDA 66 0.0677966101694916 0.932203389830508
VAMF QDA 66 0.0677966101694916 0.932203389830508
ZINB-WAVE QDA 66 0.076271186440678 0.923728813559322
fSCLVM QDA 66 0.0508474576271187 0.949152542372881
tSNE_plx_20 LDA 67 0.305084745762712 0.694915254237288
tSNE_plx_5 LDA 67 0.313559322033898 0.686440677966102
PCA LDA 67 0.110169491525424 0.889830508474576
MDS LDA 67 0.101694915254237 0.898305084745763
ZIFA LDA 67 0.0847457627118644 0.915254237288136
VAMF LDA 67 0.372881355932203 0.627118644067797
ZINB-WAVE LDA 67 0.135593220338983 0.864406779661017
fSCLVM LDA 67 0.398305084745763 0.601694915254237
tSNE_plx_20 QDA 67 0.254237288135593 0.745762711864407
tSNE_plx_5 QDA 67 0.279661016949153 0.720338983050847
PCA QDA 67 0.110169491525424 0.889830508474576
MDS QDA 67 0.101694915254237 0.898305084745763
ZIFA QDA 67 0.0932203389830508 0.906779661016949
VAMF QDA 67 0.347457627118644 0.652542372881356
ZINB-WAVE QDA 67 0.135593220338983 0.864406779661017
fSCLVM QDA 67 0.38135593220339 0.61864406779661
tSNE_plx_20 LDA 68 0.296610169491526 0.703389830508474
tSNE_plx_5 LDA 68 0.364406779661017 0.635593220338983
PCA LDA 68 0.194915254237288 0.805084745762712
MDS LDA 68 0.110169491525424 0.889830508474576
ZIFA LDA 68 0.0932203389830508 0.906779661016949
VAMF LDA 68 0.194915254237288 0.805084745762712
ZINB-WAVE LDA 68 0.110169491525424 0.889830508474576
fSCLVM LDA 68 0.0423728813559322 0.957627118644068
tSNE_plx_20 QDA 68 0.211864406779661 0.788135593220339
tSNE_plx_5 QDA 68 0.305084745762712 0.694915254237288
PCA QDA 68 0.186440677966102 0.813559322033898
MDS QDA 68 0.127118644067797 0.872881355932203
ZIFA QDA 68 0.076271186440678 0.923728813559322
VAMF QDA 68 0.194915254237288 0.805084745762712
ZINB-WAVE QDA 68 0.110169491525424 0.889830508474576
fSCLVM QDA 68 0.0423728813559322 0.957627118644068
tSNE_plx_20 LDA 69 0.271186440677966 0.728813559322034
tSNE_plx_5 LDA 69 0.389830508474576 0.610169491525424
PCA LDA 69 0.0847457627118644 0.915254237288136
MDS LDA 69 0.0847457627118644 0.915254237288136
ZIFA LDA 69 0.0847457627118644 0.915254237288136
VAMF LDA 69 0.415254237288136 0.584745762711864
ZINB-WAVE LDA 69 0.296610169491525 0.703389830508475
fSCLVM LDA 69 0.101694915254237 0.898305084745763
tSNE_plx_20 QDA 69 0.177966101694915 0.822033898305085
tSNE_plx_5 QDA 69 0.389830508474576 0.610169491525424
PCA QDA 69 0.0847457627118644 0.915254237288136
MDS QDA 69 0.0932203389830508 0.906779661016949
ZIFA QDA 69 0.0847457627118644 0.915254237288136
VAMF QDA 69 0.372881355932203 0.627118644067797
ZINB-WAVE QDA 69 0.296610169491525 0.703389830508475
fSCLVM QDA 69 0.11864406779661 0.88135593220339
tSNE_plx_20 LDA 70 0.296610169491525 0.703389830508475
tSNE_plx_5 LDA 70 0.449152542372881 0.550847457627119
PCA LDA 70 0.101694915254237 0.898305084745763
MDS LDA 70 0.0508474576271187 0.949152542372881
ZIFA LDA 70 0.0593220338983051 0.940677966101695
VAMF LDA 70 0.0593220338983051 0.940677966101695
ZINB-WAVE LDA 70 0.338983050847458 0.661016949152542
fSCLVM LDA 70 0.415254237288136 0.584745762711864
tSNE_plx_20 QDA 70 0.228813559322034 0.771186440677966
tSNE_plx_5 QDA 70 0.364406779661017 0.635593220338983
PCA QDA 70 0.127118644067797 0.872881355932203
MDS QDA 70 0.0677966101694916 0.932203389830508
ZIFA QDA 70 0.0593220338983051 0.940677966101695
VAMF QDA 70 0.0593220338983051 0.940677966101695
ZINB-WAVE QDA 70 0.338983050847458 0.661016949152542
fSCLVM QDA 70 0.525423728813559 0.474576271186441
tSNE_plx_20 LDA 71 0.228813559322034 0.771186440677966
tSNE_plx_5 LDA 71 0.415254237288136 0.584745762711864
PCA LDA 71 0.0508474576271186 0.949152542372881
MDS LDA 71 0.0508474576271187 0.949152542372881
ZIFA LDA 71 0.0423728813559321 0.957627118644068
VAMF LDA 71 0.23728813559322 0.76271186440678
ZINB-WAVE LDA 71 0.0677966101694916 0.932203389830508
fSCLVM LDA 71 0.305084745762712 0.694915254237288
tSNE_plx_20 QDA 71 0.211864406779661 0.788135593220339
tSNE_plx_5 QDA 71 0.279661016949153 0.720338983050847
PCA QDA 71 0.0423728813559321 0.957627118644068
MDS QDA 71 0.0423728813559321 0.957627118644068
ZIFA QDA 71 0.0508474576271186 0.949152542372881
VAMF QDA 71 0.228813559322034 0.771186440677966
ZINB-WAVE QDA 71 0.0677966101694916 0.932203389830508
fSCLVM QDA 71 0.296610169491525 0.703389830508475
tSNE_plx_20 LDA 72 0.330508474576271 0.669491525423729
tSNE_plx_5 LDA 72 0.338983050847458 0.661016949152542
PCA LDA 72 0.194915254237288 0.805084745762712
MDS LDA 72 0.110169491525424 0.889830508474576
ZIFA LDA 72 0.0847457627118644 0.915254237288136
VAMF LDA 72 0.059322033898305 0.940677966101695
ZINB-WAVE LDA 72 0.0847457627118644 0.915254237288136
fSCLVM LDA 72 0.0423728813559323 0.957627118644068
tSNE_plx_20 QDA 72 0.296610169491525 0.703389830508475
tSNE_plx_5 QDA 72 0.245762711864407 0.754237288135593
PCA QDA 72 0.23728813559322 0.76271186440678
MDS QDA 72 0.101694915254237 0.898305084745763
ZIFA QDA 72 0.0847457627118644 0.915254237288136
VAMF QDA 72 0.059322033898305 0.940677966101695
ZINB-WAVE QDA 72 0.0847457627118644 0.915254237288136
fSCLVM QDA 72 0.0423728813559323 0.957627118644068
tSNE_plx_20 LDA 73 0.26271186440678 0.73728813559322
tSNE_plx_5 LDA 73 0.313559322033898 0.686440677966102
PCA LDA 73 0.101694915254237 0.898305084745763
MDS LDA 73 0.076271186440678 0.923728813559322
ZIFA LDA 73 0.0677966101694916 0.932203389830508
VAMF LDA 73 0.347457627118644 0.652542372881356
ZINB-WAVE LDA 73 0.101694915254237 0.898305084745763
fSCLVM LDA 73 0.449152542372881 0.550847457627119
tSNE_plx_20 QDA 73 0.271186440677966 0.728813559322034
tSNE_plx_5 QDA 73 0.254237288135593 0.745762711864407
PCA QDA 73 0.101694915254237 0.898305084745763
MDS QDA 73 0.0847457627118644 0.915254237288136
ZIFA QDA 73 0.0677966101694916 0.932203389830508
VAMF QDA 73 0.313559322033898 0.686440677966102
ZINB-WAVE QDA 73 0.076271186440678 0.923728813559322
fSCLVM QDA 73 0.364406779661017 0.635593220338983
tSNE_plx_20 LDA 74 0.296610169491525 0.703389830508475
tSNE_plx_5 LDA 74 0.338983050847458 0.661016949152542
PCA LDA 74 0.203389830508474 0.796610169491526
MDS LDA 74 0.177966101694915 0.822033898305085
ZIFA LDA 74 0.152542372881356 0.847457627118644
VAMF LDA 74 0.322033898305085 0.677966101694915
ZINB-WAVE LDA 74 0.127118644067797 0.872881355932203
fSCLVM LDA 74 0.449152542372881 0.550847457627119
tSNE_plx_20 QDA 74 0.23728813559322 0.76271186440678
tSNE_plx_5 QDA 74 0.313559322033898 0.686440677966102
PCA QDA 74 0.152542372881356 0.847457627118644
MDS QDA 74 0.177966101694915 0.822033898305085
ZIFA QDA 74 0.14406779661017 0.85593220338983
VAMF QDA 74 0.35593220338983 0.64406779661017
ZINB-WAVE QDA 74 0.127118644067797 0.872881355932203
fSCLVM QDA 74 0.483050847457627 0.516949152542373
tSNE_plx_20 LDA 75 0.313559322033898 0.686440677966102
tSNE_plx_5 LDA 75 0.322033898305085 0.677966101694915
PCA LDA 75 0.14406779661017 0.85593220338983
MDS LDA 75 0.11864406779661 0.88135593220339
ZIFA LDA 75 0.0677966101694916 0.932203389830508
VAMF LDA 75 0.372881355932203 0.627118644067797
ZINB-WAVE LDA 75 0.313559322033898 0.686440677966102
fSCLVM LDA 75 0.364406779661017 0.635593220338983
tSNE_plx_20 QDA 75 0.254237288135593 0.745762711864407
tSNE_plx_5 QDA 75 0.313559322033898 0.686440677966102
PCA QDA 75 0.14406779661017 0.85593220338983
MDS QDA 75 0.11864406779661 0.88135593220339
ZIFA QDA 75 0.0677966101694916 0.932203389830508
VAMF QDA 75 0.347457627118644 0.652542372881356
ZINB-WAVE QDA 75 0.254237288135593 0.745762711864407
fSCLVM QDA 75 0.364406779661017 0.635593220338983
tSNE_plx_20 LDA 76 0.288135593220339 0.711864406779661
tSNE_plx_5 LDA 76 0.279661016949152 0.720338983050848
PCA LDA 76 0.110169491525424 0.889830508474576
MDS LDA 76 0.0677966101694916 0.932203389830508
ZIFA LDA 76 0.0423728813559321 0.957627118644068
VAMF LDA 76 0.423728813559322 0.576271186440678
ZINB-WAVE LDA 76 0.059322033898305 0.940677966101695
fSCLVM LDA 76 0.355932203389831 0.644067796610169
tSNE_plx_20 QDA 76 0.228813559322034 0.771186440677966
tSNE_plx_5 QDA 76 0.245762711864407 0.754237288135593
PCA QDA 76 0.0847457627118644 0.915254237288136
MDS QDA 76 0.0677966101694916 0.932203389830508
ZIFA QDA 76 0.0508474576271186 0.949152542372881
VAMF QDA 76 0.415254237288136 0.584745762711864
ZINB-WAVE QDA 76 0.059322033898305 0.940677966101695
fSCLVM QDA 76 0.347457627118644 0.652542372881356
tSNE_plx_20 LDA 77 0.279661016949152 0.720338983050848
tSNE_plx_5 LDA 77 0.347457627118644 0.652542372881356
PCA LDA 77 0.11864406779661 0.88135593220339
MDS LDA 77 0.127118644067797 0.872881355932203
ZIFA LDA 77 0.076271186440678 0.923728813559322
VAMF LDA 77 0.372881355932203 0.627118644067797
ZINB-WAVE LDA 77 0.101694915254237 0.898305084745763
fSCLVM LDA 77 0.0677966101694916 0.932203389830508
tSNE_plx_20 QDA 77 0.211864406779661 0.788135593220339
tSNE_plx_5 QDA 77 0.313559322033898 0.686440677966102
PCA QDA 77 0.11864406779661 0.88135593220339
MDS QDA 77 0.135593220338983 0.864406779661017
ZIFA QDA 77 0.059322033898305 0.940677966101695
VAMF QDA 77 0.338983050847458 0.661016949152542
ZINB-WAVE QDA 77 0.101694915254237 0.898305084745763
fSCLVM QDA 77 0.0508474576271187 0.949152542372881
tSNE_plx_20 LDA 78 0.245762711864407 0.754237288135593
tSNE_plx_5 LDA 78 0.254237288135593 0.745762711864407
PCA LDA 78 0.127118644067797 0.872881355932203
MDS LDA 78 0.0593220338983051 0.940677966101695
ZIFA LDA 78 0.0423728813559322 0.957627118644068
VAMF LDA 78 0.415254237288136 0.584745762711864
ZINB-WAVE LDA 78 0.0847457627118644 0.915254237288136
fSCLVM LDA 78 0.0423728813559322 0.957627118644068
tSNE_plx_20 QDA 78 0.245762711864407 0.754237288135593
tSNE_plx_5 QDA 78 0.254237288135593 0.745762711864407
PCA QDA 78 0.110169491525424 0.889830508474576
MDS QDA 78 0.0593220338983051 0.940677966101695
ZIFA QDA 78 0.0423728813559322 0.957627118644068
VAMF QDA 78 0.35593220338983 0.64406779661017
ZINB-WAVE QDA 78 0.0847457627118644 0.915254237288136
fSCLVM QDA 78 0.0508474576271187 0.949152542372881
tSNE_plx_20 LDA 79 0.26271186440678 0.73728813559322
tSNE_plx_5 LDA 79 0.415254237288136 0.584745762711864
PCA LDA 79 0.0677966101694916 0.932203389830508
MDS LDA 79 0.0677966101694916 0.932203389830508
ZIFA LDA 79 0.0677966101694916 0.932203389830508
VAMF LDA 79 0.35593220338983 0.64406779661017
ZINB-WAVE LDA 79 0.161016949152542 0.838983050847458
fSCLVM LDA 79 0.38135593220339 0.61864406779661
tSNE_plx_20 QDA 79 0.186440677966102 0.813559322033898
tSNE_plx_5 QDA 79 0.322033898305085 0.677966101694915
PCA QDA 79 0.0677966101694916 0.932203389830508
MDS QDA 79 0.076271186440678 0.923728813559322
ZIFA QDA 79 0.076271186440678 0.923728813559322
VAMF QDA 79 0.347457627118644 0.652542372881356
ZINB-WAVE QDA 79 0.169491525423729 0.830508474576271
fSCLVM QDA 79 0.38135593220339 0.61864406779661
tSNE_plx_20 LDA 80 0.313559322033898 0.686440677966102
tSNE_plx_5 LDA 80 0.474576271186441 0.525423728813559
PCA LDA 80 0.0932203389830508 0.906779661016949
MDS LDA 80 0.127118644067797 0.872881355932203
ZIFA LDA 80 0.0508474576271186 0.949152542372881
VAMF LDA 80 0.38135593220339 0.61864406779661
ZINB-WAVE LDA 80 0.059322033898305 0.940677966101695
fSCLVM LDA 80 0.440677966101695 0.559322033898305
tSNE_plx_20 QDA 80 0.23728813559322 0.76271186440678
tSNE_plx_5 QDA 80 0.313559322033898 0.686440677966102
PCA QDA 80 0.0847457627118644 0.915254237288136
MDS QDA 80 0.11864406779661 0.88135593220339
ZIFA QDA 80 0.0508474576271186 0.949152542372881
VAMF QDA 80 0.372881355932203 0.627118644067797
ZINB-WAVE QDA 80 0.076271186440678 0.923728813559322
fSCLVM QDA 80 0.432203389830509 0.567796610169491
tSNE_plx_20 LDA 81 0.279661016949153 0.720338983050847
tSNE_plx_5 LDA 81 0.330508474576271 0.669491525423729
PCA LDA 81 0.0932203389830508 0.906779661016949
MDS LDA 81 0.076271186440678 0.923728813559322
ZIFA LDA 81 0.0847457627118644 0.915254237288136
VAMF LDA 81 0.322033898305085 0.677966101694915
ZINB-WAVE LDA 81 0.0508474576271186 0.949152542372881
fSCLVM LDA 81 0.0847457627118644 0.915254237288136
tSNE_plx_20 QDA 81 0.211864406779661 0.788135593220339
tSNE_plx_5 QDA 81 0.330508474576271 0.669491525423729
PCA QDA 81 0.0932203389830508 0.906779661016949
MDS QDA 81 0.0932203389830508 0.906779661016949
ZIFA QDA 81 0.0932203389830508 0.906779661016949
VAMF QDA 81 0.338983050847458 0.661016949152542
ZINB-WAVE QDA 81 0.059322033898305 0.940677966101695
fSCLVM QDA 81 0.0677966101694916 0.932203389830508
tSNE_plx_20 LDA 82 0.305084745762712 0.694915254237288
tSNE_plx_5 LDA 82 0.347457627118644 0.652542372881356
PCA LDA 82 0.11864406779661 0.88135593220339
MDS LDA 82 0.0508474576271187 0.949152542372881
ZIFA LDA 82 0.0423728813559321 0.957627118644068
VAMF LDA 82 0.389830508474576 0.610169491525424
ZINB-WAVE LDA 82 0.177966101694915 0.822033898305085
fSCLVM LDA 82 0.398305084745763 0.601694915254237
tSNE_plx_20 QDA 82 0.271186440677966 0.728813559322034
tSNE_plx_5 QDA 82 0.313559322033898 0.686440677966102
PCA QDA 82 0.11864406779661 0.88135593220339
MDS QDA 82 0.0508474576271187 0.949152542372881
ZIFA QDA 82 0.0423728813559321 0.957627118644068
VAMF QDA 82 0.415254237288136 0.584745762711864
ZINB-WAVE QDA 82 0.177966101694915 0.822033898305085
fSCLVM QDA 82 0.466101694915254 0.533898305084746
tSNE_plx_20 LDA 83 0.203389830508475 0.796610169491525
tSNE_plx_5 LDA 83 0.194915254237288 0.805084745762712
PCA LDA 83 0.135593220338983 0.864406779661017
MDS LDA 83 0.0847457627118644 0.915254237288136
ZIFA LDA 83 0.0593220338983051 0.940677966101695
VAMF LDA 83 0.076271186440678 0.923728813559322
ZINB-WAVE LDA 83 0.101694915254237 0.898305084745763
fSCLVM LDA 83 0.0593220338983051 0.940677966101695
tSNE_plx_20 QDA 83 0.186440677966102 0.813559322033898
tSNE_plx_5 QDA 83 0.177966101694915 0.822033898305085
PCA QDA 83 0.135593220338983 0.864406779661017
MDS QDA 83 0.076271186440678 0.923728813559322
ZIFA QDA 83 0.0593220338983051 0.940677966101695
VAMF QDA 83 0.0847457627118644 0.915254237288136
ZINB-WAVE QDA 83 0.11864406779661 0.88135593220339
fSCLVM QDA 83 0.0508474576271187 0.949152542372881
tSNE_plx_20 LDA 84 0.364406779661017 0.635593220338983
tSNE_plx_5 LDA 84 0.398305084745763 0.601694915254237
PCA LDA 84 0.135593220338983 0.864406779661017
MDS LDA 84 0.0847457627118644 0.915254237288136
ZIFA LDA 84 0.0593220338983051 0.940677966101695
VAMF LDA 84 0.389830508474576 0.610169491525424
ZINB-WAVE LDA 84 0.169491525423729 0.830508474576271
fSCLVM LDA 84 0.169491525423729 0.830508474576271
tSNE_plx_20 QDA 84 0.26271186440678 0.73728813559322
tSNE_plx_5 QDA 84 0.330508474576271 0.669491525423729
PCA QDA 84 0.135593220338983 0.864406779661017
MDS QDA 84 0.0847457627118644 0.915254237288136
ZIFA QDA 84 0.0593220338983051 0.940677966101695
VAMF QDA 84 0.38135593220339 0.61864406779661
ZINB-WAVE QDA 84 0.169491525423729 0.830508474576271
fSCLVM QDA 84 0.203389830508474 0.796610169491526
tSNE_plx_20 LDA 85 0.220338983050848 0.779661016949152
tSNE_plx_5 LDA 85 0.322033898305085 0.677966101694915
PCA LDA 85 0.0847457627118644 0.915254237288136
MDS LDA 85 0.11864406779661 0.88135593220339
ZIFA LDA 85 0.110169491525424 0.889830508474576
VAMF LDA 85 0.398305084745763 0.601694915254237
ZINB-WAVE LDA 85 0.135593220338983 0.864406779661017
fSCLVM LDA 85 0.0508474576271187 0.949152542372881
tSNE_plx_20 QDA 85 0.194915254237288 0.805084745762712
tSNE_plx_5 QDA 85 0.305084745762712 0.694915254237288
PCA QDA 85 0.0847457627118644 0.915254237288136
MDS QDA 85 0.11864406779661 0.88135593220339
ZIFA QDA 85 0.101694915254237 0.898305084745763
VAMF QDA 85 0.38135593220339 0.61864406779661
ZINB-WAVE QDA 85 0.127118644067797 0.872881355932203
fSCLVM QDA 85 0.0593220338983051 0.940677966101695
tSNE_plx_20 LDA 86 0.279661016949153 0.720338983050847
tSNE_plx_5 LDA 86 0.322033898305085 0.677966101694915
PCA LDA 86 0.11864406779661 0.88135593220339
MDS LDA 86 0.101694915254237 0.898305084745763
ZIFA LDA 86 0.0932203389830508 0.906779661016949
VAMF LDA 86 0.076271186440678 0.923728813559322
ZINB-WAVE LDA 86 0.372881355932203 0.627118644067797
fSCLVM LDA 86 0.449152542372881 0.550847457627119
tSNE_plx_20 QDA 86 0.26271186440678 0.73728813559322
tSNE_plx_5 QDA 86 0.322033898305085 0.677966101694915
PCA QDA 86 0.127118644067797 0.872881355932203
MDS QDA 86 0.0932203389830508 0.906779661016949
ZIFA QDA 86 0.0932203389830508 0.906779661016949
VAMF QDA 86 0.0847457627118644 0.915254237288136
ZINB-WAVE QDA 86 0.347457627118644 0.652542372881356
fSCLVM QDA 86 0.398305084745763 0.601694915254237
tSNE_plx_20 LDA 87 0.254237288135593 0.745762711864407
tSNE_plx_5 LDA 87 0.313559322033898 0.686440677966102
PCA LDA 87 0.059322033898305 0.940677966101695
MDS LDA 87 0.076271186440678 0.923728813559322
ZIFA LDA 87 0.0423728813559321 0.957627118644068
VAMF LDA 87 0.372881355932203 0.627118644067797
ZINB-WAVE LDA 87 0.0847457627118644 0.915254237288136
fSCLVM LDA 87 0.0593220338983051 0.940677966101695
tSNE_plx_20 QDA 87 0.220338983050848 0.779661016949152
tSNE_plx_5 QDA 87 0.288135593220339 0.711864406779661
PCA QDA 87 0.0508474576271186 0.949152542372881
MDS QDA 87 0.0677966101694916 0.932203389830508
ZIFA QDA 87 0.0423728813559322 0.957627118644068
VAMF QDA 87 0.35593220338983 0.64406779661017
ZINB-WAVE QDA 87 0.0847457627118644 0.915254237288136
fSCLVM QDA 87 0.0593220338983051 0.940677966101695
tSNE_plx_20 LDA 88 0.338983050847458 0.661016949152542
tSNE_plx_5 LDA 88 0.423728813559322 0.576271186440678
PCA LDA 88 0.245762711864407 0.754237288135593
MDS LDA 88 0.0932203389830508 0.906779661016949
ZIFA LDA 88 0.11864406779661 0.88135593220339
VAMF LDA 88 0.347457627118644 0.652542372881356
ZINB-WAVE LDA 88 0.0932203389830508 0.906779661016949
fSCLVM LDA 88 0.0677966101694916 0.932203389830508
tSNE_plx_20 QDA 88 0.26271186440678 0.73728813559322
tSNE_plx_5 QDA 88 0.415254237288136 0.584745762711864
PCA QDA 88 0.338983050847458 0.661016949152542
MDS QDA 88 0.110169491525424 0.889830508474576
ZIFA QDA 88 0.110169491525424 0.889830508474576
VAMF QDA 88 0.372881355932203 0.627118644067797
ZINB-WAVE QDA 88 0.110169491525424 0.889830508474576
fSCLVM QDA 88 0.076271186440678 0.923728813559322
tSNE_plx_20 LDA 89 0.288135593220339 0.711864406779661
tSNE_plx_5 LDA 89 0.288135593220339 0.711864406779661
PCA LDA 89 0.152542372881356 0.847457627118644
MDS LDA 89 0.076271186440678 0.923728813559322
ZIFA LDA 89 0.0847457627118644 0.915254237288136
VAMF LDA 89 0.38135593220339 0.61864406779661
ZINB-WAVE LDA 89 0.11864406779661 0.88135593220339
fSCLVM LDA 89 0.0932203389830508 0.906779661016949
tSNE_plx_20 QDA 89 0.228813559322034 0.771186440677966
tSNE_plx_5 QDA 89 0.26271186440678 0.73728813559322
PCA QDA 89 0.135593220338983 0.864406779661017
MDS QDA 89 0.0847457627118644 0.915254237288136
ZIFA QDA 89 0.076271186440678 0.923728813559322
VAMF QDA 89 0.389830508474576 0.610169491525424
ZINB-WAVE QDA 89 0.11864406779661 0.88135593220339
fSCLVM QDA 89 0.0677966101694916 0.932203389830508
tSNE_plx_20 LDA 90 0.23728813559322 0.76271186440678
tSNE_plx_5 LDA 90 0.440677966101695 0.559322033898305
PCA LDA 90 0.127118644067797 0.872881355932203
MDS LDA 90 0.076271186440678 0.923728813559322
ZIFA LDA 90 0.0423728813559322 0.957627118644068
VAMF LDA 90 0.372881355932203 0.627118644067797
ZINB-WAVE LDA 90 0.211864406779661 0.788135593220339
fSCLVM LDA 90 0.0847457627118644 0.915254237288136
tSNE_plx_20 QDA 90 0.186440677966102 0.813559322033898
tSNE_plx_5 QDA 90 0.313559322033898 0.686440677966102
PCA QDA 90 0.127118644067797 0.872881355932203
MDS QDA 90 0.076271186440678 0.923728813559322
ZIFA QDA 90 0.0423728813559322 0.957627118644068
VAMF QDA 90 0.347457627118644 0.652542372881356
ZINB-WAVE QDA 90 0.211864406779661 0.788135593220339
fSCLVM QDA 90 0.0593220338983051 0.940677966101695
tSNE_plx_20 LDA 91 0.313559322033898 0.686440677966102
tSNE_plx_5 LDA 91 0.372881355932203 0.627118644067797
PCA LDA 91 0.11864406779661 0.88135593220339
MDS LDA 91 0.0932203389830508 0.906779661016949
ZIFA LDA 91 0.0593220338983051 0.940677966101695
VAMF LDA 91 0.406779661016949 0.593220338983051
ZINB-WAVE LDA 91 0.135593220338983 0.864406779661017
fSCLVM LDA 91 0.415254237288136 0.584745762711864
tSNE_plx_20 QDA 91 0.296610169491525 0.703389830508475
tSNE_plx_5 QDA 91 0.313559322033898 0.686440677966102
PCA QDA 91 0.127118644067797 0.872881355932203
MDS QDA 91 0.101694915254237 0.898305084745763
ZIFA QDA 91 0.0593220338983051 0.940677966101695
VAMF QDA 91 0.432203389830508 0.567796610169492
ZINB-WAVE QDA 91 0.135593220338983 0.864406779661017
fSCLVM QDA 91 0.423728813559322 0.576271186440678
tSNE_plx_20 LDA 92 0.254237288135593 0.745762711864407
tSNE_plx_5 LDA 92 0.338983050847458 0.661016949152542
PCA LDA 92 0.11864406779661 0.88135593220339
MDS LDA 92 0.0847457627118644 0.915254237288136
ZIFA LDA 92 0.0677966101694916 0.932203389830508
VAMF LDA 92 0.415254237288136 0.584745762711864
ZINB-WAVE LDA 92 0.110169491525424 0.889830508474576
fSCLVM LDA 92 0.271186440677966 0.728813559322034
tSNE_plx_20 QDA 92 0.194915254237288 0.805084745762712
tSNE_plx_5 QDA 92 0.322033898305085 0.677966101694915
PCA QDA 92 0.135593220338983 0.864406779661017
