method classifier sim cls_err Batch_Separability
fSCLVM LDA 31 0.076271186440678 0.923728813559322
tSNE_plx_20 QDA 31 0.245762711864407 0.754237288135593
tSNE_plx_5 QDA 31 0.330508474576271 0.669491525423729
PCA QDA 31 0.135593220338983 0.864406779661017
MDS QDA 31 0.110169491525424 0.889830508474576
ZIFA QDA 31 0.0677966101694915 0.932203389830509
VAMF QDA 31 0.296610169491525 0.703389830508475
ZINB-WAVE QDA 31 0.11864406779661 0.88135593220339
fSCLVM QDA 31 0.0677966101694916 0.932203389830508
tSNE_plx_20 LDA 32 0.288135593220339 0.711864406779661
tSNE_plx_5 LDA 32 0.355932203389831 0.644067796610169
PCA LDA 32 0.177966101694915 0.822033898305085
MDS LDA 32 0.135593220338983 0.864406779661017
ZIFA LDA 32 0.0932203389830508 0.906779661016949
VAMF LDA 32 0.338983050847458 0.661016949152542
ZINB-WAVE LDA 32 0.127118644067797 0.872881355932203
fSCLVM LDA 32 0.101694915254237 0.898305084745763
tSNE_plx_20 QDA 32 0.254237288135593 0.745762711864407
tSNE_plx_5 QDA 32 0.364406779661017 0.635593220338983
PCA QDA 32 0.194915254237288 0.805084745762712
MDS QDA 32 0.135593220338983 0.864406779661017
ZIFA QDA 32 0.076271186440678 0.923728813559322
VAMF QDA 32 0.313559322033898 0.686440677966102
ZINB-WAVE QDA 32 0.127118644067797 0.872881355932203
fSCLVM QDA 32 0.101694915254237 0.898305084745763
tSNE_plx_20 LDA 33 0.245762711864407 0.754237288135593
tSNE_plx_5 LDA 33 0.355932203389831 0.644067796610169
PCA LDA 33 0.127118644067797 0.872881355932203
MDS LDA 33 0.0677966101694916 0.932203389830508
ZIFA LDA 33 0.0423728813559322 0.957627118644068
VAMF LDA 33 0.38135593220339 0.61864406779661
ZINB-WAVE LDA 33 0.0932203389830508 0.906779661016949
fSCLVM LDA 33 0.0423728813559322 0.957627118644068
tSNE_plx_20 QDA 33 0.228813559322034 0.771186440677966
tSNE_plx_5 QDA 33 0.313559322033898 0.686440677966102
PCA QDA 33 0.14406779661017 0.85593220338983
MDS QDA 33 0.0677966101694916 0.932203389830508
ZIFA QDA 33 0.0423728813559321 0.957627118644068
VAMF QDA 33 0.338983050847458 0.661016949152542
ZINB-WAVE QDA 33 0.0932203389830508 0.906779661016949
fSCLVM QDA 33 0.0169491525423728 0.983050847457627
tSNE_plx_20 LDA 34 0.322033898305085 0.677966101694915
tSNE_plx_5 LDA 34 0.338983050847458 0.661016949152542
PCA LDA 34 0.0847457627118644 0.915254237288136
MDS LDA 34 0.0932203389830508 0.906779661016949
ZIFA LDA 34 0.0593220338983051 0.940677966101695
VAMF LDA 34 0.135593220338983 0.864406779661017
ZINB-WAVE LDA 34 0.110169491525424 0.889830508474576
fSCLVM LDA 34 0.0338983050847458 0.966101694915254
tSNE_plx_20 QDA 34 0.186440677966102 0.813559322033898
tSNE_plx_5 QDA 34 0.296610169491525 0.703389830508475
PCA QDA 34 0.076271186440678 0.923728813559322
MDS QDA 34 0.110169491525424 0.889830508474576
ZIFA QDA 34 0.0593220338983051 0.940677966101695
VAMF QDA 34 0.135593220338983 0.864406779661017
ZINB-WAVE QDA 34 0.11864406779661 0.88135593220339
fSCLVM QDA 34 0.0338983050847458 0.966101694915254
tSNE_plx_20 LDA 35 0.288135593220339 0.711864406779661
tSNE_plx_5 LDA 35 0.35593220338983 0.64406779661017
PCA LDA 35 0.11864406779661 0.88135593220339
MDS LDA 35 0.11864406779661 0.88135593220339
ZIFA LDA 35 0.0847457627118644 0.915254237288136
VAMF LDA 35 0.449152542372881 0.550847457627119
ZINB-WAVE LDA 35 0.330508474576271 0.669491525423729
fSCLVM LDA 35 0.0932203389830508 0.906779661016949
tSNE_plx_20 QDA 35 0.220338983050847 0.779661016949153
tSNE_plx_5 QDA 35 0.330508474576271 0.669491525423729
PCA QDA 35 0.11864406779661 0.88135593220339
MDS QDA 35 0.127118644067797 0.872881355932203
ZIFA QDA 35 0.0847457627118644 0.915254237288136
VAMF QDA 35 0.406779661016949 0.593220338983051
ZINB-WAVE QDA 35 0.330508474576271 0.669491525423729
fSCLVM QDA 35 0.0932203389830508 0.906779661016949
tSNE_plx_20 LDA 36 0.279661016949153 0.720338983050847
tSNE_plx_5 LDA 36 0.406779661016949 0.593220338983051
PCA LDA 36 0.11864406779661 0.88135593220339
MDS LDA 36 0.101694915254237 0.898305084745763
ZIFA LDA 36 0.076271186440678 0.923728813559322
VAMF LDA 36 0.415254237288136 0.584745762711864
ZINB-WAVE LDA 36 0.338983050847458 0.661016949152542
fSCLVM LDA 36 0.0338983050847458 0.966101694915254
tSNE_plx_20 QDA 36 0.288135593220339 0.711864406779661
tSNE_plx_5 QDA 36 0.355932203389831 0.644067796610169
PCA QDA 36 0.127118644067797 0.872881355932203
MDS QDA 36 0.110169491525424 0.889830508474576
ZIFA QDA 36 0.076271186440678 0.923728813559322
VAMF QDA 36 0.389830508474576 0.610169491525424
ZINB-WAVE QDA 36 0.347457627118644 0.652542372881356
fSCLVM QDA 36 0.0254237288135593 0.974576271186441
tSNE_plx_20 LDA 37 0.279661016949153 0.720338983050847
tSNE_plx_5 LDA 37 0.338983050847458 0.661016949152542
PCA LDA 37 0.127118644067797 0.872881355932203
MDS LDA 37 0.0677966101694916 0.932203389830508
ZIFA LDA 37 0.0593220338983051 0.940677966101695
VAMF LDA 37 0.415254237288136 0.584745762711864
ZINB-WAVE LDA 37 0.059322033898305 0.940677966101695
fSCLVM LDA 37 0.0932203389830508 0.906779661016949
tSNE_plx_20 QDA 37 0.220338983050847 0.779661016949153
tSNE_plx_5 QDA 37 0.271186440677966 0.728813559322034
PCA QDA 37 0.11864406779661 0.88135593220339
MDS QDA 37 0.076271186440678 0.923728813559322
ZIFA QDA 37 0.0508474576271187 0.949152542372881
VAMF QDA 37 0.389830508474576 0.610169491525424
ZINB-WAVE QDA 37 0.0508474576271186 0.949152542372881
fSCLVM QDA 37 0.0932203389830508 0.906779661016949
tSNE_plx_20 LDA 38 0.228813559322034 0.771186440677966
tSNE_plx_5 LDA 38 0.305084745762712 0.694915254237288
PCA LDA 38 0.110169491525424 0.889830508474576
MDS LDA 38 0.076271186440678 0.923728813559322
ZIFA LDA 38 0.0593220338983051 0.940677966101695
VAMF LDA 38 0.313559322033898 0.686440677966102
ZINB-WAVE LDA 38 0.059322033898305 0.940677966101695
fSCLVM LDA 38 0.0508474576271186 0.949152542372881
tSNE_plx_20 QDA 38 0.203389830508475 0.796610169491525
tSNE_plx_5 QDA 38 0.271186440677966 0.728813559322034
PCA QDA 38 0.11864406779661 0.88135593220339
MDS QDA 38 0.076271186440678 0.923728813559322
ZIFA QDA 38 0.0593220338983051 0.940677966101695
VAMF QDA 38 0.330508474576271 0.669491525423729
ZINB-WAVE QDA 38 0.0677966101694916 0.932203389830508
fSCLVM QDA 38 0.0254237288135593 0.974576271186441
tSNE_plx_20 LDA 39 0.330508474576271 0.669491525423729
tSNE_plx_5 LDA 39 0.364406779661017 0.635593220338983
PCA LDA 39 0.110169491525424 0.889830508474576
MDS LDA 39 0.0847457627118644 0.915254237288136
ZIFA LDA 39 0.0677966101694916 0.932203389830508
VAMF LDA 39 0.35593220338983 0.64406779661017
ZINB-WAVE LDA 39 0.0677966101694915 0.932203389830509
fSCLVM LDA 39 0.0847457627118644 0.915254237288136
tSNE_plx_20 QDA 39 0.288135593220339 0.711864406779661
tSNE_plx_5 QDA 39 0.330508474576271 0.669491525423729
PCA QDA 39 0.127118644067797 0.872881355932203
MDS QDA 39 0.0847457627118644 0.915254237288136
ZIFA QDA 39 0.0677966101694916 0.932203389830508
VAMF QDA 39 0.364406779661017 0.635593220338983
ZINB-WAVE QDA 39 0.0677966101694915 0.932203389830509
fSCLVM QDA 39 0.0847457627118644 0.915254237288136
tSNE_plx_20 LDA 40 0.254237288135593 0.745762711864407
tSNE_plx_5 LDA 40 0.330508474576271 0.669491525423729
PCA LDA 40 0.11864406779661 0.88135593220339
MDS LDA 40 0.076271186440678 0.923728813559322
ZIFA LDA 40 0.0677966101694915 0.932203389830509
VAMF LDA 40 0.35593220338983 0.64406779661017
ZINB-WAVE LDA 40 0.059322033898305 0.940677966101695
fSCLVM LDA 40 0.389830508474576 0.610169491525424
tSNE_plx_20 QDA 40 0.220338983050847 0.779661016949153
tSNE_plx_5 QDA 40 0.338983050847458 0.661016949152542
PCA QDA 40 0.110169491525424 0.889830508474576
MDS QDA 40 0.0847457627118644 0.915254237288136
ZIFA QDA 40 0.0677966101694915 0.932203389830509
VAMF QDA 40 0.338983050847458 0.661016949152542
ZINB-WAVE QDA 40 0.059322033898305 0.940677966101695
fSCLVM QDA 40 0.457627118644068 0.542372881355932
tSNE_plx_20 LDA 41 0.26271186440678 0.73728813559322
tSNE_plx_5 LDA 41 0.398305084745763 0.601694915254237
PCA LDA 41 0.14406779661017 0.85593220338983
MDS LDA 41 0.14406779661017 0.85593220338983
ZIFA LDA 41 0.076271186440678 0.923728813559322
VAMF LDA 41 0.415254237288136 0.584745762711864
ZINB-WAVE LDA 41 0.330508474576271 0.669491525423729
fSCLVM LDA 41 0.101694915254237 0.898305084745763
tSNE_plx_20 QDA 41 0.220338983050847 0.779661016949153
tSNE_plx_5 QDA 41 0.347457627118644 0.652542372881356
PCA QDA 41 0.169491525423729 0.830508474576271
MDS QDA 41 0.14406779661017 0.85593220338983
ZIFA QDA 41 0.076271186440678 0.923728813559322
VAMF QDA 41 0.38135593220339 0.61864406779661
ZINB-WAVE QDA 41 0.313559322033898 0.686440677966102
fSCLVM QDA 41 0.076271186440678 0.923728813559322
tSNE_plx_20 LDA 42 0.279661016949152 0.720338983050848
tSNE_plx_5 LDA 42 0.38135593220339 0.61864406779661
PCA LDA 42 0.101694915254237 0.898305084745763
MDS LDA 42 0.101694915254237 0.898305084745763
ZIFA LDA 42 0.110169491525424 0.889830508474576
VAMF LDA 42 0.279661016949152 0.720338983050848
ZINB-WAVE LDA 42 0.11864406779661 0.88135593220339
fSCLVM LDA 42 0.415254237288136 0.584745762711864
tSNE_plx_20 QDA 42 0.271186440677966 0.728813559322034
tSNE_plx_5 QDA 42 0.38135593220339 0.61864406779661
PCA QDA 42 0.0847457627118644 0.915254237288136
MDS QDA 42 0.101694915254237 0.898305084745763
ZIFA QDA 42 0.11864406779661 0.88135593220339
VAMF QDA 42 0.271186440677966 0.728813559322034
ZINB-WAVE QDA 42 0.127118644067797 0.872881355932203
fSCLVM QDA 42 0.440677966101695 0.559322033898305
tSNE_plx_20 LDA 43 0.288135593220339 0.711864406779661
tSNE_plx_5 LDA 43 0.322033898305085 0.677966101694915
PCA LDA 43 0.135593220338983 0.864406779661017
MDS LDA 43 0.0932203389830508 0.906779661016949
ZIFA LDA 43 0.076271186440678 0.923728813559322
VAMF LDA 43 0.35593220338983 0.64406779661017
ZINB-WAVE LDA 43 0.211864406779661 0.788135593220339
fSCLVM LDA 43 0.0932203389830508 0.906779661016949
tSNE_plx_20 QDA 43 0.211864406779661 0.788135593220339
tSNE_plx_5 QDA 43 0.347457627118644 0.652542372881356
PCA QDA 43 0.152542372881356 0.847457627118644
MDS QDA 43 0.101694915254237 0.898305084745763
ZIFA QDA 43 0.076271186440678 0.923728813559322
VAMF QDA 43 0.347457627118644 0.652542372881356
ZINB-WAVE QDA 43 0.211864406779661 0.788135593220339
fSCLVM QDA 43 0.101694915254237 0.898305084745763
tSNE_plx_20 LDA 44 0.254237288135593 0.745762711864407
tSNE_plx_5 LDA 44 0.305084745762712 0.694915254237288
PCA LDA 44 0.220338983050847 0.779661016949153
MDS LDA 44 0.0847457627118644 0.915254237288136
ZIFA LDA 44 0.0423728813559321 0.957627118644068
VAMF LDA 44 0.35593220338983 0.64406779661017
ZINB-WAVE LDA 44 0.0508474576271186 0.949152542372881
fSCLVM LDA 44 0.144067796610169 0.855932203389831
tSNE_plx_20 QDA 44 0.194915254237288 0.805084745762712
tSNE_plx_5 QDA 44 0.322033898305085 0.677966101694915
PCA QDA 44 0.211864406779661 0.788135593220339
MDS QDA 44 0.0847457627118644 0.915254237288136
ZIFA QDA 44 0.0423728813559321 0.957627118644068
VAMF QDA 44 0.35593220338983 0.64406779661017
ZINB-WAVE QDA 44 0.0508474576271186 0.949152542372881
fSCLVM QDA 44 0.144067796610169 0.855932203389831
tSNE_plx_20 LDA 45 0.220338983050848 0.779661016949152
tSNE_plx_5 LDA 45 0.254237288135593 0.745762711864407
PCA LDA 45 0.135593220338983 0.864406779661017
MDS LDA 45 0.0847457627118644 0.915254237288136
ZIFA LDA 45 0.059322033898305 0.940677966101695
VAMF LDA 45 0.296610169491525 0.703389830508475
ZINB-WAVE LDA 45 0.127118644067797 0.872881355932203
fSCLVM LDA 45 0.423728813559322 0.576271186440678
tSNE_plx_20 QDA 45 0.169491525423729 0.830508474576271
tSNE_plx_5 QDA 45 0.245762711864407 0.754237288135593
PCA QDA 45 0.110169491525424 0.889830508474576
MDS QDA 45 0.0932203389830508 0.906779661016949
ZIFA QDA 45 0.0508474576271186 0.949152542372881
VAMF QDA 45 0.296610169491525 0.703389830508475
ZINB-WAVE QDA 45 0.127118644067797 0.872881355932203
fSCLVM QDA 45 0.423728813559322 0.576271186440678
tSNE_plx_20 LDA 46 0.220338983050848 0.779661016949152
tSNE_plx_5 LDA 46 0.305084745762712 0.694915254237288
PCA LDA 46 0.186440677966102 0.813559322033898
MDS LDA 46 0.0847457627118644 0.915254237288136
ZIFA LDA 46 0.0932203389830508 0.906779661016949
VAMF LDA 46 0.338983050847458 0.661016949152542
ZINB-WAVE LDA 46 0.161016949152542 0.838983050847458
fSCLVM LDA 46 0.0677966101694916 0.932203389830508
tSNE_plx_20 QDA 46 0.186440677966102 0.813559322033898
tSNE_plx_5 QDA 46 0.279661016949153 0.720338983050847
PCA QDA 46 0.186440677966102 0.813559322033898
MDS QDA 46 0.0932203389830508 0.906779661016949
ZIFA QDA 46 0.0932203389830508 0.906779661016949
VAMF QDA 46 0.347457627118644 0.652542372881356
ZINB-WAVE QDA 46 0.177966101694915 0.822033898305085
fSCLVM QDA 46 0.101694915254237 0.898305084745763
tSNE_plx_20 LDA 47 0.254237288135593 0.745762711864407
tSNE_plx_5 LDA 47 0.347457627118644 0.652542372881356
PCA LDA 47 0.14406779661017 0.85593220338983
MDS LDA 47 0.127118644067797 0.872881355932203
ZIFA LDA 47 0.0593220338983051 0.940677966101695
VAMF LDA 47 0.372881355932203 0.627118644067797
ZINB-WAVE LDA 47 0.0423728813559321 0.957627118644068
fSCLVM LDA 47 0.101694915254237 0.898305084745763
tSNE_plx_20 QDA 47 0.220338983050847 0.779661016949153
tSNE_plx_5 QDA 47 0.330508474576271 0.669491525423729
PCA QDA 47 0.14406779661017 0.85593220338983
MDS QDA 47 0.127118644067797 0.872881355932203
ZIFA QDA 47 0.0677966101694916 0.932203389830508
VAMF QDA 47 0.372881355932203 0.627118644067797
ZINB-WAVE QDA 47 0.0338983050847457 0.966101694915254
fSCLVM QDA 47 0.0932203389830508 0.906779661016949
tSNE_plx_20 LDA 48 0.288135593220339 0.711864406779661
tSNE_plx_5 LDA 48 0.415254237288136 0.584745762711864
PCA LDA 48 0.169491525423729 0.830508474576271
MDS LDA 48 0.101694915254237 0.898305084745763
ZIFA LDA 48 0.0423728813559321 0.957627118644068
VAMF LDA 48 0.398305084745763 0.601694915254237
ZINB-WAVE LDA 48 0.110169491525424 0.889830508474576
fSCLVM LDA 48 0.0593220338983051 0.940677966101695
tSNE_plx_20 QDA 48 0.203389830508475 0.796610169491525
tSNE_plx_5 QDA 48 0.305084745762712 0.694915254237288
PCA QDA 48 0.177966101694915 0.822033898305085
MDS QDA 48 0.101694915254237 0.898305084745763
ZIFA QDA 48 0.0423728813559321 0.957627118644068
VAMF QDA 48 0.406779661016949 0.593220338983051
ZINB-WAVE QDA 48 0.101694915254237 0.898305084745763
fSCLVM QDA 48 0.0423728813559322 0.957627118644068
tSNE_plx_20 LDA 49 0.313559322033898 0.686440677966102
tSNE_plx_5 LDA 49 0.296610169491525 0.703389830508475
PCA LDA 49 0.110169491525424 0.889830508474576
MDS LDA 49 0.0847457627118644 0.915254237288136
ZIFA LDA 49 0.0677966101694916 0.932203389830508
VAMF LDA 49 0.449152542372881 0.550847457627119
ZINB-WAVE LDA 49 0.101694915254237 0.898305084745763
fSCLVM LDA 49 0.0677966101694916 0.932203389830508
tSNE_plx_20 QDA 49 0.271186440677966 0.728813559322034
tSNE_plx_5 QDA 49 0.288135593220339 0.711864406779661
PCA QDA 49 0.127118644067797 0.872881355932203
MDS QDA 49 0.0932203389830508 0.906779661016949
ZIFA QDA 49 0.0677966101694916 0.932203389830508
VAMF QDA 49 0.466101694915254 0.533898305084746
ZINB-WAVE QDA 49 0.101694915254237 0.898305084745763
fSCLVM QDA 49 0.0593220338983051 0.940677966101695
tSNE_plx_20 LDA 50 0.330508474576271 0.669491525423729
tSNE_plx_5 LDA 50 0.364406779661017 0.635593220338983
PCA LDA 50 0.135593220338983 0.864406779661017
MDS LDA 50 0.0677966101694916 0.932203389830508
ZIFA LDA 50 0.0593220338983051 0.940677966101695
VAMF LDA 50 0.389830508474576 0.610169491525424
ZINB-WAVE LDA 50 0.14406779661017 0.85593220338983
fSCLVM LDA 50 0.449152542372881 0.550847457627119
tSNE_plx_20 QDA 50 0.26271186440678 0.73728813559322
tSNE_plx_5 QDA 50 0.313559322033898 0.686440677966102
PCA QDA 50 0.127118644067797 0.872881355932203
MDS QDA 50 0.076271186440678 0.923728813559322
ZIFA QDA 50 0.0593220338983051 0.940677966101695
VAMF QDA 50 0.389830508474576 0.610169491525424
ZINB-WAVE QDA 50 0.169491525423729 0.830508474576271
fSCLVM QDA 50 0.5 0.5
tSNE_plx_20 LDA 51 0.194915254237288 0.805084745762712
tSNE_plx_5 LDA 51 0.330508474576271 0.669491525423729
PCA LDA 51 0.0508474576271186 0.949152542372881
MDS LDA 51 0.0847457627118644 0.915254237288136
ZIFA LDA 51 0.076271186440678 0.923728813559322
VAMF LDA 51 0.372881355932203 0.627118644067797
ZINB-WAVE LDA 51 0.059322033898305 0.940677966101695
fSCLVM LDA 51 0.0508474576271187 0.949152542372881
tSNE_plx_20 QDA 51 0.169491525423729 0.830508474576271
tSNE_plx_5 QDA 51 0.26271186440678 0.73728813559322
PCA QDA 51 0.0677966101694916 0.932203389830508
MDS QDA 51 0.0932203389830508 0.906779661016949
ZIFA QDA 51 0.076271186440678 0.923728813559322
VAMF QDA 51 0.322033898305085 0.677966101694915
ZINB-WAVE QDA 51 0.0677966101694915 0.932203389830509
fSCLVM QDA 51 0.0423728813559321 0.957627118644068
tSNE_plx_20 LDA 52 0.330508474576271 0.669491525423729
tSNE_plx_5 LDA 52 0.38135593220339 0.61864406779661
PCA LDA 52 0.11864406779661 0.88135593220339
MDS LDA 52 0.0847457627118644 0.915254237288136
ZIFA LDA 52 0.076271186440678 0.923728813559322
VAMF LDA 52 0.432203389830508 0.567796610169492
ZINB-WAVE LDA 52 0.0847457627118644 0.915254237288136
fSCLVM LDA 52 0.38135593220339 0.61864406779661
tSNE_plx_20 QDA 52 0.254237288135593 0.745762711864407
tSNE_plx_5 QDA 52 0.347457627118644 0.652542372881356
PCA QDA 52 0.127118644067797 0.872881355932203
MDS QDA 52 0.0847457627118644 0.915254237288136
ZIFA QDA 52 0.076271186440678 0.923728813559322
VAMF QDA 52 0.38135593220339 0.61864406779661
ZINB-WAVE QDA 52 0.0932203389830508 0.906779661016949
fSCLVM QDA 52 0.38135593220339 0.61864406779661
tSNE_plx_20 LDA 53 0.26271186440678 0.73728813559322
tSNE_plx_5 LDA 53 0.440677966101695 0.559322033898305
PCA LDA 53 0.152542372881356 0.847457627118644
MDS LDA 53 0.0932203389830508 0.906779661016949
ZIFA LDA 53 0.0847457627118644 0.915254237288136
VAMF LDA 53 0.406779661016949 0.593220338983051
ZINB-WAVE LDA 53 0.254237288135593 0.745762711864407
fSCLVM LDA 53 0.406779661016949 0.593220338983051
tSNE_plx_20 QDA 53 0.26271186440678 0.73728813559322
tSNE_plx_5 QDA 53 0.372881355932203 0.627118644067797
PCA QDA 53 0.152542372881356 0.847457627118644
MDS QDA 53 0.0932203389830508 0.906779661016949
ZIFA QDA 53 0.0847457627118644 0.915254237288136
VAMF QDA 53 0.35593220338983 0.64406779661017
ZINB-WAVE QDA 53 0.254237288135593 0.745762711864407
fSCLVM QDA 53 0.449152542372881 0.550847457627119
tSNE_plx_20 LDA 54 0.415254237288136 0.584745762711864
tSNE_plx_5 LDA 54 0.449152542372881 0.550847457627119
PCA LDA 54 0.076271186440678 0.923728813559322
MDS LDA 54 0.0847457627118644 0.915254237288136
ZIFA LDA 54 0.0932203389830508 0.906779661016949
VAMF LDA 54 0.347457627118644 0.652542372881356
ZINB-WAVE LDA 54 0.11864406779661 0.88135593220339
fSCLVM LDA 54 0.432203389830508 0.567796610169492
tSNE_plx_20 QDA 54 0.38135593220339 0.61864406779661
tSNE_plx_5 QDA 54 0.347457627118644 0.652542372881356
PCA QDA 54 0.101694915254237 0.898305084745763
MDS QDA 54 0.0847457627118644 0.915254237288136
ZIFA QDA 54 0.0932203389830508 0.906779661016949
VAMF QDA 54 0.26271186440678 0.73728813559322
ZINB-WAVE QDA 54 0.135593220338983 0.864406779661017
fSCLVM QDA 54 0.406779661016949 0.593220338983051
tSNE_plx_20 LDA 55 0.288135593220339 0.711864406779661
tSNE_plx_5 LDA 55 0.364406779661017 0.635593220338983
PCA LDA 55 0.127118644067797 0.872881355932203
MDS LDA 55 0.0932203389830508 0.906779661016949
ZIFA LDA 55 0.076271186440678 0.923728813559322
VAMF LDA 55 0.372881355932203 0.627118644067797
ZINB-WAVE LDA 55 0.0847457627118644 0.915254237288136
fSCLVM LDA 55 0.415254237288136 0.584745762711864
tSNE_plx_20 QDA 55 0.296610169491525 0.703389830508475
tSNE_plx_5 QDA 55 0.245762711864407 0.754237288135593
PCA QDA 55 0.11864406779661 0.88135593220339
MDS QDA 55 0.0932203389830508 0.906779661016949
ZIFA QDA 55 0.076271186440678 0.923728813559322
VAMF QDA 55 0.338983050847458 0.661016949152542
ZINB-WAVE QDA 55 0.0847457627118644 0.915254237288136
fSCLVM QDA 55 0.5 0.5
tSNE_plx_20 LDA 56 0.288135593220339 0.711864406779661
tSNE_plx_5 LDA 56 0.406779661016949 0.593220338983051
PCA LDA 56 0.14406779661017 0.85593220338983
MDS LDA 56 0.0932203389830508 0.906779661016949
ZIFA LDA 56 0.0677966101694916 0.932203389830508
VAMF LDA 56 0.389830508474576 0.610169491525424
ZINB-WAVE LDA 56 0.127118644067797 0.872881355932203
fSCLVM LDA 56 0.0508474576271186 0.949152542372881
tSNE_plx_20 QDA 56 0.254237288135593 0.745762711864407
tSNE_plx_5 QDA 56 0.423728813559322 0.576271186440678
PCA QDA 56 0.127118644067797 0.872881355932203
MDS QDA 56 0.0847457627118644 0.915254237288136
ZIFA QDA 56 0.076271186440678 0.923728813559322
VAMF QDA 56 0.35593220338983 0.64406779661017
ZINB-WAVE QDA 56 0.14406779661017 0.85593220338983
fSCLVM QDA 56 0.0677966101694916 0.932203389830508
tSNE_plx_20 LDA 57 0.330508474576271 0.669491525423729
tSNE_plx_5 LDA 57 0.432203389830508 0.567796610169492
PCA LDA 57 0.305084745762712 0.694915254237288
MDS LDA 57 0.110169491525424 0.889830508474576
ZIFA LDA 57 0.0932203389830508 0.906779661016949
VAMF LDA 57 0.338983050847458 0.661016949152542
ZINB-WAVE LDA 57 0.330508474576271 0.669491525423729
fSCLVM LDA 57 0.406779661016949 0.593220338983051
tSNE_plx_20 QDA 57 0.23728813559322 0.76271186440678
tSNE_plx_5 QDA 57 0.288135593220339 0.711864406779661
PCA QDA 57 0.372881355932203 0.627118644067797
MDS QDA 57 0.110169491525424 0.889830508474576
ZIFA QDA 57 0.0932203389830508 0.906779661016949
VAMF QDA 57 0.322033898305085 0.677966101694915
ZINB-WAVE QDA 57 0.364406779661017 0.635593220338983
fSCLVM QDA 57 0.398305084745763 0.601694915254237
tSNE_plx_20 LDA 58 0.338983050847458 0.661016949152542
tSNE_plx_5 LDA 58 0.483050847457627 0.516949152542373
PCA LDA 58 0.110169491525424 0.889830508474576
MDS LDA 58 0.076271186440678 0.923728813559322
ZIFA LDA 58 0.076271186440678 0.923728813559322
VAMF LDA 58 0.415254237288136 0.584745762711864
ZINB-WAVE LDA 58 0.152542372881356 0.847457627118644
fSCLVM LDA 58 0.406779661016949 0.593220338983051
tSNE_plx_20 QDA 58 0.296610169491525 0.703389830508475
tSNE_plx_5 QDA 58 0.423728813559322 0.576271186440678
PCA QDA 58 0.11864406779661 0.88135593220339
MDS QDA 58 0.0847457627118644 0.915254237288136
ZIFA QDA 58 0.076271186440678 0.923728813559322
VAMF QDA 58 0.398305084745763 0.601694915254237
ZINB-WAVE QDA 58 0.161016949152542 0.838983050847458
fSCLVM QDA 58 0.38135593220339 0.61864406779661
tSNE_plx_20 LDA 59 0.305084745762712 0.694915254237288
tSNE_plx_5 LDA 59 0.330508474576271 0.669491525423729
PCA LDA 59 0.101694915254237 0.898305084745763
MDS LDA 59 0.0932203389830508 0.906779661016949
ZIFA LDA 59 0.0677966101694916 0.932203389830508
VAMF LDA 59 0.364406779661017 0.635593220338983
ZINB-WAVE LDA 59 0.203389830508475 0.796610169491525
fSCLVM LDA 59 0.0847457627118644 0.915254237288136
tSNE_plx_20 QDA 59 0.271186440677966 0.728813559322034
tSNE_plx_5 QDA 59 0.313559322033898 0.686440677966102
PCA QDA 59 0.101694915254237 0.898305084745763
MDS QDA 59 0.101694915254237 0.898305084745763
ZIFA QDA 59 0.0677966101694916 0.932203389830508
VAMF QDA 59 0.355932203389831 0.644067796610169
ZINB-WAVE QDA 59 0.220338983050848 0.779661016949152
fSCLVM QDA 59 0.0847457627118644 0.915254237288136
tSNE_plx_20 LDA 60 0.271186440677966 0.728813559322034
tSNE_plx_5 LDA 60 0.23728813559322 0.76271186440678
PCA LDA 60 0.127118644067797 0.872881355932203
MDS LDA 60 0.0677966101694916 0.932203389830508
ZIFA LDA 60 0.0593220338983051 0.940677966101695
VAMF LDA 60 0.364406779661017 0.635593220338983
ZINB-WAVE LDA 60 0.076271186440678 0.923728813559322
fSCLVM LDA 60 0.0423728813559323 0.957627118644068
tSNE_plx_20 QDA 60 0.288135593220339 0.711864406779661
tSNE_plx_5 QDA 60 0.245762711864407 0.754237288135593
PCA QDA 60 0.0932203389830508 0.906779661016949
MDS QDA 60 0.0677966101694916 0.932203389830508
ZIFA QDA 60 0.0508474576271187 0.949152542372881
VAMF QDA 60 0.305084745762712 0.694915254237288
ZINB-WAVE QDA 60 0.0847457627118644 0.915254237288136
fSCLVM QDA 60 0.0423728813559321 0.957627118644068
tSNE_plx_20 LDA 61 0.313559322033898 0.686440677966102
tSNE_plx_5 LDA 61 0.322033898305085 0.677966101694915
PCA LDA 61 0.203389830508475 0.796610169491525
MDS LDA 61 0.110169491525424 0.889830508474576
ZIFA LDA 61 0.0847457627118644 0.915254237288136
VAMF LDA 61 0.347457627118644 0.652542372881356
ZINB-WAVE LDA 61 0.152542372881356 0.847457627118644
fSCLVM LDA 61 0.0932203389830508 0.906779661016949
tSNE_plx_20 QDA 61 0.313559322033898 0.686440677966102
tSNE_plx_5 QDA 61 0.296610169491525 0.703389830508475
PCA QDA 61 0.211864406779661 0.788135593220339
MDS QDA 61 0.110169491525424 0.889830508474576
ZIFA QDA 61 0.0932203389830508 0.906779661016949
VAMF QDA 61 0.305084745762712 0.694915254237288
ZINB-WAVE QDA 61 0.152542372881356 0.847457627118644
fSCLVM QDA 61 0.101694915254237 0.898305084745763
tSNE_plx_20 LDA 62 0.26271186440678 0.73728813559322
