x id f df instrument
-1.11949783500672 MGH26_GSM1395400 0.181304387944135 0.0197928847440438 GLPB22-B5C
0.33447674571807 MGH26_GSM1395400 0.21008273924119 0.0211544665458765 GLPB22-B5C
0.53561505048172 MGH26_GSM1395400 0.214337712780407 0.0217629567017811 GLPB22-B5C
1.01780791277441 MGH26_GSM1395400 0.224831655164391 0.0225247632953221 GLPB22-B5C
1.35910505651497 MGH26_GSM1395400 0.232519292540517 0.0231541792370991 GLPB22-B5C
1.66786488289515 MGH26_GSM1395400 0.239668372901739 0.0238831634747879 GLPB22-B5C
2.04099760506641 MGH26_GSM1395400 0.248579962703148 0.0247368816147928 GLPB22-B5C
2.37026473549824 MGH26_GSM1395400 0.256725004728283 0.0256508138293708 GLPB22-B5C
2.70519277354091 MGH26_GSM1395400 0.265316181478351 0.0267009952667351 GLPB22-B5C
3.05138254338438 MGH26_GSM1395400 0.274559792884334 0.0278806487035178 GLPB22-B5C
3.39167150042419 MGH26_GSM1395400 0.284047269753247 0.0291821277153203 GLPB22-B5C
3.73463050689202 MGH26_GSM1395400 0.294055543281111 0.0306128758509617 GLPB22-B5C
4.07374141406989 MGH26_GSM1395400 0.304436703382254 0.0324487438293716 GLPB22-B5C
4.41510286991684 MGH26_GSM1395400 0.315513453816253 0.0357325808770414 GLPB22-B5C
4.75994941742115 MGH26_GSM1395400 0.327835710965119 0.0407473361185672 GLPB22-B5C
5.09795204802296 MGH26_GSM1395400 0.341608417763211 0.0476047895580589 GLPB22-B5C
5.43986910606507 MGH26_GSM1395400 0.357885307357616 0.0565079613641144 GLPB22-B5C
5.78273643673335 MGH26_GSM1395400 0.377260041232037 0.067478645192319 GLPB22-B5C
6.12272872664511 MGH26_GSM1395400 0.400202260331116 0.0805155409813952 GLPB22-B5C
6.4630474285577 MGH26_GSM1395400 0.427603204721695 0.0954869825256065 GLPB22-B5C
6.80354375383813 MGH26_GSM1395400 0.46011617138378 0.110427289595458 GLPB22-B5C
7.14214689045643 MGH26_GSM1395400 0.49750719800906 0.122900775050811 GLPB22-B5C
7.48394472748251 MGH26_GSM1395400 0.539514417090256 0.131884066511378 GLPB22-B5C
7.82369841678734 MGH26_GSM1395400 0.58432251524802 0.136554772741226 GLPB22-B5C
8.16328637802957 MGH26_GSM1395400 0.630694872121108 0.136542446758769 GLPB22-B5C
8.50003316197123 MGH26_GSM1395400 0.676675101938651 0.131909332978084 GLPB22-B5C
8.8436957283708 MGH26_GSM1395400 0.722007401841953 0.123237438727584 GLPB22-B5C
9.18349906950401 MGH26_GSM1395400 0.763883895274286 0.111701253913428 GLPB22-B5C
9.52212886003642 MGH26_GSM1395400 0.801709267489197 0.0986291164205156 GLPB22-B5C
9.86343472593011 MGH26_GSM1395400 0.835371963471431 0.0851493200045715 GLPB22-B5C
10.2027443309187 MGH26_GSM1395400 0.86426394560723 0.072112222791955 GLPB22-B5C
10.5430442648967 MGH26_GSM1395400 0.88880373026234 0.0601832703248268 GLPB22-B5C
10.8757389860911 MGH26_GSM1395400 0.908826386603627 0.0496888565353584 GLPB22-B5C
11.2075794725203 MGH26_GSM1395400 0.925315160926431 0.0406007478873062 GLPB22-B5C
11.5400682464022 MGH26_GSM1395400 0.938814453810168 0.0328160472804655 GLPB22-B5C
11.8805416877985 MGH26_GSM1395400 0.94998744636077 0.0262148238201076 GLPB22-B5C
12.2377773052505 MGH26_GSM1395400 0.959352315134544 0.0213117795857273 GLPB22-B5C
12.532872205188 MGH26_GSM1395400 0.965641312598883 0.0174177427294314 GLPB22-B5C
12.8948288770937 MGH26_GSM1395400 0.971945780789337 0.0142000730401048 GLPB22-B5C
13.2121275495103 MGH26_GSM1395400 0.976451445113182 0.0117308704956957 GLPB22-B5C
13.550607558594 MGH26_GSM1395400 0.980422110265125 0.00989646658593312 GLPB22-B5C
13.8079586022565 MGH26_GSM1395400 0.982968976269585 0.00834349412640422 GLPB22-B5C
14.169423984157 MGH26_GSM1395400 0.98598486056037 0.00677161205368419 GLPB22-B5C
14.5817424589803 MGH26_GSM1395400 0.988776921314441 0.00561199323410527 GLPB22-B5C
14.8698368476838 MGH26_GSM1395400 0.990393705074629 0.00467039713896098 GLPB22-B5C
15.2719261895336 MGH26_GSM1395400 0.992271621986411 0.00403568315212617 GLPB22-B5C
15.4080358453196 MGH26_GSM1395400 0.992820917431108 0.00335272743433993 GLPB22-B5C
15.9745900773012 MGH26_GSM1395400 0.994720419347714 0.00262043601450374 GLPB22-B5C
16.3125028099641 MGH26_GSM1395400 0.995605898042143 0.00198977915078816 GLPB22-B5C
17.0090834687957 MGH26_GSM1395400 0.996991939713929 0 GLPB22-B5C
-1.11949783500672 MGH26_GSM1395401 0.143192653098247 0.0179791713762066 GLPB22-B5C
0.33447674571807 MGH26_GSM1395401 0.169333911261746 0.0198050071789985 GLPB22-B5C
0.53561505048172 MGH26_GSM1395401 0.173317456831562 0.0206840595596296 GLPB22-B5C
1.01780791277441 MGH26_GSM1395401 0.183291162714452 0.0218247566736806 GLPB22-B5C
1.35910505651497 MGH26_GSM1395401 0.190739889830012 0.022800424120167 GLPB22-B5C
1.66786488289515 MGH26_GSM1395401 0.197779744822749 0.0238993176645293 GLPB22-B5C
2.04099760506641 MGH26_GSM1395401 0.206697362280951 0.0251118010489266 GLPB22-B5C
2.37026473549824 MGH26_GSM1395401 0.214965852952306 0.0263401493064511 GLPB22-B5C
2.70519277354091 MGH26_GSM1395401 0.223787907481266 0.0276850379346708 GLPB22-B5C
3.05138254338438 MGH26_GSM1395401 0.233372184391978 0.0291304921497936 GLPB22-B5C
3.39167150042419 MGH26_GSM1395401 0.243284969183687 0.0306620570346853 GLPB22-B5C
3.73463050689202 MGH26_GSM1395401 0.253800797800563 0.0322850633352098 GLPB22-B5C
4.07374141406989 MGH26_GSM1395401 0.264749014916461 0.0342271452341185 GLPB22-B5C
4.41510286991684 MGH26_GSM1395401 0.276432843043065 0.0373740796251223 GLPB22-B5C
4.75994941742115 MGH26_GSM1395401 0.289321165367939 0.0419886994573486 GLPB22-B5C
5.09795204802296 MGH26_GSM1395401 0.303513456240072 0.0482016293441056 GLPB22-B5C
5.43986910606507 MGH26_GSM1395401 0.319994415538244 0.0562302830560061 GLPB22-B5C
5.78273643673335 MGH26_GSM1395401 0.339273942592379 0.0661377909078562 GLPB22-B5C
6.12272872664511 MGH26_GSM1395401 0.361760281572846 0.0779843353003006 GLPB22-B5C
6.4630474285577 MGH26_GSM1395401 0.388299809331761 0.0917407731434398 GLPB22-B5C
6.80354375383813 MGH26_GSM1395401 0.419537205465487 0.105695438100111 GLPB22-B5C
