dim1 dim2 det_rate instrument
7.5396567501525 -6.15625629191542 0.273072680475549 HISEQ
1.38072044282463 -6.02327187446717 0.323017526657679 HISEQ
-6.17978436551608 -4.95622493215738 0.379213138865057 HISEQ
13.7910990930738 2.03329005848418 0.192609388405442 HISEQ
11.9532356764143 1.86427332339842 0.175327858806226 HISEQ
9.52817669687644 1.83605723577146 0.213935531315112 HISEQ
-4.50015458381105 4.19268208184104 0.28643216080402 HISEQ
0.813687304247987 -4.5874375057894 0.284409854148793 HISEQ
4.66315359467871 -16.5790863575105 0.347959308738816 HISEQ
-10.5052761630834 -6.90468922522541 0.404645177105037 HISEQ
-1.79749684937481 0.904671552374267 0.295747027822037 HISEQ
1.66758323531465 -8.2475050716126 0.367630837112391 HISEQ
7.69903318989848 -4.40448110976261 0.225579115087633 HISEQ
-5.99441285969342 -11.606714470955 0.424010295379336 HISEQ
-7.01105295107693 -6.20043134190703 0.37480083343547 HISEQ
9.08188953877969 -8.44611492341854 0.289925235935776 HISEQ
4.83271107841891 -8.66239755228404 0.297401642358132 HISEQ
4.75352155078985 -5.80191995852742 0.283245495771541 HISEQ
6.58405047894135 -2.89813149776184 0.309535482289496 HISEQ
-8.24365095000079 -10.9634022664488 0.386138007108714 HISEQ
-19.3328178080776 0.428581048880643 0.322282142419414 HISEQ
-20.2382020921851 -0.862006704195903 0.395514156146587 HISEQ
7.96734219948285 -1.78537485326149 0.236242186542468 HISEQ
4.97095754263605 -8.26998712821345 0.323814192915798 HISEQ
-9.99096547722721 -12.3836510012341 0.450116435837725 HISEQ
-10.06862796651 -5.32692477852283 0.428912856967766 HISEQ
-1.37390784738727 -11.4577114400775 0.394901335948033 HISEQ
-17.5964005540812 4.9807620992346 0.392572619193529 HISEQ
-11.4245742102237 -6.07427170265638 0.414389018262042 HISEQ
10.5732231039371 -2.00749450759575 0.232994239490134 HISEQ
-1.87169260599228 4.1446877083392 0.268537811006251 HISEQ
-18.8629907067298 -5.67014239252046 0.396801078563549 HISEQ
6.80164113977506 -9.42350806206724 0.295072925603628 HISEQ
-5.54489891435257 -5.58037986907665 0.328900600563795 HISEQ
-28.9259311393749 8.41957627518673 0.413531069984067 HISEQ
5.75241949507914 -6.2688897379412 0.282081137394289 HISEQ
-5.30399125264137 -0.624802992117891 0.360951096948155 HISEQ
-13.0027903360974 -8.96718782346534 0.41573722269886 HISEQ
1.4212189855653 1.6457416301731 0.300894717489888 HISEQ
-8.33211254717596 -1.65936612235177 0.361441353106998 HISEQ
-7.92809920401297 -8.69083822558387 0.422845937002084 HISEQ
8.54840846684642 -8.08420375781875 0.330003676921191 HISEQ
2.11601888693574 -1.03704568855846 0.290660620174041 HISEQ
-0.696613622624657 -10.9879401367861 0.337112391224415 HISEQ
-23.0575564549169 2.3683479886795 0.369836989827185 HISEQ
0.985916891238176 4.53376280618495 0.265841402132614 HISEQ
6.24617810946136 -0.0318009244462792 0.236119622502758 HISEQ
1.40457321290504 -9.99469605519795 0.343363157249663 HISEQ
-19.1530975356768 -6.33088577100437 0.383748008334355 HISEQ
-17.4452284814544 -3.57970510801364 0.39361441353107 HISEQ
-12.0251959931624 -6.07455105839022 0.40832209829636 HISEQ
-13.0522020912089 3.3765954527687 0.375781345753156 HISEQ
