dim1 dim2 det_rate instrument
-1.64044684751282 5.73518153174644 0.291824978551293 GLPB22-B5C
-6.10169664459256 9.99249298104528 0.275156269150631 GLPB22-B5C
7.38727585881454 5.4032047482903 0.21687706826817 GLPB22-B5C
10.8795941174998 0.0789911566211257 0.247150386076725 GLPB22-B5C
0.694229290747342 8.9541507058901 0.217183478367447 GLPB22-B5C
13.4342415393306 7.62003277520732 0.205601176614781 GLPB22-B5C
11.2258335400961 3.21941561060309 0.221902193896311 GLPB22-B5C
-1.0221936259268 4.3113944702588 0.28312293173183 GLPB22-B5C
3.64388211272899 2.07493174153064 0.267741144748131 GLPB22-B5C
-4.82858703620464 7.37585766531101 0.312844711361686 GLPB22-B5C
12.4134388373517 5.64415100360273 0.202291947542591 GLPB22-B5C
10.8608761683124 1.40336415359961 0.243412182865547 GLPB22-B5C
5.69815970290184 7.05601885666202 0.210197328103934 GLPB22-B5C
9.20037149443759 1.64262836093197 0.229623728398088 GLPB22-B5C
8.22687175784631 11.09143576845 0.228336805981125 GLPB22-B5C
0.58042245670501 11.9860009763719 0.227295011643584 GLPB22-B5C
-1.13418349906627 4.65450070964717 0.273072680475549 GLPB22-B5C
-5.10433851720798 5.20440328138594 0.270866527760755 GLPB22-B5C
7.08990848826488 4.54456924692122 0.251133717367324 GLPB22-B5C
-13.0985944460422 6.49451928116392 0.266392940311313 GLPB22-B5C
-18.0922830529832 10.1770865394602 0.299117538914083 GLPB22-B5C
-16.2302739987313 10.0617947799961 0.260448584385341 GLPB22-B5C
17.4136577859229 4.2057048102267 0.206888099031744 GLPB22-B5C
8.2487638306086 0.302069878658145 0.247334232136291 GLPB22-B5C
-0.319940861311248 5.45595687638659 0.282142419414144 GLPB22-B5C
-6.85314286343023 12.2734244518609 0.245802181639907 GLPB22-B5C
6.71790280362891 0.634335670641964 0.268170118887119 GLPB22-B5C
-16.801119395443 14.5821944924078 0.272276014217429 GLPB22-B5C
9.99079094595976 1.64122955615494 0.250704743228337 GLPB22-B5C
0.602262201858567 6.71741076493334 0.268170118887119 GLPB22-B5C
3.22379772667397 5.4152907862781 0.279691138619929 GLPB22-B5C
11.9662399853871 4.32069208468508 0.214916043632798 GLPB22-B5C
11.1285415074429 3.9906745614062 0.199105282510112 GLPB22-B5C
13.290456073361 1.39559007504549 0.279752420639784 GLPB22-B5C
9.68350794530278 4.41249156998822 0.217735016546145 GLPB22-B5C
10.2007430879217 5.49676047887351 0.22508885892879 GLPB22-B5C
-4.24940501469643 5.56574561775026 0.286799852923152 GLPB22-B5C
-8.1383951355844 2.51125732620338 0.320075989704621 GLPB22-B5C
11.8641037843303 -9.56168884811357 0.314499325897782 GLPB22-B5C
-7.50685163946228 6.26662742952298 0.310822404706459 GLPB22-B5C
13.3500070049574 0.228877747675326 0.235629366343915 GLPB22-B5C
2.60914129286738 9.15674881379961 0.247456796176002 GLPB22-B5C
13.1302138274279 2.92458734562577 0.220370143399926 GLPB22-B5C
3.59512338535713 -7.40658875576442 0.374494423336193 GLPB22-B5C
10.1150467513693 1.62923845301015 0.248682436573109 GLPB22-B5C
-0.688705755973307 11.1702630563846 0.247027822037014 GLPB22-B5C
10.0144290302152 4.33198687875442 0.206336560853046 GLPB22-B5C
9.87593473747579 2.49397080949421 0.268231400906974 GLPB22-B5C
9.27555666960127 5.02394091905111 0.215957837970339 GLPB22-B5C
2.18088058473776 2.80190881287982 0.304265228581934 GLPB22-B5C
2.17777735129537 5.66352057872975 0.261980634881726 GLPB22-B5C
7.24985214576378 4.84350423309257 0.234342443926952 GLPB22-B5C
4.28364486931581 7.12129376113686 0.244576541242799 GLPB22-B5C
4.18665029781357 -8.04822449321487 0.302242921926707 HISEQ
5.06704499117809 -6.28835924514818 0.282448829513421 HISEQ
-11.6904242731795 10.4558369704866 0.279262164480941 HISEQ
-1.73309650776631 4.85125395862345 0.258487559749969 HISEQ
3.41936271480558 -11.0162032794043 0.334967520529477 HISEQ
-5.04541073362905 -9.16704488797902 0.350349307513176 HISEQ
-21.3639645675195 -6.78638111037654 0.442823875474936 HISEQ
3.5931885783858 -0.527174437964835 0.242860644686849 HISEQ
3.90038737611355 -2.45991880755798 0.298259590636107 HISEQ
-1.52492746484621 -7.81935369789559 0.328226498345385 HISEQ
4.54451822974668 -4.8086423681946 0.288699595538669 HISEQ
8.00480610759505 -6.25544055341033 0.283674469910528 HISEQ
-14.6881482089522 0.416906330083369 0.334599828410344 HISEQ
