"method" "batch" "dim1" "dim2"
"tSNE_plx_20" "HISEQ" 2.26838406433956 -1.06761862167773
"tSNE_plx_20" "HISEQ" -1.34436405031695 -2.94380573588463
"tSNE_plx_20" "HISEQ" -0.154353256360669 -0.743077775023406
"tSNE_plx_20" "HISEQ" -0.162895608349362 -3.73295269184112
"tSNE_plx_20" "HISEQ" -1.35894899087593 -1.7529614908501
"tSNE_plx_20" "HISEQ" -0.146572786691611 -2.28335085963495
"tSNE_plx_20" "HISEQ" 0.650823332936046 -0.384585290341147
"tSNE_plx_20" "HISEQ" -0.623412969160139 -1.70152751005277
"tSNE_plx_20" "HISEQ" 3.23450902219953 -3.23982187596983
"tSNE_plx_20" "HISEQ" -0.511555841164106 -0.602842939557385
"tSNE_plx_20" "HISEQ" -2.81198379425642 -2.19426565856034
"tSNE_plx_20" "HISEQ" -2.8974105127782 -0.671535412019742
"tSNE_plx_20" "HISEQ" -1.00956468992858 -0.450933986933803
"tSNE_plx_20" "HISEQ" -0.304077337790549 -2.04132580228066
"tSNE_plx_20" "HISEQ" 3.83453112861823 -1.30640199621349
"tSNE_plx_20" "HISEQ" -0.0698912103646687 4.02053148288115
"tSNE_plx_20" "HISEQ" -0.802948283739715 -2.31443952670506
"tSNE_plx_20" "HISEQ" 2.38968705640764 1.39334667490216
"tSNE_plx_20" "HISEQ" -2.24246905445446 -1.07272781179233
"tSNE_plx_20" "HISEQ" -0.297607268539521 0.288521657223091
"tSNE_plx_20" "HISEQ" -2.99302197148918 0.931076413370867
"tSNE_plx_20" "HISEQ" -3.58056983249783 -1.45516878950824
"tSNE_plx_20" "HISEQ" -0.860596243598794 -2.15711476639878
"tSNE_plx_20" "HISEQ" 0.49124250209467 -2.6200967190974
"tSNE_plx_20" "HISEQ" 2.8043669283122 -0.287924271943666
"tSNE_plx_20" "HISEQ" -0.337381310767239 -1.12008740684923
"tSNE_plx_20" "HISEQ" 2.9985651016727 0.376352700330694
"tSNE_plx_20" "HISEQ" -2.19260791377797 -3.68167929848554
"tSNE_plx_20" "HISEQ" -1.7435456084357 -0.337735101788636
"tSNE_plx_20" "HISEQ" 1.98018070171969 -1.85074176192268
"tSNE_plx_20" "HISEQ" -1.66778641864697 -1.17253209282635
"tSNE_plx_20" "HISEQ" 0.125756408686401 -2.23021052043438
"tSNE_plx_20" "HISEQ" 0.735518661168338 -0.149574074052588
"tSNE_plx_20" "HISEQ" -0.128256146522338 -3.0533376046321
"tSNE_plx_20" "HISEQ" 2.62078055124452 -0.990732095958706
"tSNE_plx_20" "HISEQ" 1.17709374790864 1.99258121002519
"tSNE_plx_20" "HISEQ" 0.122962204733695 0.171565411914058
"tSNE_plx_20" "HISEQ" 0.460514072472119 -1.72313947680424
"tSNE_plx_20" "HISEQ" 1.57061541647761 -1.36886441038629
"tSNE_plx_20" "HISEQ" -2.34393424123216 -2.68094997381177
"tSNE_plx_20" "HISEQ" 1.18139813482898 -2.14277216042348
"tSNE_plx_20" "HISEQ" -4.09571785265026 0.34275480990954
"tSNE_plx_5" "GLPB22-B5C" -1.69969750735498 -6.74128170805778
"tSNE_plx_5" "GLPB22-B5C" 12.1161571211109 -3.0287859501387
"tSNE_plx_5" "GLPB22-B5C" 4.45860205072281 1.11906405855304
"tSNE_plx_5" "GLPB22-B5C" 2.89760221968829 0.782136446432751
"tSNE_plx_5" "GLPB22-B5C" -8.13934592326179 0.101900402797652
"tSNE_plx_5" "GLPB22-B5C" 2.09356725146129 -6.96551301711236
"tSNE_plx_5" "GLPB22-B5C" 4.12722879289393 -2.18466392723246
"tSNE_plx_5" "GLPB22-B5C" -1.61225853565311 -3.23103117175849
"tSNE_plx_5" "GLPB22-B5C" -1.76967387590741 -1.32660426279052
"tSNE_plx_5" "GLPB22-B5C" 9.06441082723445 -11.7660367426779
"tSNE_plx_5" "GLPB22-B5C" 8.47411889197642 -11.4015031610421
"tSNE_plx_5" "GLPB22-B5C" 3.73999893027241 5.96899431225812
"tSNE_plx_5" "GLPB22-B5C" -0.295777078046023 -8.93540505843622
"tSNE_plx_5" "GLPB22-B5C" 5.91054338034992 -5.82154807513632
"tSNE_plx_5" "GLPB22-B5C" 3.34464182110115 6.90928440633241
"tSNE_plx_5" "GLPB22-B5C" 14.4835979837877 -3.54486031282104
"tSNE_plx_5" "GLPB22-B5C" 10.5570100488114 -1.28010492326431
"tSNE_plx_5" "GLPB22-B5C" 7.5399190049452 2.7560487053727
"tSNE_plx_5" "GLPB22-B5C" 2.68679081639845 2.90063916930481
"tSNE_plx_5" "GLPB22-B5C" 7.59178745681819 -1.46404015348021
"tSNE_plx_5" "GLPB22-B5C" 16.588988878744 -0.070865333954238
"tSNE_plx_5" "GLPB22-B5C" -4.83230643773327 -4.77436801081483
"tSNE_plx_5" "GLPB22-B5C" 1.97691728712202 -7.2808116074299
"tSNE_plx_5" "GLPB22-B5C" 6.79585047282931 4.7864959740832
"tSNE_plx_5" "GLPB22-B5C" -0.919893554401456 -9.75475896178296
"tSNE_plx_5" "GLPB22-B5C" 13.876365868512 -0.60805089098033
"tSNE_plx_5" "GLPB22-B5C" 6.47809317271181 6.37012658364622
"tSNE_plx_5" "GLPB22-B5C" 16.0381772627037 -6.49335647407698
"tSNE_plx_5" "GLPB22-B5C" 11.9395104928763 11.7724924788453
"tSNE_plx_5" "GLPB22-B5C" 5.25711407295818 9.57416343711508
"tSNE_plx_5" "GLPB22-B5C" 3.9434484682562 -6.27519944375737
"tSNE_plx_5" "GLPB22-B5C" 3.40167369812396 3.11484250255131
"tSNE_plx_5" "GLPB22-B5C" 3.42163957808093 -0.22320372224874
"tSNE_plx_5" "GLPB22-B5C" 11.9422160811997 11.7734892074219
"tSNE_plx_5" "GLPB22-B5C" 5.2080020082012 2.63835110331286
"tSNE_plx_5" "GLPB22-B5C" 4.58750527670812 4.48916659659166
"tSNE_plx_5" "GLPB22-B5C" 8.30022981292202 -7.00207004033402
"tSNE_plx_5" "GLPB22-B5C" -16.4076522758688 -0.095549209195701
"tSNE_plx_5" "GLPB22-B5C" -7.1510032589747 10.7465627145984
"tSNE_plx_5" "GLPB22-B5C" 15.9935181457885 -3.6488743132499
"tSNE_plx_5" "GLPB22-B5C" 6.42753488784871 1.51240387044559
"tSNE_plx_5" "GLPB22-B5C" 5.09089421047444 0.337770417240956
"tSNE_plx_5" "GLPB22-B5C" 5.3795114820564 2.32849681801013
"tSNE_plx_5" "GLPB22-B5C" -9.35577931750164 12.8110720138205
"tSNE_plx_5" "GLPB22-B5C" 6.00961294951102 3.53973955864307
"tSNE_plx_5" "GLPB22-B5C" 4.88508813673375 -8.99210527491123
"tSNE_plx_5" "GLPB22-B5C" 4.62539558285159 -6.90462655839279
"tSNE_plx_5" "GLPB22-B5C" 2.38731416466195 4.3664592158489
"tSNE_plx_5" "GLPB22-B5C" 1.79257124918592 0.429821984009398
"tSNE_plx_5" "GLPB22-B5C" 11.6887964311292 -4.98862400190414
"tSNE_plx_5" "GLPB22-B5C" 10.5764759590375 2.29972427947572
"tSNE_plx_5" "GLPB22-B5C" 9.03674310899767 1.05648558710535
"tSNE_plx_5" "GLPB22-B5C" 12.8068491392628 -3.98618176952604
"tSNE_plx_5" "HISEQ" 9.73713010964555 5.70307503625824
"tSNE_plx_5" "HISEQ" -10.4999190437285 5.14167461496836
"tSNE_plx_5" "HISEQ" 17.9585745580117 -3.18324309359326
"tSNE_plx_5" "HISEQ" -7.96620462428516 -0.7788758522362
"tSNE_plx_5" "HISEQ" -6.50715090525857 -6.61081207089375
"tSNE_plx_5" "HISEQ" -3.79305740967714 6.76338511006064
"tSNE_plx_5" "HISEQ" -15.0498379248559 -3.07656960854988
"tSNE_plx_5" "HISEQ" -14.1676001453172 4.44363272280087
"tSNE_plx_5" "HISEQ" -5.48424072158431 1.83835550781048
"tSNE_plx_5" "HISEQ" -3.56652958763729 -1.721356797752
"tSNE_plx_5" "HISEQ" -5.92584120146328 -5.13322547189771
"tSNE_plx_5" "HISEQ" 2.23929802957272 -11.485236767092
"tSNE_plx_5" "HISEQ" 2.23339910579228 -3.18568204957244
"tSNE_plx_5" "HISEQ" -4.31439795573915 5.10918462427541
"tSNE_plx_5" "HISEQ" -8.7316884373148 5.43384599485359
"tSNE_plx_5" "HISEQ" -9.84487276903012 3.82537154772781
"tSNE_plx_5" "HISEQ" 3.46071046009166 -8.24825030964409
"tSNE_plx_5" "HISEQ" -5.28920327586732 -15.8656824779157
"tSNE_plx_5" "HISEQ" 2.95672107578263 -9.42574064241323
"tSNE_plx_5" "HISEQ" 6.60157547806356 -5.29714324434571
"tSNE_plx_5" "HISEQ" -11.2323960133744 -0.136194888601102
"tSNE_plx_5" "HISEQ" -9.47512735058737 11.4072163685826
"tSNE_plx_5" "HISEQ" -3.91277077186583 9.38325817199087
"tSNE_plx_5" "HISEQ" -14.1211771372867 -3.20219673729778
"tSNE_plx_5" "HISEQ" 2.07046006904895 -12.478508880944
"tSNE_plx_5" "HISEQ" -10.1597834371735 3.00958213653279
"tSNE_plx_5" "HISEQ" -10.9165318916458 11.1462541570715
"tSNE_plx_5" "HISEQ" -6.32431131392122 -7.91150939490026
"tSNE_plx_5" "HISEQ" -8.25306120573149 10.0161106023879
"tSNE_plx_5" "HISEQ" 1.21091135283376 -1.96319071588029
"tSNE_plx_5" "HISEQ" -13.257116011004 5.76202571693053
"tSNE_plx_5" "HISEQ" -5.29193044969195 -15.8693405049703
"tSNE_plx_5" "HISEQ" -11.2389621285715 2.95006848529742
"tSNE_plx_5" "HISEQ" -5.63252268621513 -1.7071736356637
"tSNE_plx_5" "HISEQ" -5.96999845337258 4.17245139680174
"tSNE_plx_5" "HISEQ" -13.3208968528428 2.40875388925378
"tSNE_plx_5" "HISEQ" -4.98479046922187 5.88385375697829
"tSNE_plx_5" "HISEQ" 0.0214066554293042 10.1695576159462
"tSNE_plx_5" "HISEQ" -0.477496049663 3.22593787172049
"tSNE_plx_5" "HISEQ" -14.6665330144433 8.10040842646003
"tSNE_plx_5" "HISEQ" 14.7001389846187 -4.50560152368447
"tSNE_plx_5" "HISEQ" -8.16680690214858 2.45296221487195
"tSNE_plx_5" "HISEQ" 8.83049382055539 5.17041255733373
"tSNE_plx_5" "HISEQ" 5.03577502106355 -3.15552675512252
"tSNE_plx_5" "HISEQ" -9.63808609168609 -2.94886647076607
"tSNE_plx_5" "HISEQ" -13.9749652368527 7.33499728484112
"tSNE_plx_5" "HISEQ" -5.86276938180017 7.75820898307184
"tSNE_plx_5" "HISEQ" 12.9802521135803 -7.09221919145475
"tSNE_plx_5" "HISEQ" -9.37564095482175 2.32991295649673
"tSNE_plx_5" "HISEQ" 11.0106688916378 -5.60773512565107
"tSNE_plx_5" "HISEQ" -1.73199147015809 6.1831516416528
"tSNE_plx_5" "HISEQ" -6.25653588221994 1.91470293852536
"tSNE_plx_5" "HISEQ" -11.6941790563889 -1.03766522248661
"tSNE_plx_5" "HISEQ" -13.7959456488121 1.2382029000871
"tSNE_plx_5" "HISEQ" -5.26090440519437 7.10657366879153
"tSNE_plx_5" "HISEQ" 2.41070356908155 -1.87001748754264
"tSNE_plx_5" "HISEQ" -9.07168253890048 9.975499274109
"tSNE_plx_5" "HISEQ" -13.6307835779672 -4.50960226114106
"tSNE_plx_5" "HISEQ" 0.72631905660112 0.579991259910653
"tSNE_plx_5" "HISEQ" -0.0719031716753873 -0.751389035344076
"tSNE_plx_5" "HISEQ" -7.58155029676605 -5.95729291626088
"tSNE_plx_5" "HISEQ" -2.52139423400925 -0.20140913851052
"tSNE_plx_5" "HISEQ" -3.18116449079692 2.70058707460819
"tSNE_plx_5" "HISEQ" -9.97329039233294 1.20202218846294
"tSNE_plx_5" "HISEQ" 14.6223779071334 -2.61967819265401
"PCA" "GLPB22-B5C" -1.64044684751282 5.73518153174644
"PCA" "GLPB22-B5C" -6.10169664459256 9.99249298104528
"PCA" "GLPB22-B5C" 7.38727585881454 5.4032047482903
"PCA" "GLPB22-B5C" 10.8795941174998 0.0789911566211257
"PCA" "GLPB22-B5C" 0.694229290747342 8.9541507058901
"PCA" "GLPB22-B5C" 13.4342415393306 7.62003277520732
"PCA" "GLPB22-B5C" 11.2258335400961 3.21941561060309
"PCA" "GLPB22-B5C" -1.0221936259268 4.3113944702588
"PCA" "GLPB22-B5C" 3.64388211272899 2.07493174153064
"PCA" "GLPB22-B5C" -4.82858703620464 7.37585766531101
"PCA" "GLPB22-B5C" 12.4134388373517 5.64415100360273
"PCA" "GLPB22-B5C" 10.8608761683124 1.40336415359961
"PCA" "GLPB22-B5C" 5.69815970290184 7.05601885666202
"PCA" "GLPB22-B5C" 9.20037149443759 1.64262836093197
"PCA" "GLPB22-B5C" 8.22687175784631 11.09143576845
"PCA" "GLPB22-B5C" 0.58042245670501 11.9860009763719
"PCA" "GLPB22-B5C" -1.13418349906627 4.65450070964717
"PCA" "GLPB22-B5C" -5.10433851720798 5.20440328138594
"PCA" "GLPB22-B5C" 7.08990848826488 4.54456924692122
"PCA" "GLPB22-B5C" -13.0985944460422 6.49451928116392
"PCA" "GLPB22-B5C" -18.0922830529832 10.1770865394602
"PCA" "GLPB22-B5C" -16.2302739987313 10.0617947799961
"PCA" "GLPB22-B5C" 17.4136577859229 4.2057048102267
"PCA" "GLPB22-B5C" 8.2487638306086 0.302069878658145
"PCA" "GLPB22-B5C" -0.319940861311248 5.45595687638659
"PCA" "GLPB22-B5C" -6.85314286343023 12.2734244518609
"PCA" "GLPB22-B5C" 6.71790280362891 0.634335670641964
"PCA" "GLPB22-B5C" -16.801119395443 14.5821944924078
"PCA" "GLPB22-B5C" 9.99079094595976 1.64122955615494
"PCA" "GLPB22-B5C" 0.602262201858567 6.71741076493334
"PCA" "GLPB22-B5C" 3.22379772667397 5.4152907862781
"PCA" "GLPB22-B5C" 11.9662399853871 4.32069208468508
"PCA" "GLPB22-B5C" 11.1285415074429 3.9906745614062
"PCA" "GLPB22-B5C" 13.290456073361 1.39559007504549
"PCA" "GLPB22-B5C" 9.68350794530278 4.41249156998822
"PCA" "GLPB22-B5C" 10.2007430879217 5.49676047887351
"PCA" "GLPB22-B5C" -4.24940501469643 5.56574561775026
"PCA" "GLPB22-B5C" -8.1383951355844 2.51125732620338
"PCA" "GLPB22-B5C" 11.8641037843303 -9.56168884811357
"PCA" "GLPB22-B5C" -7.50685163946228 6.26662742952298
"PCA" "GLPB22-B5C" 13.3500070049574 0.228877747675326
"PCA" "GLPB22-B5C" 2.60914129286738 9.15674881379961
"PCA" "GLPB22-B5C" 13.1302138274279 2.92458734562577
"PCA" "GLPB22-B5C" 3.59512338535713 -7.40658875576442
"PCA" "GLPB22-B5C" 10.1150467513693 1.62923845301015
"PCA" "GLPB22-B5C" -0.688705755973307 11.1702630563846
"PCA" "GLPB22-B5C" 10.0144290302152 4.33198687875442
"PCA" "GLPB22-B5C" 9.87593473747579 2.49397080949421
"PCA" "GLPB22-B5C" 9.27555666960127 5.02394091905111
"PCA" "GLPB22-B5C" 2.18088058473776 2.80190881287982
"PCA" "GLPB22-B5C" 2.17777735129537 5.66352057872975
"PCA" "GLPB22-B5C" 7.24985214576378 4.84350423309257
"PCA" "GLPB22-B5C" 4.28364486931581 7.12129376113686
"PCA" "HISEQ" 4.18665029781357 -8.04822449321487
"PCA" "HISEQ" 5.06704499117809 -6.28835924514818
"PCA" "HISEQ" -11.6904242731795 10.4558369704866
"PCA" "HISEQ" -1.73309650776631 4.85125395862345
"PCA" "HISEQ" 3.41936271480558 -11.0162032794043
"PCA" "HISEQ" -5.04541073362905 -9.16704488797902
"PCA" "HISEQ" -21.3639645675195 -6.78638111037654
"PCA" "HISEQ" 3.5931885783858 -0.527174437964835
"PCA" "HISEQ" 3.90038737611355 -2.45991880755798
"PCA" "HISEQ" -1.52492746484621 -7.81935369789559
"PCA" "HISEQ" 4.54451822974668 -4.8086423681946
"PCA" "HISEQ" 8.00480610759505 -6.25544055341033
"PCA" "HISEQ" -14.6881482089522 0.416906330083369
"PCA" "HISEQ" 7.5396567501525 -6.15625629191542
"PCA" "HISEQ" 1.38072044282463 -6.02327187446717
"PCA" "HISEQ" -6.17978436551608 -4.95622493215738
"PCA" "HISEQ" 13.7910990930738 2.03329005848418
"PCA" "HISEQ" 11.9532356764143 1.86427332339842
"PCA" "HISEQ" 9.52817669687644 1.83605723577146
"PCA" "HISEQ" -4.50015458381105 4.19268208184104
"PCA" "HISEQ" 0.813687304247987 -4.5874375057894
"PCA" "HISEQ" 4.66315359467871 -16.5790863575105
"PCA" "HISEQ" -10.5052761630834 -6.90468922522541
"PCA" "HISEQ" -1.79749684937481 0.904671552374267
"PCA" "HISEQ" 1.66758323531465 -8.2475050716126
"PCA" "HISEQ" 7.69903318989848 -4.40448110976261
"PCA" "HISEQ" -5.99441285969342 -11.606714470955
"PCA" "HISEQ" -7.01105295107693 -6.20043134190703
"PCA" "HISEQ" 9.08188953877969 -8.44611492341854
"PCA" "HISEQ" 4.83271107841891 -8.66239755228404
"PCA" "HISEQ" 4.75352155078985 -5.80191995852742
"PCA" "HISEQ" 6.58405047894135 -2.89813149776184
"PCA" "HISEQ" -8.24365095000079 -10.9634022664488
"PCA" "HISEQ" -19.3328178080776 0.428581048880643
"PCA" "HISEQ" -20.2382020921851 -0.862006704195903
"PCA" "HISEQ" 7.96734219948285 -1.78537485326149
"PCA" "HISEQ" 4.97095754263605 -8.26998712821345
"PCA" "HISEQ" -9.99096547722721 -12.3836510012341
"PCA" "HISEQ" -10.06862796651 -5.32692477852283
"PCA" "HISEQ" -1.37390784738727 -11.4577114400775
"PCA" "HISEQ" -17.5964005540812 4.9807620992346
"PCA" "HISEQ" -11.4245742102237 -6.07427170265638
"PCA" "HISEQ" 10.5732231039371 -2.00749450759575
"PCA" "HISEQ" -1.87169260599228 4.1446877083392
"PCA" "HISEQ" -18.8629907067298 -5.67014239252046
"PCA" "HISEQ" 6.80164113977506 -9.42350806206724
"PCA" "HISEQ" -5.54489891435257 -5.58037986907665
"PCA" "HISEQ" -28.9259311393749 8.41957627518673
"PCA" "HISEQ" 5.75241949507914 -6.2688897379412
"PCA" "HISEQ" -5.30399125264137 -0.624802992117891
"PCA" "HISEQ" -13.0027903360974 -8.96718782346534
"PCA" "HISEQ" 1.4212189855653 1.6457416301731
"PCA" "HISEQ" -8.33211254717596 -1.65936612235177
"PCA" "HISEQ" -7.92809920401297 -8.69083822558387
"PCA" "HISEQ" 8.54840846684642 -8.08420375781875
"PCA" "HISEQ" 2.11601888693574 -1.03704568855846
"PCA" "HISEQ" -0.696613622624657 -10.9879401367861
"PCA" "HISEQ" -23.0575564549169 2.3683479886795
"PCA" "HISEQ" 0.985916891238176 4.53376280618495
"PCA" "HISEQ" 6.24617810946136 -0.0318009244462792
"PCA" "HISEQ" 1.40457321290504 -9.99469605519795
"PCA" "HISEQ" -19.1530975356768 -6.33088577100437
"PCA" "HISEQ" -17.4452284814544 -3.57970510801364
"PCA" "HISEQ" -12.0251959931624 -6.07455105839022
"PCA" "HISEQ" -13.0522020912089 3.3765954527687
"MDS" "GLPB22-B5C" 36.3909646878985 166.802244667362
"MDS" "GLPB22-B5C" 199.463490189719 348.615169204735
"MDS" "GLPB22-B5C" -195.148094070512 169.804383679382
"MDS" "GLPB22-B5C" -356.108143419079 24.971287052518
"MDS" "GLPB22-B5C" -59.4923089822282 307.467890341245
"MDS" "GLPB22-B5C" -432.94469971879 195.984861228764
"MDS" "GLPB22-B5C" -373.637506075831 82.5111554076454
"MDS" "GLPB22-B5C" 3.06223415180255 97.544988246837
"MDS" "GLPB22-B5C" -94.4033744613866 70.4865480491972
"MDS" "GLPB22-B5C" 165.228338980375 203.691986332299
"MDS" "GLPB22-B5C" -383.348046923872 160.816015579263
"MDS" "GLPB22-B5C" -334.717605968038 15.5376479246404
"MDS" "GLPB22-B5C" -172.365306361508 216.305613632569
"MDS" "GLPB22-B5C" -293.917390744761 41.909191178036
"MDS" "GLPB22-B5C" -347.704114638976 234.560665443362
"MDS" "GLPB22-B5C" -4.2171542051013 364.83557024049
"MDS" "GLPB22-B5C" 18.7270744270898 144.372648181341
"MDS" "GLPB22-B5C" 100.512023548828 167.405115839952
"MDS" "GLPB22-B5C" -221.215547818873 135.534097272291
"MDS" "GLPB22-B5C" 298.410847699216 227.567459009225
"MDS" "GLPB22-B5C" 437.53527942742 330.815753529073
"MDS" "GLPB22-B5C" 366.580497122947 351.610600824888
"MDS" "GLPB22-B5C" -512.81818239943 116.191312957488
"MDS" "GLPB22-B5C" -288.324192277538 14.7242840036464
"MDS" "GLPB22-B5C" -1.53823374557662 136.979042835932
"MDS" "GLPB22-B5C" 172.584151144941 396.810586188153
"MDS" "GLPB22-B5C" -249.338192764139 -4.37636550694572
"MDS" "GLPB22-B5C" 423.020060643933 470.8968095955
"MDS" "GLPB22-B5C" -299.800712466991 15.0816900521039
"MDS" "GLPB22-B5C" -67.2675746424673 200.862985252444
"MDS" "GLPB22-B5C" -104.991947490624 125.834349112259
"MDS" "GLPB22-B5C" -386.186286753929 120.394062745202
"MDS" "GLPB22-B5C" -356.254243992525 121.849527063419
"MDS" "GLPB22-B5C" -404.265884953328 -18.793887314645
"MDS" "GLPB22-B5C" -294.931696736352 123.892028709153
"MDS" "GLPB22-B5C" -292.259352701467 145.373678549878
"MDS" "GLPB22-B5C" 123.721360660294 200.726402137854
"MDS" "GLPB22-B5C" 225.654549397665 58.2144873451391
"MDS" "GLPB22-B5C" -405.306867973146 -326.991995286224
"MDS" "GLPB22-B5C" 200.500331254037 163.307550703309
"MDS" "GLPB22-B5C" -422.781848553951 -26.7767157198192
"MDS" "GLPB22-B5C" -86.8010108845991 266.709528878838
"MDS" "GLPB22-B5C" -365.435194524923 79.6585320973261
"MDS" "GLPB22-B5C" -204.524354215918 -283.834624686483
"MDS" "GLPB22-B5C" -351.314753466938 51.0748567072559
"MDS" "GLPB22-B5C" -11.6602310152284 354.797278236449
