-1.043262305630585418e+00 4.801971112893025161e-163
-1.008902481669246232e+00 -8.175070826725795691e-163
-6.585608867968840707e-01 -8.464833613794098230e-163
-1.017801871732872288e+00 -9.616240538978008461e-163
-1.325682846138509285e+00 -8.567691766562154738e-163
-1.069586525102091734e+00 -9.519844078368617414e-163
-1.005405015179990036e+00 -9.525973984623214600e-163
-6.122049651177923213e-01 -1.438950197624869406e-162
-1.376004890929444002e+00 -7.064445182600781031e-163
-1.233797557996193950e+00 1.772215109131343249e-164
-1.163234736271230085e+00 -3.797716738638687834e-163
-6.293259373328018436e-01 -1.359879542585891347e-162
-2.606701823563987719e-01 -2.499447090190438518e-163
-8.837931780524741487e-01 -4.902110636146223073e-163
-1.156531390345106214e+00 -6.384193316076277539e-163
-1.163793757961379072e+00 -1.111488913616997817e-162
-4.728260792158249792e-01 -7.996027311382258528e-163
-8.254671413962862137e-02 -7.074412218837960974e-163
-1.292433002992061208e+00 -1.904798921279790249e-163
-7.415106906005697329e-01 -9.706647834638287417e-163
-8.609481929184361615e-01 -6.670077391904276067e-163
-1.225915638820712195e+00 -7.997614967817315047e-163
-1.183564915185348010e+00 -8.530648620924791728e-163
-1.289809379378527243e+00 -2.138082140417779286e-163
-7.489673409887462885e-01 -5.670974652154022714e-163
-2.658817843263586167e-01 -1.369253350327502295e-162
-1.174205424485232463e+00 -3.526048757479695980e-163
-1.342206614027135370e+00 -3.579804817260171254e-163
-6.297180461382297922e-01 -6.879657846558291712e-163
-1.351046157150121996e+00 -6.499982393860474809e-163
-7.894891288943780561e-01 -3.201546159663566987e-163
-5.367403439041528168e-01 -6.983861504483271863e-164
-7.117050955667764134e-01 -1.123361133819914762e-162
-1.061419310922769865e+00 -6.609333473639735960e-163
-1.010364481828529976e-01 -7.108157225722393823e-163
-1.156986223018153348e+00 1.719490085203698762e-163
-1.057971564108179718e+00 -7.989017857214145283e-163
-4.750500919777171371e-01 -1.381123984718320798e-162
-1.039252437698754417e+00 -6.347957199113060652e-163
-9.650210590343737405e-01 -7.986852954852518762e-163
7.293333113451787586e-01 -3.044493477457760025e-163
9.047592286226531222e-01 -6.869221696854311176e-164
7.984429545029673170e-01 -9.838879705408189301e-163
1.246445463908504969e+00 -4.245099667656682831e-164
7.471199202041204357e-01 -1.077083259505979865e-162
4.344317256730803045e-01 -4.019443941225916276e-163
1.057874794809803065e+00 -6.796146747965068256e-163
1.195454857474636867e+00 -2.836171211259597871e-163
5.247075967762175885e-01 -5.934472958339986792e-163
8.310319934149115184e-01 -7.217553781710448071e-163
6.806046483432992567e-01 -1.049095557203643390e-162
8.637280631992423352e-01 -5.815926233723356697e-163
1.131106667996167436e+00 -7.176588798398320207e-163
1.079225324710970435e+00 -2.232002204008821729e-163
1.207125402299112915e+00 -2.189161158849235105e-163
5.577600609337913795e-01 1.303733008425770263e-163
3.578254150294878366e-01 -8.373821083797709051e-163
7.038939895437797967e-01 -5.776170220392457067e-163
6.132666956560914873e-01 -7.709193932163782727e-163
1.102009600484201934e+00 -6.226226811154203613e-163
9.350802228582568709e-01 1.890656154090013459e-163
1.021787671461341196e+00 9.061738100391322147e-164
9.885950837111747713e-01 -4.298501217977167742e-163
1.219066240946247381e+00 -1.518677044037187653e-163
6.050416066843958829e-01 -1.728828742703579406e-162
1.038616940993347670e+00 -3.853088731088272953e-163
5.018844832513440490e-01 -4.573955612858502704e-163
6.847417771369718187e-01 -3.526405345081630127e-163
8.188844609519819739e-01 -3.261408042343409605e-163
1.316528110198184609e-01 7.800849170022884390e-163
8.819694696839751324e-02 5.326087279078249312e-163
1.350493727528921717e+00 -1.441845855187720774e-163
7.255963322900722545e-01 -2.049816921982052659e-163
5.857870012096786372e-01 -1.433606473799878976e-162
7.531938894626316605e-01 -7.606999456829072632e-163
-4.975619138270273023e-01 -1.117265249352495774e-162
8.854411989078821987e-01 -9.222194028480935006e-163
1.170789163619586848e+00 1.729293800635110363e-163
4.222467421472830829e-01 -7.045351428231664762e-163
5.850160688255299224e-01 -4.325173637839552687e-163
1.238523923455290721e+00 5.556735911268452508e-163
1.109354349463309353e+00 1.044151634394529555e-163
9.800924976432342506e-01 9.105178668873736315e-163
8.144340551353766999e-01 2.519209060634878466e-163
-8.864381764141100392e-03 6.447378161802464272e-163
