dim1 dim2 id batch cens_rates vamf_dim1 vamf_dim2 vamf_dim3 vamf_dim4 vamf_dim5
-4.58610661874928 4.25606022778032 1 high_detection 0.551859537262631 -10.4596723905003 4.76049297725125 -0.114854615522587 -0.0273409032883978 0.0253847686793528
-4.15848981077346 2.21385711736871 1 low_detection 0.941007781055015 -11.2265386502467 0.866167974005405 -0.238322168206249 -0.065882657387978 0.00861919107056589
-1.08928876234189 2.45379649058564 1 high_detection 0.531299379263748 -1.54727448007166 3.45870455229807 -0.18160420120994 0.00240091338812961 -0.00362626319522267
-4.80286839893898 2.19850800262989 1 low_detection 0.949156317567261 -15.8400048944371 -0.296710340312948 -0.248365835263643 -0.0414735523695423 0.0197572155507072
-2.23229200399288 2.3576708254287 1 high_detection 0.505908195365616 -6.15075318542717 3.07383932920677 -0.283611200682497 -0.00461682414064073 0.0350770624580535
-2.88497911828323 3.94856566050588 1 low_detection 0.92710861384567 -11.5282647083163 4.96120363225068 -0.266805327399204 -0.0150381473821225 0.0722043973730583
-3.21630905045078 4.02081426850821 1 high_detection 0.626134843080893 -7.46550388290649 4.76504870617678 -0.370724381648725 -0.0579064960278726 0.0191576930535311
-3.26235928079169 1.84941760324721 1 low_detection 0.930913082633097 -10.2041512337021 0.324086294188886 -0.102964484391701 -0.0564448509823926 0.0348788522659612
-1.05158023153098 3.19628212843114 1 high_detection 0.545921952117087 -3.34389497386655 3.51238357824128 -0.186793829193155 -0.00957871797834011 0.066326669875423
-2.05066067074771 3.65154810561395 1 low_detection 0.952697271840592 -7.15971461858719 3.91372133441789 -0.0926952864434842 0.00640402548779511 -0.000850064440508488
-2.15595806445415 3.76601151687987 1 high_detection 0.590987063190027 -3.51492090998141 5.18885275340237 -0.111055706177961 0.0240527757356053 0.0317765958039205
-2.90828071813498 2.3174036528435 1 low_detection 0.961918971498178 -10.8521598527393 0.295683893671953 -0.257021366942708 -0.0349800697133122 0.0196379633406985
