dim1 dim2 id batch cens_rates vamf_dim1 vamf_dim2 vamf_dim3 vamf_dim4 vamf_dim5 vamf_dim6 vamf_dim7 vamf_dim8 vamf_dim9 vamf_dim10
-1.66558267770018 1.66640449346332 1 high_detection 0.60393410820113 7.85616967982045 4.86060729199267 0.00158966659926073 -0.0016310627894392 0.000215409372157108 0.00409082720010045 -0.000856324970703723 -0.000609700415100676 0.00187264070539503 -0.00148110235937406
-2.04270140116139 1.80160096496665 1 low_detection 0.952488605838359 4.85631022775124 8.41083749144789 -0.0017236471051406 0.00118349675344944 -0.00278858362946528 -9.02352325813564e-05 0.00676399458665799 -0.00105833774654406 0.00156139487356101 -0.000758299240649898
-2.47958168649149 1.15570653336726 1 high_detection 0.563286063517385 7.66487346156307 9.66127764340472 -0.00211671501322066 0.00597298068463351 0.00132857605903139 -0.00132535484768952 -0.00170271938709372 0.00204629361073178 0.00241408210894007 -0.00264043192589742
-3.19653264271923 1.32141284527213 1 low_detection 0.924789492028658 5.83374649897891 10.0349051320255 -0.000340830530757369 -0.00655402589142587 0.00317836482165272 0.000287990438402354 0.00120450689938214 -0.00110357032733837 -0.00198657588461256 0.00231918158008163
-1.65247011422047 1.62888991199399 1 high_detection 0.630477660018536 8.24288314904915 5.77352881440563 -0.00324002017267743 -0.000403729660149864 0.00080997112397333 0.000252968510985666 0.00126747935386747 0.00242194240686897 0.00403607773325694 -0.00489666638822029
-1.48950984344535 2.68780723451462 1 low_detection 0.965794757947947 6.37850500838652 4.55167925064031 0.00227548488657015 -0.00524891514367727 0.00574906424963333 0.00490906452443961 -0.000784952157950818 0.002888152144973 -2.13824186090793e-05 0.000844412162720264
-3.05624126819328 2.67402367257048 1 high_detection 0.54618408367492 11.0965374795802 6.8232308207814 0.00466345501802417 0.00244387857251228 -0.00318418218162601 -0.00318983021346139 -0.00422618230535363 0.00372364088658818 -0.00129360923452292 0.00198796361867517
-1.61731716673467 2.55628602248082 1 low_detection 0.971353953486541 9.71173168171841 4.46999472657814 0.00355347792702338 -0.00230416441078381 -0.00212802441973945 -0.00387699363867841 0.00083645884859513 0.00360634498527023 -0.000122606442703289 -0.00243184879358998
-2.7378151868021 2.21261045180563 1 high_detection 0.602625469704127 7.82189021679279 9.47826830722684 -0.0011379811604248 0.00744823099312091 0.00144033827687314 -0.00161466519460567 0.000713975993721498 -0.000644325891004193 0.000267598789890701 -0.0025975178429924
-3.53433712313371 3.53114458523352 1 low_detection 0.933686791862353 17.5201931361547 5.52139989624964 0.00976758874926652 0.00233774446755478 -0.00153919294607305 0.000906446602336738 0.00107116105822468 -0.0027753025818848 0.000591293180483366 -0.00116121859713568
-2.07136932015705 1.83080512879298 1 high_detection 0.647034168934269 7.21407128544879 5.78771592746229 0.00320140502853905 0.00124845635648781 0.00281107483049132 0.00135461105854381 0.00214338283430413 0.00261503397498423 0.000397120551750756 0.00486734564624285
-0.742843221380567 2.58473997974437 1 low_detection 0.938002080585994 7.97767531391589 4.03870278825954 -0.00186927373676389 0.00364883182124059 -0.0095380543905251 0.000695706558479231 -0.000639838824823519 -0.00303533879969356 -0.00116179811062156 -0.00481777455501837
-2.83606189738729 3.73154317324441 1 high_detection 0.56451358027902 15.8713851348203 8.53475272582592 -0.00269919096943672 -0.00244025842365562 -0.00368153051367955 -0.000414340817684705 0.00335362198107187 0.000657945591413118 0.000460546197115845 0.00120912374916757
-2.57903588698981 2.96463050188523 1 low_detection 0.931354762542149 9.62540865830762 5.5338108387964 0.00393989731771365 7.34057339266444e-05 0.00652268660934174 -0.00246929657850958 -0.00234448904872796 0.00252164867554897 0.00183690390159746 -0.000541986308651752
-2.25014823392063 1.4840773827076 1 high_detection 0.573243344063702 7.6651184735541 6.10244525169943 0.00693869044805557 -0.000770311281303109 -0.00462005795623998 -0.00226730948924122 0.00262144270238221 0.000457749824005532 -0.00113889434303591 -0.000807428669545117
-3.00341475134493 1.39157414197977 1 low_detection 0.957836732201312 3.24152855357292 8.8644936632696 -0.00154444869822266 -0.00113317300139189 0.00572970557680463 0.00389154457838995 0.000689775046354344 2.90436098558729e-05 -0.00364664241781835 0.0004741256590213
