2.588212447733891697e+00 6.580302509855581183e-01
9.716544798118669224e-01 9.174542430412142568e-01
2.777967227311766152e+00 5.177975381042121406e-01
1.170369955865682821e+00 1.067067614302079193e+00
2.686394103466741790e+00 2.870902735784973681e-01
1.236427521695529386e+00 1.131304355009227214e+00
2.674004900278788455e+00 4.309324936966553166e-01
1.422981890234960467e+00 9.818100046313078533e-01
2.723064768997340401e+00 7.685328475325381437e-01
7.402811234096640103e-01 1.053304195711376900e+00
2.604595671457858863e+00 7.346774098608844783e-01
1.120590119257342865e+00 1.195748487612366517e+00
2.700588809542712188e+00 8.124982687125011926e-01
1.161634933184847451e+00 9.696812761640405398e-01
2.461323504534441486e+00 7.119517999990294665e-01
1.116085913192755186e+00 1.146186160679282029e+00
2.707235899286708936e+00 8.353462555128702283e-01
1.175589672660891871e+00 8.991868416419939170e-01
2.694236917770249651e+00 6.449958199006101678e-01
1.197512094214125522e+00 1.119969584359959747e+00
2.699594168404115369e+00 5.394915852416687363e-01
1.395717878043870375e+00 1.168391892912061580e+00
2.733308472598135364e+00 5.061137982136149072e-01
1.338853835377176171e+00 1.068645435784687070e+00
2.659986070256455282e+00 5.784147796678014153e-01
1.210283489671459822e+00 9.855629724238048617e-01
2.517609551051835037e+00 5.865151798054177856e-01
9.109013767537768036e-01 1.171510883590208385e+00
2.739819850913473243e+00 7.823008408923046719e-01
1.611903655740696939e+00 7.166097752581233049e-01
2.631965003254157942e+00 3.710441590383903865e-01
1.247369029901698179e+00 1.170266006007990578e+00
2.658710955731068193e+00 4.923329606366953493e-01
5.540723349025912237e-01 1.195486198484847051e+00
2.696437889755682882e+00 7.035663354653728385e-01
9.457448353018265141e-01 1.246004838344556553e+00
2.691060602630940934e+00 8.180363374131569554e-01
7.845182046547320986e-01 9.165347331937513387e-01
2.664364764957687370e+00 9.090869734024356053e-01
1.949900288791813763e+00 1.010444158262847170e+00
2.677204952380266345e+00 -5.358860586205081988e-01
1.212284312468571157e+00 -1.060145767405823003e+00
2.694788729522116899e+00 -2.312015170019021959e-01
1.119089580636050352e+00 -1.174427353917431027e+00
2.727838822171827271e+00 -6.393893778497098390e-01
1.120840052885523797e+00 -1.106617399605693608e+00
2.517738718634324968e+00 -5.948150724718883620e-01
