dim1 dim2 id batch cens_rates vamf_dim1 vamf_dim2 vamf_dim3 vamf_dim4 vamf_dim5 vamf_dim6 vamf_dim7 vamf_dim8 vamf_dim9 vamf_dim10
-2.30723807993437 2.27808385248053 1 high_detection 0.593956665793744 13.2835817659885 -1.25456219692198 -0.00167995403990336 0.00174996512985387 0.000866367465964074 0.00522047520612758 -0.00170968807339788 -0.00440098824783349 0.000781120623774518 0.00308656946107903
-1.95056211174551 3.26688020136424 1 low_detection 0.933360711040424 16.1114514382752 2.86455650887873 0.00544383301919562 0.00975371191910282 -0.00450148784347434 -0.00146215820121902 -0.00443532692749702 -0.00515811564466372 0.000431255928297624 0.000724224750462911
-1.19652777853475 2.84345509657868 1 high_detection 0.56853490685002 11.7705374112457 3.94697832074874 -0.000485291630168947 0.00200051923149597 0.000801729124163684 -0.000282002721960164 0.00442086886932932 -0.00111706190248051 0.00067845290968779 -0.000716411390747091
-1.96717840225001 2.54434495902551 1 low_detection 0.913815655357638 14.2986374577404 1.59603448401296 0.0021794954633099 -0.00462921795326143 -0.0019753636348498 0.00323919875554688 9.96868085214698e-05 -0.0015330408925901 -0.0010153066787115 -0.00565824797611346
-3.67813409566056 3.53057547931182 1 high_detection 0.518609872100694 19.7315387319512 -0.771136890912815 -0.00120115764349486 0.00158424272918417 0.00362551195698094 -0.000977599043846216 -0.000564334886930348 -0.00122735225317533 -0.00275189513097045 -0.000398311865300783
-2.45654508559453 3.31730357798259 1 low_detection 0.968584605591093 15.7906944169115 1.04974763031743 0.00298269257544322 -0.00264595080296413 -0.00127326500425429 -0.00283934632486523 0.004057203894857 -0.0011235005206915 0.00250852003652358 0.000858921478575826
-2.94311677305137 3.75501243517914 1 high_detection 0.522352506371688 19.2818637034065 3.50929373970813 0.000914953299479948 0.000217343732740662 -0.00183853811138481 -0.0036018961743796 -0.000868609933550691 0.00316255855635602 -0.00286021491137774 -0.0018445613464755
-0.690386003625457 4.32348765330042 1 low_detection 0.95288651279413 14.4987211058174 5.97067668872099 -0.00398224847109862 0.00116178368172773 0.00168462928290903 -0.00190559826769598 -0.000617265560451287 -0.00104859944660318 -0.00215932187858776 0.000641799483789566
-4.08742019789408 3.16688042647423 1 high_detection 0.544776067068438 23.7116760289571 -0.654969036274768 5.91373700086114e-06 0.000206076634327445 -0.000594220186643941 -0.0031773752126295 0.00155101483307192 0.00323490959638692 0.000861254368512296 0.00174043774494447
-3.06138440632929 2.58321675667763 1 low_detection 0.952406616623798 17.7182813834978 -3.37675069506697 -0.00193508584353708 0.000703751791816033 0.00202793140386677 -0.00224021624383706 0.000818352402548095 -0.000350744486877952 0.00347259932722642 -0.0018621932137435
-2.69898902387662 2.60510251808904 1 high_detection 0.550328809237042 16.6741097640391 -1.22368888972627 0.00213595660105879 -0.00213601323200926 -0.00526572849539854 -0.00274755946741415 0.00369890289574997 0.000805987613470971 0.00156342823812467 0.00294587735331533
-1.2753627229866 2.92876325526671 1 low_detection 0.92546768987445 11.3974944283106 4.91375512435693 -0.00158329002042285 -0.00339733055006 0.000449030144347143 -0.00233416945236018 0.00639170587448876 -0.00392117293378822 0.00325200392003263 0.00173930431384757
-1.17010488676401 3.07107018062024 1 high_detection 0.578425210705761 11.4869391960803 5.61290902933463 -0.00343457937865341 -0.00547725849175 -0.00422180079380418 -0.00184359891858478 -0.00300646204107536 -0.00494723079652187 0.000675434696456065 -0.0028568151313302
-1.81556085786573 2.35443514396746 1 low_detection 0.936348296384181 12.9135226589601 3.04714249912693 0.00176458282956031 0.000514642339000423 0.00457455950801684 -0.00510246164080783 -0.000862165959304401 0.00386011512787565 0.00227528443536885 -0.00299392352185728
-2.30366505151222 2.12157111465421 1 high_detection 0.545389957302646 15.9711704191236 -1.2114525932955 -0.00985483228044396 -0.00518637431314227 -0.00136280609287893 -0.000816584637941216 -0.00344277261212518 -0.0022430263216607 0.00162676426470031 -0.00339008225454841
-2.35444520340644 4.22221223472977 1 low_detection 0.962013780522732 21.8717966582919 4.8837023474486 -0.00128399988088719 0.000567285625997047 -0.00127276539931042 -0.00051783168091092 0.00538190625917959 0.000656506910019393 -0.00124013267254323 0.0034866665355846
-0.512281470232 1.81772428838811 1 high_detection 0.572863793164656 7.34786585779517 4.78202208214706 -0.000883991699115493 -0.00241135903133893 0.0015922551780903 0.00317925317066578 -0.00230793175718088 0.00222160150232775 -0.00141986114484031 -0.000233407395430767
-0.618586126173031 2.9619267887877 1 low_detection 0.941251170966415 9.04349708260355 7.01286906404085 0.00046549157775234 -0.00689319940882565 -0.00570726187189704 -0.00169656298665075 0.000369495308291074 -0.000297846836810027 0.00155940256826039 -0.00543096800607528
-3.2790980715372 1.83552577890904 1 high_detection 0.573578635809053 16.9107354965772 -4.82263516701827 0.000693937794476692 -0.00237335479098638 -0.00437444315776361 0.00146104721166345 0.00201852663622894 -0.00198618655199726 -0.00237527964239947 -0.000387203864064274
-1.572649415772 2.19685411285434 1 low_detection 0.949436395410832 10.3284807649842 0.159618086316289 -0.00159897073406059 0.00315884656543932 -0.00163140913515968 0.000371447604017194 -0.00305152793555049 -0.00266798457716155 0.00198079346151221 -0.0014676929301908
-1.64917932012686 2.72127850639778 1 high_detection 0.554039429459763 13.8709301417963 4.2626330575555 -0.000841999925418746 0.00302355300804074 0.00237857631032901 0.00204286198038441 -0.00012532060426502 -0.0012091133604635 -0.00339215595210933 0.00258499159352131
-2.82035014935638 1.84533125932692 1 low_detection 0.950370707332107 13.9187188201093 -3.46184811918902 0.00174861815147209 0.00342133067525496 0.00351112036690045 -0.00342442254284342 -0.000970172087465601 -0.00208921481155281 -0.00254429274373881 0.00621339238067747
-3.35048447100408 3.52961450299586 1 high_detection 0.5949363427541 22.0561040744477 2.48302651743168 -0.00284896316302938 0.00469912859593135 -0.000139820941766354 -0.000164642255168861 -0.00317622049941026 0.000121767662940568 0.000200274842679715 -0.00134789115307996
-2.61361071988397 1.04131085930721 1 low_detection 0.948491898964786 10.9876428479682 -6.69917414804263 0.000184331697586651 0.000906269190184387 -0.00330976655518552 0.000665405971792834 -0.00102577352217132 -0.000692392622183992 0.000748034166648301 -0.00321307435353801
-1.90009977622067 1.81341948787649 1 high_detection 0.617562205478899 10.9883455752719 1.34443107225697 -0.00206335957526886 0.000852815148035816 0.000357950640849804 -0.00364592496475093 0.00051009933969718 0.0029098764819135 -0.000425772805336716 -0.002240473459152
-1.0042522326797 2.24821326294783 1 low_detection 0.955714644726721 9.17495453060029 2.50793394805418 0.00163036794035364 0.000695017159649526 0.00169040292976168 -0.00430598812301944 -0.00112694332412873 0.000407486002179055 0.00168121108813217 -0.000934064955891266
-2.25340601096319 1.1041731785393 1 high_detection 0.536572532795233 9.64834931896068 -3.9043313203989 0.00130380821373559 0.00249079310526188 6.73429980981337e-05 -0.00088088110082679 -0.000503842085483266 -0.00106641840276512 0.00159341667125458 0.000454751432197035
-4.24769166290142 2.71397801366321 1 low_detection 0.93945729686282 22.9864583884993 -4.54093605031988 0.00113494912629762 0.00265692471502032 0.0011420413545961 -0.00222641615025528 0.000263283368898749 0.000300416031745336 0.00302622184606672 0.000598859954652985
-2.74990866535787 2.90176845549905 1 high_detection 0.485746297664188 15.9211268844888 2.27524787848719 -0.00105924620559068 0.0028456224337308 0.00402051962596944 -0.00172140861194468 -0.00479393435797091 0.00084009776803483 0.000932219191093678 -0.00138410927248773
-3.56474049756707 1.30122275508164 1 low_detection 0.913665713386707 15.2242131252632 -5.60563090508235 -0.00462951251022181 0.000820933025377323 -0.00034323748971567 -0.00303827548844119 0.000111236119291513 0.00370359939732676 0.00112513814512385 -0.00052580791382437
-1.09634578389328 1.96208995729176 1 high_detection 0.539176757071148 7.83440675700946 3.05150539703762 -0.0039192848890762 0.00103572784948994 -0.000133819428500902 0.000405116282175556 0.00157993100834512 0.00026515672719242 0.00228418845150829 0.00140634743412694
-1.63544411903241 0.17236160569802 1 low_detection 0.915139256780301 2.64841675646256 -4.86534693688662 0.00532516073233181 0.00574173423621474 0.00411574701997296 0.000705669540373251 0.00013605170025848 -0.00088346923263786 -0.00230528942415794 0.00144122685081686
-1.80879796834863 4.02904525984742 1 high_detection 0.575866131040627 17.5317061293587 7.30966616327176 -0.00275403806715529 -0.00067675653795546 -0.00288462220262549 0.00205200821491066 0.00352036314145435 0.0040562457156306 0.000834299515681057 -0.00086050433266819
-2.31317750153302 2.88994190526059 1 low_detection 0.964853163655635 14.8506798530069 -0.525151980626379 -0.00137516382854262 0.00196483749964165 0.00398691341104784 -0.00129892145514703 -0.000732242497546906 -0.00612519973615148 -0.00113118134338851 0.00141202562382653
