"method" "Instrument" "Detection_Rate" "Tumor" "dim1" "dim2"
"tSNE_plx_20" "HISEQ" 0.527704485488127 "MGH28" -13.0896781648777 -3.8124687703288
"tSNE_plx_20" "HISEQ" 0.595602462620932 "MGH28" -5.99480087438551 -9.50405698609796
"tSNE_plx_20" "HISEQ" 0.639401934916447 "MGH28" -11.7204613369631 -1.23946083649895
"tSNE_plx_20" "HISEQ" 0.644678979771328 "MGH28" -1.12078809395564 -2.38067150597025
"tSNE_plx_20" "HISEQ" 0.561829375549692 "MGH28" -3.71306611384914 -9.47948197759082
"tSNE_plx_20" "HISEQ" 0.671240105540897 "MGH28" -12.1489643241498 -0.102062416926759
"tSNE_plx_20" "HISEQ" 0.488830255057168 "MGH28" -4.56754971266593 -9.54329605143678
"tSNE_plx_20" "HISEQ" 0.607036059806508 "MGH28" -4.68149001491267 -8.31708609418736
"tSNE_plx_20" "HISEQ" 0.660510114335972 "MGH28" -6.73146227542341 -7.3146487516994
"tSNE_plx_20" "HISEQ" 0.693755496921724 "MGH28" -8.28498032708359 -5.47588356836645
"tSNE_plx_20" "HISEQ" 0.676693051890941 "MGH28" -11.5097122219679 0.87028389081615
"tSNE_plx_20" "HISEQ" 0.620932277924362 "MGH28" -10.5096687097211 -9.74652561904451
"tSNE_plx_20" "HISEQ" 0.719085312225154 "MGH29" -34.3721307494923 -5.34712352647908
"tSNE_plx_20" "HISEQ" 0.742304309586632 "MGH29" -31.3553154899897 -2.44936312765074
"tSNE_plx_20" "HISEQ" 0.5792436235708 "MGH29" -26.8303814743155 1.75141202721846
"tSNE_plx_20" "HISEQ" 0.58117854001759 "MGH29" -24.0596524542691 0.454321919985022
"tSNE_plx_20" "HISEQ" 0.777132805628848 "MGH29" -31.7997472787105 -1.62682997790497
"tSNE_plx_20" "HISEQ" 0.69287598944591 "MGH29" -30.5185028814862 -1.08054364315254
"tSNE_plx_20" "HISEQ" 0.614775725593668 "MGH29" -35.2851906605748 -5.44407463888398
"tSNE_plx_20" "HISEQ" 0.758135444151275 "MGH29" -31.5862484242728 -2.89463305034867
"tSNE_plx_20" "HISEQ" 0.800351802990325 "MGH29" -32.6869173784152 -3.41260972327063
"tSNE_plx_20" "HISEQ" 0.727704485488127 "MGH29" -28.5912942795601 -5.01175797314063
"tSNE_plx_20" "HISEQ" 0.524714160070361 "MGH29" -26.8254983778907 1.64882555623435
"tSNE_plx_20" "HISEQ" 0.654705364995603 "MGH29" -27.5217249544035 -7.60149167647091
"tSNE_plx_20" "HISEQ" 0.786455584872471 "MGH29" -31.7960428213048 -5.50250451203322
"tSNE_plx_20" "HISEQ" 0.499736147757256 "MGH29" -29.5919302991322 2.23403165467238
"tSNE_plx_20" "HISEQ" 0.719261213720317 "MGH29" -29.2239385550666 -3.74620375583597
"tSNE_plx_20" "HISEQ" 0.510642040457344 "MGH29" -26.0745058178501 -0.368242376721043
"tSNE_plx_20" "HISEQ" 0.73509234828496 "MGH29" -28.8359364771731 -5.58285510789088
"tSNE_plx_20" "HISEQ" 0.693051890941073 "MGH29" -29.1083317279218 -1.82251284414069
"tSNE_plx_20" "HISEQ" 0.823218997361478 "MGH29" -31.5931775882909 -4.14990437551768
"tSNE_plx_20" "HISEQ" 0.769920844327177 "MGH29" -33.3438258954946 -5.89382895656303
"tSNE_plx_20" "HISEQ" 0.641688654353562 "MGH29" -27.184749514222 -8.08845641873438
"tSNE_plx_20" "HISEQ" 0.753562005277045 "MGH29" -30.2576906459982 -3.70976717705158
"tSNE_plx_20" "HISEQ" 0.623746701846966 "MGH29" -25.5517338812833 -3.08756679983565
"tSNE_plx_20" "HISEQ" 0.747581354441513 "MGH29" -30.7261706788172 -4.30449455408075
"tSNE_plx_20" "HISEQ" 0.655760773966579 "MGH29" -29.4138894960817 1.52649177490036
"tSNE_plx_20" "HISEQ" 0.795778364116095 "MGH29" -31.3909449216072 -8.02581481414443
"tSNE_plx_20" "HISEQ" 0.78768689533861 "MGH29" -32.815758884347 -6.69965118837813
"tSNE_plx_20" "HISEQ" 0.741952506596306 "MGH29" -28.4304497487808 -4.19956512625707
"tSNE_plx_20" "HISEQ" 0.526824978012313 "MGH29" -23.7247737765623 0.836830092172655
"tSNE_plx_20" "HISEQ" 0.684608619173263 "MGH29" -30.817615644216 -8.07177229049674
"tSNE_plx_20" "HISEQ" 0.799120492524186 "MGH29" -31.7158557709331 -7.0175115461461
"tSNE_plx_20" "HISEQ" 0.63183817062445 "MGH29" -28.15071581075 -2.27263956479866
"tSNE_plx_20" "HISEQ" 0.742128408091469 "MGH29" -29.0989895511585 -9.17741063046939
"tSNE_plx_20" "HISEQ" 0.705013192612137 "MGH29" -34.5690238053599 -7.07994787238212
"tSNE_plx_20" "HISEQ" 0.755496921723835 "MGH29" -30.4158499269374 -5.35412453562913
"tSNE_plx_20" "HISEQ" 0.762181178540018 "MGH29" -29.0812165595766 -8.0128418607855
"tSNE_plx_20" "HISEQ" 0.676165347405453 "MGH29" -28.8840789548029 -3.07769327908226
"tSNE_plx_20" "HISEQ" 0.712576956904134 "MGH29" -29.7558301027555 -4.47639151271845
"tSNE_plx_20" "HISEQ" 0.768337730870712 "MGH29" -32.4500963865267 -7.64440255536983
"tSNE_plx_20" "HISEQ" 0.564995602462621 "MGH29" -25.3659835302131 -2.06408488374477
"tSNE_plx_20" "HISEQ" 0.660686015831135 "MGH29" -27.3903979331428 -4.12225591179538
"tSNE_plx_20" "HISEQ" 0.685839929639402 "MGH29" -29.2268408295355 -7.33292515803371
"tSNE_plx_20" "HISEQ" 0.713808267370273 "MGH29" -28.7270869022512 -8.14350149410248
"tSNE_plx_20" "HISEQ" 0.765523306948109 "MGH29" -30.9307957834973 -5.95244528673579
"tSNE_plx_20" "HISEQ" 0.610554089709763 "MGH29" -26.0842029965379 -4.10829003934664
"tSNE_plx_20" "HISEQ" 0.610905892700088 "MGH29" -26.8545485084676 -0.41985564654966
"tSNE_plx_20" "HISEQ" 0.743887423043096 "MGH29" -32.0988794948008 -6.03326598185832
"tSNE_plx_20" "HISEQ" 0.677044854881267 "MGH29" -28.3628957355447 -3.37403210552868
"tSNE_plx_20" "HISEQ" 0.537730870712401 "MGH29" -24.1109834993157 -2.78065871632214
"tSNE_plx_20" "HISEQ" 0.694107299912049 "MGH29" -34.7067487050288 -6.67074142920607
"tSNE_plx_20" "HISEQ" 0.761477572559367 "MGH29" -31.492785390537 -5.51490443986852
"tSNE_plx_20" "HISEQ" 0.553562005277045 "MGH29" -22.7038871038518 -1.38462395448594
"tSNE_plx_20" "HISEQ" 0.662796833773087 "MGH29" -31.4833986326347 -9.02515130630831
"tSNE_plx_20" "HISEQ" 0.75197889182058 "MGH29" -30.7545045278961 -3.3047150419265
"tSNE_plx_20" "HISEQ" 0.4844327176781 "MGH29" -36.1857199017194 -6.60478105683003
"tSNE_plx_20" "HISEQ" 0.615479331574318 "MGH29" -25.3756295017832 -3.02170345118682
"tSNE_plx_20" "HISEQ" 0.737554969217238 "MGH29" -30.5448750522021 -2.80031309982556
"tSNE_plx_20" "HISEQ" 0.599648197009675 "MGH29" -33.4773494521506 -8.84116943438
