x id f df sample
9.13497043708197 0h_GSM1268961 0.99370357287535 0.00453428092405753 0h
9.40321445550054 0h_GSM1268961 0.994919866611058 0.0037639510538707 0h
9.63503605675665 0h_GSM1268961 0.995792431771416 0.0030767441590499 0h
9.93925302846228 0h_GSM1268961 0.996728429562195 0.00247520408611589 0h
10.192983169974 0h_GSM1268961 0.997356463445236 0.00200704631191001 0h
10.4646682670034 0h_GSM1268961 0.99790174801723 0.00159865911965293 0h
10.7499364499999 0h_GSM1268961 0.998357794599524 0.00127000123680776 0h
11.0155962490802 0h_GSM1268961 0.998695182872926 0.00101754209641428 0h
11.2719940193691 0h_GSM1268961 0.998956078397622 0.000818074470601851 0h
11.5228070879653 0h_GSM1268961 0.999161262165933 0.000681544801277553 0h
11.6902119145657 0h_GSM1268961 0.999275356055212 0.000580794119639032 0h
11.8912368941167 0h_GSM1268961 0.999392110181236 0.000447349552895901 0h
12.2983060520929 0h_GSM1268961 0.999574212387054 0.000326157833552047 0h
12.6102497401542 0h_GSM1268961 0.999675955264542 0.000267415940045905 0h
12.7470747471627 0h_GSM1268961 0.999712544452413 0.000189024216107296 0h
13.4365293721716 0h_GSM1268961 0.999842868072447 0 0h
0.00363101833905072 0h_GSM1268962 0.250717554862548 0.0492796635051782 0h
0.273527825082246 0h_GSM1268962 0.264017978679975 0.0530269715777126 0h
0.542099530358625 0h_GSM1268962 0.278259522862243 0.0581137814343493 0h
0.808796896231511 0h_GSM1268962 0.293758315291696 0.0647089633477898 0h
1.07828874467356 0h_GSM1268962 0.311196853435061 0.0730007503125457 0h
1.34911612506944 0h_GSM1268962 0.330967455409142 0.0830389354121024 0h
1.61792376596377 0h_GSM1268962 0.353288955739646 0.0948360604694285 0h
1.88621845516496 0h_GSM1268962 0.378732967108356 0.10821856846281 0h
2.15345839915489 0h_GSM1268962 0.407653291283028 0.122198316951227 0h
2.4237341295832 0h_GSM1268962 0.440680530654131 0.135956247747291 0h
2.69236470375791 0h_GSM1268962 0.477202535549125 0.148734127705451 0h
2.9612325068657 0h_GSM1268962 0.517192353712443 0.159714370417603 0h
3.22935258122107 0h_GSM1268962 0.560014982584431 0.167974848197418 0h
3.49842959743481 0h_GSM1268962 0.605213153536348 0.172608349831504 0h
3.76698731795228 0h_GSM1268962 0.651568458509379 0.172741883186248 0h
4.03547435432256 0h_GSM1268962 0.697947414783077 0.166828352905938 0h
4.30351775194648 0h_GSM1268962 0.742664653315987 0.155030130878952 0h
4.57158580446983 0h_GSM1268962 0.784223278583147 0.138948718155027 0h
4.84135928963419 0h_GSM1268962 0.821707958538949 0.120556959931021 0h
5.10978678523773 0h_GSM1268962 0.854068761370809 0.101728339561895 0h
5.37827577882654 0h_GSM1268962 0.881381700879244 0.0838298535965707 0h
5.64649102879964 0h_GSM1268962 0.903866146016856 0.0677688129983007 0h
5.91551134011696 0h_GSM1268962 0.922097333187264 0.054489617108145 0h
6.18365522924783 0h_GSM1268962 0.936708391035894 0.0440259444699203 0h
6.45297589073788 0h_GSM1268962 0.948565487523258 0.0357783191057136 0h
6.72062049008993 0h_GSM1268962 0.958141361405796 0.0292512224724648 0h
6.9884574728114 0h_GSM1268962 0.965975920573735 0.0240317418930977 0h
7.25557626494291 0h_GSM1268962 0.972395250441036 0.0198219903636483 0h
7.52226765454839 0h_GSM1268962 0.977681604595864 0.0163651516740925 0h
7.79230226530361 0h_GSM1268962 0.982100761958127 0.013474023861961 0h
8.05737986868106 0h_GSM1268962 0.985672423911306 0.0109990656463736 0h
8.32869287676579 0h_GSM1268962 0.988656613497946 0.00892005639534773 0h
8.58995444571044 0h_GSM1268962 0.990987081426869 0.00720347236384976 0h
8.85450065170104 0h_GSM1268962 0.992892732710683 0.00573401045575329 0h
9.13497043708197 0h_GSM1268962 0.994500949392581 0.00452632403468474 0h
9.40321445550054 0h_GSM1268962 0.995715108740309 0.00362865282324146 0h
9.63503605675665 0h_GSM1268962 0.996556308848195 0.00285376084761772 0h
9.93925302846228 0h_GSM1268962 0.99742447133123 0.00220600484307544 0h
10.192983169974 0h_GSM1268962 0.997984201252239 0.00172549509147833 0h
10.4646682670034 0h_GSM1268962 0.998452992553591 0.00132438582597777 0h
10.7499364499999 0h_GSM1268962 0.998830797691754 0.00101509492439933 0h
11.0155962490802 0h_GSM1268962 0.999100467605417 0.000786877895136342 0h
11.2719940193691 0h_GSM1268962 0.99930222134322 0.00061308781673199 0h
11.5228070879653 0h_GSM1268962 0.999455991779853 0.000497782362143937 0h
11.6902119145657 0h_GSM1268962 0.999539322949873 0.000414901749301562 0h
11.8912368941167 0h_GSM1268962 0.999622728565542 0.000308433747743895 0h
12.2983060520929 0h_GSM1268962 0.999748282431527 0.000215233244088414 0h
12.6102497401542 0h_GSM1268962 0.999815423083482 0.000171663251899157 0h
12.7470747471627 0h_GSM1268962 0.999838910909126 0.000115987413029461 0h
13.4365293721716 0h_GSM1268962 0.999918878967482 0 0h
0.00363101833905072 0h_GSM1268964 0.355896206606851 0.0278053432826267 0h
0.273527825082246 0h_GSM1268964 0.36340077996923 0.0302429707894533 0h
0.542099530358625 0h_GSM1268964 0.371523186206777 0.0341242853867284 0h
0.808796896231511 0h_GSM1268964 0.380624043231712 0.0395240489739224 0h
1.07828874467356 0h_GSM1268964 0.391275452247609 0.0465468195825833 0h
1.34911612506944 0h_GSM1268964 0.403881605460919 0.0551928839086049 0h
1.61792376596377 0h_GSM1268964 0.418717874378546 0.0654495276354469 0h
1.88621845516496 0h_GSM1268964 0.436277635053863 0.0771237099965818 0h
2.15345839915489 0h_GSM1268964 0.456888170993645 0.089108863533249 0h
2.4237341295832 0h_GSM1268964 0.480972134172731 0.100746993397253 0h
2.69236470375791 0h_GSM1268964 0.508035856855411 0.111630130730381 0h
2.9612325068657 0h_GSM1268964 0.538049604865524 0.121349981307484 0h
3.22935258122107 0h_GSM1268964 0.570585970876708 0.129428807443115 0h
3.49842959743481 0h_GSM1268964 0.605412288195605 0.135363684840769 0h
3.76698731795228 0h_GSM1268964 0.641765250837287 0.138618769806444 0h
4.03547435432256 0h_GSM1268964 0.678982593527914 0.138275852527084 0h
4.30351775194648 0h_GSM1268964 0.716046522848617 0.13411852308274 0h
4.57158580446983 0h_GSM1268964 0.751999414138715 0.126612384833915 0h
4.84135928963419 0h_GSM1268964 0.786156078460331 0.116518519148879 0h
5.10978678523773 0h_GSM1268964 0.817432852746898 0.10476093589382 0h
5.37827577882654 0h_GSM1268964 0.845560010992452 0.0922149973229168 0h
5.64649102879964 0h_GSM1268964 0.870293479550687 0.0797019155635036 0h
5.91551134011696 0h_GSM1268964 0.891734913688167 0.0685855173831857 0h
6.18365522924783 0h_GSM1268964 0.910125701057348 0.0592877155810717 0h
6.45297589073788 0h_GSM1268964 0.926093107835876 0.0513440397234716 0h
6.72062049008993 0h_GSM1268964 0.93983506277678 0.0443770610160851 0h
6.9884574728114 0h_GSM1268964 0.951720880901375 0.0380929522579286 0h
7.25557626494291 0h_GSM1268964 0.961896224297236 0.0323241612444557 0h
7.52226765454839 0h_GSM1268964 0.970516799777351 0.0269413216512208 0h
7.79230226530361 0h_GSM1268964 0.97779188908267 0.0218528390224488 0h
8.05737986868106 0h_GSM1268964 0.983584587277734 0.0171024668293675 0h
8.32869287676579 0h_GSM1268964 0.988224708998879 0.0129850143711774 0h
8.58995444571044 0h_GSM1268964 0.991617194226262 0.00962450273090915 0h
8.85450065170104 0h_GSM1268964 0.99416331990827 0.0068791577992237 0h
9.13497043708197 0h_GSM1268964 0.99609271581982 0.00478828685806299 0h
9.40321445550054 0h_GSM1268964 0.997377145127967 0.00337707965920654 0h
9.63503605675665 0h_GSM1268964 0.998160025142134 0.00229542808782034 0h
9.93925302846228 0h_GSM1268964 0.998858333323779 0.00150442724798368 0h
10.192983169974 0h_GSM1268964 0.999240051862304 0.00100154362545898 0h
10.4646682670034 0h_GSM1268964 0.999512156339366 0.000643486420763932 0h
10.7499364499999 0h_GSM1268964 0.9996957225414 0.000410786487737342 0h
11.0155962490802 0h_GSM1268964 0.999804851997197 0.000266747002031204 0h
11.2719940193691 0h_GSM1268964 0.999873245333749 0.00017449053043272 0h
11.5228070879653 0h_GSM1268964 0.999917009839128 0.000122167820890515 0h
11.6902119145657 0h_GSM1268964 0.999937461322 8.96416523262531e-05 0h
11.8912368941167 0h_GSM1268964 0.999955481533326 5.44319632758482e-05 0h
12.2983060520929 0h_GSM1268964 0.999977639106784 2.94020210913014e-05 0h
12.6102497401542 0h_GSM1268964 0.99998681088168 1.99287614317183e-05 0h
12.7470747471627 0h_GSM1268964 0.999989537634602 1.04524653398272e-05 0h
13.4365293721716 0h_GSM1268964 0.999996744135173 0 0h
0.00363101833905072 0h_GSM1268965 0.225663515056952 0.0216189479970225 0h
0.273527825082246 0h_GSM1268965 0.231498400086496 0.0238308647358986 0h
0.542099530358625 0h_GSM1268965 0.237898696066827 0.0271941548830351 0h
0.808796896231511 0h_GSM1268965 0.245151305541271 0.0318285754031204 0h
1.07828874467356 0h_GSM1268965 0.253728847159935 0.0379011818894657 0h
1.34911612506944 0h_GSM1268965 0.263993524964967 0.0455215657559271 0h
1.61792376596377 0h_GSM1268965 0.276230069665634 0.0548287670601523 0h
1.88621845516496 0h_GSM1268965 0.290940336683322 0.0658526313971992 0h
2.15345839915489 0h_GSM1268965 0.308538790209499 0.0778308963471571 0h
2.4237341295832 0h_GSM1268965 0.329574592569617 0.0903437310742437 0h
2.69236470375791 0h_GSM1268965 0.353843680921177 0.103153224984675 0h
2.9612325068657 0h_GSM1268965 0.38157826190629 0.115985373824599 0h
3.22935258122107 0h_GSM1268965 0.412676268960276 0.128432132972249 0h
3.49842959743481 0h_GSM1268965 0.447234404086416 0.139945580663376 0h
3.76698731795228 0h_GSM1268965 0.484817870225866 0.14980894298773 0h
4.03547435432256 0h_GSM1268965 0.525039629350406 0.156935456772293 0h
4.30351775194648 0h_GSM1268965 0.567105142391313 0.160528204506605 0h
4.57158580446983 0h_GSM1268965 0.610137625548469 0.16025257199292 0h
4.84135928963419 0h_GSM1268965 0.653369520401551 0.156091383601456 0h
5.10978678523773 0h_GSM1268965 0.695268739586982 0.148412131410588 0h
5.37827577882654 0h_GSM1268965 0.735115763385781 0.137865165103761 0h
5.64649102879964 0h_GSM1268965 0.772093303106669 0.125354266716381 0h
5.91551134011696 0h_GSM1268965 0.805816146963664 0.112901305470165 0h
6.18365522924783 0h_GSM1268965 0.836089942100386 0.101493043786316 0h
6.45297589073788 0h_GSM1268965 0.863424115789556 0.0908172586861883 0h
6.72062049008993 0h_GSM1268965 0.887730864604872 0.0805896701981449 0h
6.9884574728114 0h_GSM1268965 0.909315758709262 0.0705951912506125 0h
7.25557626494291 0h_GSM1268965 0.928173060926418 0.0607800993585936 0h
7.52226765454839 0h_GSM1268965 0.94438259008472 0.0511305437939725 0h
7.79230226530361 0h_GSM1268965 0.958189606575828 0.0417598481628531 0h
8.05737986868106 0h_GSM1268965 0.969259207044244 0.0328921051894169 0h
8.32869287676579 0h_GSM1268965 0.978183263045424 0.0250633387586398 0h
8.58995444571044 0h_GSM1268965 0.984731350252497 0.0185512415052451 0h
8.85450065170104 0h_GSM1268965 0.989639010809125 0.0131450842537457 0h
9.13497043708197 0h_GSM1268965 0.993325809768588 0.00898470999669517 0h
9.40321445550054 0h_GSM1268965 0.995735904482427 0.00616972854993799 0h
9.63503605675665 0h_GSM1268965 0.997166180834189 0.00402046758884129 0h
9.93925302846228 0h_GSM1268965 0.998389275308907 0.00246992191513568 0h
10.192983169974 0h_GSM1268965 0.999015968945957 0.00152314772198727 0h
10.4646682670034 0h_GSM1268965 0.999429785482595 0.000889600840026644 0h
10.7499364499999 0h_GSM1268965 0.999683560297822 0.000510296064938133 0h
11.0155962490802 0h_GSM1268965 0.999819125447905 0.000296994674611431 0h
11.2719940193691 0h_GSM1268965 0.999895274220263 0.000173687989828846 0h
11.5228070879653 0h_GSM1268965 0.99993883743797 0.00011031533274443 0h
11.6902119145657 0h_GSM1268965 0.999957304757119 7.44775050088392e-05 0h
11.8912368941167 0h_GSM1268965 0.999972276596041 3.9711496149559e-05 0h
12.2983060520929 0h_GSM1268965 0.99998844192134 1.81071026556452e-05 0h
12.6102497401542 0h_GSM1268965 0.999994090317723 1.10114066626511e-05 0h
12.7470747471627 0h_GSM1268965 0.999995596953517 4.93733739134003e-06 0h
13.4365293721716 0h_GSM1268965 0.999999001023616 0 0h
0.00363101833905072 0h_GSM1268966 0.285003342434727 0.0262263118033702 0h
0.273527825082246 0h_GSM1268966 0.292081740243108 0.0282148639418532 0h
0.542099530358625 0h_GSM1268966 0.299659454366113 0.0311851711262479 0h
0.808796896231511 0h_GSM1268966 0.307976457359778 0.035214552409354 0h
1.07828874467356 0h_GSM1268966 0.317466492180634 0.0404066291095835 0h
1.34911612506944 0h_GSM1268966 0.328409713693011 0.0467980298820343 0h
1.61792376596377 0h_GSM1268966 0.340989381704103 0.054432312748035 0h
1.88621845516496 0h_GSM1268966 0.355593282135339 0.0632513249592202 0h
2.15345839915489 0h_GSM1268966 0.37249656267473 0.0725808981303431 0h
2.4237341295832 0h_GSM1268966 0.392113417932051 0.0820533402946882 0h
2.69236470375791 0h_GSM1268966 0.414155453848366 0.0914769504487516 0h
2.9612325068657 0h_GSM1268966 0.438750660550522 0.100667418999627 0h
3.22935258122107 0h_GSM1268966 0.465741616417865 0.109378249322192 0h
3.49842959743481 0h_GSM1268966 0.495172789384163 0.117301852926629 0h
3.76698731795228 0h_GSM1268966 0.526675107618614 0.124216923582656 0h
4.03547435432256 0h_GSM1268966 0.560025741298355 0.131074678325599 0h
4.30351775194648 0h_GSM1268966 0.595159443419211 0.138042523816987 0h
4.57158580446983 0h_GSM1268966 0.632164233944238 0.144357537653885 0h
4.84135928963419 0h_GSM1268966 0.671108069986872 0.149027737293832 0h
5.10978678523773 0h_GSM1268966 0.711111212284118 0.150987184064311 0h
5.37827577882654 0h_GSM1268966 0.751649609378354 0.149280469635551 0h
5.64649102879964 0h_GSM1268966 0.791688907857755 0.143072505870542 0h
5.91551134011696 0h_GSM1268966 0.830178317927997 0.13024410999151 0h
6.18365522924783 0h_GSM1268966 0.865102480117509 0.111696015454506 0h
6.45297589073788 0h_GSM1268966 0.89518452488552 0.0911078817368915 0h
6.72062049008993 0h_GSM1268966 0.919569057390804 0.0713942395695288 0h
6.9884574728114 0h_GSM1268966 0.9386910751008 0.0542024665500045 0h
7.25557626494291 0h_GSM1268966 0.953169572496186 0.0401770369606859 0h
7.52226765454839 0h_GSM1268966 0.963884442313462 0.029168876087755 0h
7.79230226530361 0h_GSM1268966 0.971761048413986 0.0211479683963562 0h
8.05737986868106 0h_GSM1268966 0.977366901192794 0.0156190746690422 0h
8.32869287676579 0h_GSM1268966 0.981604559324752 0.0117921553347616 0h
8.58995444571044 0h_GSM1268966 0.984685396328751 0.00912003461416454 0h
8.85450065170104 0h_GSM1268966 0.987098066884431 0.00714056668915787 0h
9.13497043708197 0h_GSM1268966 0.989100780091237 0.00570379874414278 0h
9.40321445550054 0h_GSM1268966 0.990630789986617 0.004739019038939 0h
9.63503605675665 0h_GSM1268966 0.991729396968607 0.00396079583548816 0h
9.93925302846228 0h_GSM1268966 0.992934338283224 0.00331633146959966 0h
10.192983169974 0h_GSM1268966 0.993775791536305 0.00283285859050792 0h
10.4646682670034 0h_GSM1268966 0.994545436997338 0.00241884290513757 0h
10.7499364499999 0h_GSM1268966 0.99523545591784 0.00208662684865802 0h
11.0155962490802 0h_GSM1268966 0.99578978878721 0.0018282618392284 0h
11.2719940193691 0h_GSM1268966 0.996258551046293 0.00161878476456072 0h
11.5228070879653 0h_GSM1268966 0.996664563420489 0.00146972312298378 0h
11.6902119145657 0h_GSM1268966 0.996910602165043 0.00135138493324593 0h
11.8912368941167 0h_GSM1268966 0.997182264293614 0.00117751756721578 0h
12.2983060520929 0h_GSM1268966 0.997661595378203 0.000998583064961731 0h
12.6102497401542 0h_GSM1268966 0.997973097062322 0.000900629501940031 0h
12.7470747471627 0h_GSM1268966 0.998096325700237 0.000748538441146292 0h
13.4365293721716 0h_GSM1268966 0.998612408990483 0 0h
0.00363101833905072 0h_GSM1268967 0.224498391555194 0.0419415695452392 0h
0.273527825082246 0h_GSM1268967 0.235818287245252 0.0445152532001032 0h
0.542099530358625 0h_GSM1268967 0.247773824708013 0.0476655421218201 0h
0.808796896231511 0h_GSM1268967 0.260486099234806 0.0514706335318459 0h
1.07828874467356 0h_GSM1268967 0.274357015405786 0.0560170916053027 0h
1.34911612506944 0h_GSM1268967 0.289527977582646 0.0613225479251254 0h
1.61792376596377 0h_GSM1268967 0.306011947024029 0.0674061185077365 0h
1.88621845516496 0h_GSM1268967 0.324096650639321 0.074350175170911 0h
2.15345839915489 0h_GSM1268967 0.343965987287636 0.082549492096637 0h
2.4237341295832 0h_GSM1268967 0.366277111560541 0.092137521921197 0h
2.69236470375791 0h_GSM1268967 0.391028066977267 0.103014872922633 0h
2.9612325068657 0h_GSM1268967 0.418725449547404 0.115030038151663 0h
3.22935258122107 0h_GSM1268967 0.449567311929728 0.127880579209235 0h
3.49842959743481 0h_GSM1268967 0.483977036615034 0.141045270059774 0h
3.76698731795228 0h_GSM1268967 0.521855832832058 0.153495713410887 0h
4.03547435432256 0h_GSM1268967 0.563067442021289 0.162138004774906 0h
4.30351775194648 0h_GSM1268967 0.606527463705118 0.165117069546817 0h
4.57158580446983 0h_GSM1268967 0.650790074976896 0.162301157208439 0h
4.84135928963419 0h_GSM1268967 0.694574623803225 0.154201648587667 0h
5.10978678523773 0h_GSM1268967 0.735966586151549 0.141930541413379 0h
5.37827577882654 0h_GSM1268967 0.774073374375143 0.126887455484454 0h
5.64649102879964 0h_GSM1268967 0.808106524966356 0.110553514913933 0h
5.91551134011696 0h_GSM1268967 0.837847665965726 0.0949293183103053 0h
6.18365522924783 0h_GSM1268967 0.863302382569994 0.0810476154159346 0h
6.45297589073788 0h_GSM1268967 0.885130179966005 0.068927266507165 0h
6.72062049008993 0h_GSM1268967 0.903578190594747 0.0584751988672142 0h
6.9884574728114 0h_GSM1268967 0.91924001142338 0.0495095358305487 0h
7.25557626494291 0h_GSM1268967 0.932464938833427 0.0418656944914399 0h
7.52226765454839 0h_GSM1268967 0.943630159074148 0.0353233406936394 0h
7.79230226530361 0h_GSM1268967 0.953168683628929 0.0297715685346166 0h
8.05737986868106 0h_GSM1268967 0.961060459664872 0.0250384472926399 0h
8.32869287676579 0h_GSM1268967 0.967853716117609 0.0210413981808426 0h
8.58995444571044 0h_GSM1268967 0.973351024819125 0.0176893087115229 0h
8.85450065170104 0h_GSM1268967 0.978030664325355 0.0147461114915138 0h
9.13497043708197 0h_GSM1268967 0.982166503050584 0.0122425895356168 0h
9.40321445550054 0h_GSM1268967 0.985450504463466 0.0103045982623697 0h
9.63503605675665 0h_GSM1268967 0.98783933293295 0.00853909826339886 0h
9.93925302846228 0h_GSM1268967 0.990437071547738 0.00696181924618212 0h
10.192983169974 0h_GSM1268967 0.992203494930251 0.00571021340671814 0h
10.4646682670034 0h_GSM1268967 0.993754874813714 0.00459997309420612 0h
10.7499364499999 0h_GSM1268967 0.99506710078013 0.00369268551927879 0h
11.0155962490802 0h_GSM1268967 0.996048098873249 0.0029861833470206 0h
11.2719940193691 0h_GSM1268967 0.996813749625099 0.00242130895437292 0h
11.5228070879653 0h_GSM1268967 0.997421045553964 0.00203093892168981 0h
11.6902119145657 0h_GSM1268967 0.997761034531986 0.00174062377968623 0h
11.8912368941167 0h_GSM1268967 0.998110943391703 0.00135274282277646 0h
12.2983060520929 0h_GSM1268967 0.998661603273529 0.000996916758812084 0h
12.6102497401542 0h_GSM1268967 0.998972585163963 0.000822797735414473 0h
12.7470747471627 0h_GSM1268967 0.999085164469878 0.000587850433165066 0h
13.4365293721716 0h_GSM1268967 0.999490460669837 0 0h
0.00363101833905072 0h_GSM1268968 0.309558970236781 0.0429492549762637 0h
0.273527825082246 0h_GSM1268968 0.321150837006873 0.0455027482401639 0h
0.542099530358625 0h_GSM1268968 0.333371587696496 0.0490462726526041 0h
0.808796896231511 0h_GSM1268968 0.346452099418829 0.0536594995395051 0h
1.07828874467356 0h_GSM1268968 0.360912897136205 0.0594334108393429 0h
1.34911612506944 0h_GSM1268968 0.377009092101817 0.0663634390913747 0h
1.61792376596377 0h_GSM1268968 0.394848091605604 0.0744295221413121 0h
1.88621845516496 0h_GSM1268968 0.4148171371159 0.0836471978460812 0h
2.15345839915489 0h_GSM1268968 0.437171009583202 0.094257828694798 0h
2.4237341295832 0h_GSM1268968 0.462646613082275 0.106178100193931 0h
2.69236470375791 0h_GSM1268968 0.49116929710215 0.11901380757353 0h
2.9612325068657 0h_GSM1268968 0.523168278083938 0.132232947803101 0h
3.22935258122107 0h_GSM1268968 0.558622585881135 0.14504383299953 0h
3.49842959743481 0h_GSM1268968 0.597650547684853 0.156364707421774 0h
3.76698731795228 0h_GSM1268968 0.639643497079426 0.164538802463191 0h
4.03547435432256 0h_GSM1268968 0.683820032520683 0.165477504659755 0h
4.30351775194648 0h_GSM1268968 0.728175185100012 0.158031960182159 0h
4.57158580446983 0h_GSM1268968 0.770538504902491 0.14395791864595 0h
4.84135928963419 0h_GSM1268968 0.809374534332616 0.125739697538335 0h
5.10978678523773 0h_GSM1268968 0.843126526440778 0.105935286402246 0h
5.37827577882654 0h_GSM1268968 0.871568984872459 0.0865324514841739 0h
