b0 b1 det_rate sample
-2.20465386655213 0.494277863855921 0.460297374248655 24h
-1.27416473328168 0.428598799227201 0.604977327849837 24h
-2.01956502116915 0.469293020917323 0.478013286934514 24h
-3.6153500931225 0.397377036012373 0.142781820099125 24h
-2.05054549049709 0.48807921888685 0.487820310028472 24h
-1.80252865561897 0.454813772804134 0.512496045555204 24h
-1.7229433926808 0.427855650443601 0.506168933881683 24h
-1.54039766677024 0.411914942781478 0.532531899188021 24h
-2.09737521961045 0.525613539266061 0.510070652747021 24h
-1.92277172545121 0.384744567893672 0.42254560792998 24h
-1.93351769700346 0.498100045447498 0.521564905620584 24h
-3.71962572216498 0.372161043840993 0.118633343878519 24h
-2.28017613732639 0.420510540287953 0.378572181799009 24h
-2.3933889388988 0.517089478881493 0.44047242433829 24h
-1.671869362546 0.446579976199239 0.53390277338395 24h
-1.38297066350218 0.477397659591181 0.62100601075609 24h
-1.65757633910686 0.444432130465058 0.535168195718654 24h
-1.42516557199119 0.414066407538402 0.559949383106612 24h
-1.57568995569092 0.452514397299629 0.559949383106612 24h
-2.00659893094111 0.510363282082333 0.516397764420542 24h
-2.2585568673008 0.51160494518492 0.463988189391543 24h
-1.65615950161717 0.49265411472609 0.576083517874091 24h
-2.17139263987841 0.443119637416465 0.421912896762628 24h
-1.89373589452792 0.487861108156086 0.521354001898134 24h
-2.23929865111378 0.519590999962015 0.474955182958979 24h
-1.51174458198597 0.43505436007671 0.559000316355584 24h
-2.46817975305296 0.530015094737434 0.43614889802805 24h
-1.61271110666132 0.496880540925834 0.588632289359907 24h
-1.47504549379649 0.450886674945581 0.580301592323105 24h
-2.17081674321556 0.51172131724329 0.48265316882843 24h
-2.23674281763801 0.525591717703052 0.480649583465148 24h
-2.33480935302457 0.516109297007459 0.451861225350627 24h
-1.9863619581912 0.516635296609646 0.525993883792049 24h
-2.20587846764425 0.50436008318842 0.468838975007909 24h
-1.84765686002105 0.532735997375282 0.56838553200464 24h
-1.88526261014432 0.55048959869139 0.563864467055221 48h
-2.00118010794797 0.505506618948139 0.503111725772992 48h
-2.20927324549012 0.576719432030714 0.517731897658797 48h
-2.05513676614439 0.501214075915296 0.487997629161316 48h
-1.60535044653709 0.509530669910041 0.590042477526425 48h
-2.52702655272467 0.61654350404795 0.484836510915736 48h
-1.54117177091112 0.489538953385443 0.587869208732589 48h
-1.94096607118702 0.548430461842546 0.550726069347031 48h
-1.75583882716382 0.503759657422246 0.553887187592611 48h
-2.42164272675675 0.55517053426471 0.456386446705522 48h
-1.84367879163362 0.498097755122885 0.530573940531463 48h
-2.11320915725753 0.467333257957693 0.446507952188087 48h
-2.3913080795264 0.512576910727361 0.42684974809839 48h
-2.2233764291712 0.484473673895876 0.437913661957918 48h
-2.15571754760338 0.566365309232182 0.520497876123679 48h
-2.28926436970498 0.538726715075182 0.470117554084757 48h
-1.22759208631311 0.463989009874069 0.633409068457967 48h
-2.21356328194803 0.54685776797378 0.49264052158451 48h
-2.00717536059538 0.532172838437079 0.523856564259607 48h
-2.27494149202496 0.52948268354211 0.465375876716388 48h
-2.2402195760684 0.548565954262783 0.488491553887188 48h
-1.88246917566707 0.470996988527263 0.499456682801541 48h
-2.13981424294536 0.520351103609118 0.486120715203003 48h
-4.09141443719764 0.728719883741748 0.287661760347723 48h
-2.14647064757509 0.48651791391792 0.455991306924825 48h
-2.66427701527968 0.643787588656095 0.479008199150449 48h
-1.71752795890229 0.495778338585735 0.555566531660575 48h
-1.57892591550396 0.472829003862949 0.566531660574928 48h
-1.69521133207718 0.427587545297048 0.503012940827818 48h
-1.25637148328785 0.46370880428799 0.627284401857157 48h
-1.30915128682283 0.483439843482049 0.631235799664131 48h
-2.12887581345707 0.538055457461506 0.503111725772992 48h
-1.91061391399104 0.491114919775287 0.510421811715895 48h
-2.2224756988899 0.507782882356047 0.458065790773486 48h
-2.32364155289836 0.477853676808913 0.411142941815667 48h
-2.14453369409708 0.500471245622141 0.468339425071619 48h
-2.35313499362591 0.628614376880258 0.529190951299022 48h
-3.34000947312013 0.469669766611344 0.219203793341895 48h
-1.82438808263086 0.539665038515101 0.568013434752544 48h
-2.13116406058589 0.503757061820693 0.473970166946557 48h
-2.21672418698133 0.511825184884984 0.462708683196681 48h
-2.1304289558423 0.427965784338418 0.408278178405611 48h
-2.1358707135101 0.450710716970893 0.427146102933913 48h
-1.82944794370745 0.516075497826093 0.548256445717673 48h
-2.26166194793702 0.523003628941652 0.462708683196681 48h
-1.43044440682096 0.487397071925096 0.609305541835424 48h
-2.13508175882022 0.496490805265418 0.466956435839178 48h
-1.44877891282307 0.48977967276822 0.607329842931937 48h
-1.77973447419035 0.480016286676795 0.529289736244196 48h
-1.79643635806597 0.453180850422401 0.502914155882643 48h
-2.4682991253107 0.509729160411416 0.408574533241134 48h
-1.86812136753392 0.561560405193543 0.575916230366492 48h
-1.80786782817847 0.455970969924819 0.502815370937469 48h
-1.64752654009857 0.385930189668923 0.476736145411439 48h
-2.026462092157 0.525307042222228 0.51417563963252 48h
-1.94352824787191 0.487901060921372 0.500642102143633 48h
-1.63567935715763 0.463402152797329 0.546577101649709 48h
-2.17497624638945 0.486100321773903 0.449570285488492 48h
-1.94137470387746 0.479443075748325 0.493924725871777 48h
-2.80185317288273 0.57587573966607 0.397016694655734 48h
-2.38570794051148 0.496749359488151 0.414501629951595 48h
-2.09794305778992 0.528493555597869 0.501728736540551 48h
-1.84098521455764 0.47425353129316 0.511212091277289 48h
-2.82680181144596 0.541570719636665 0.363923738022325 48h
-2.01869329185129 0.536242207595998 0.524745628766176 48h
-3.46923148942783 0.519656557443221 0.234910599624617 48h
-2.18243235766118 0.516008461437006 0.473476242220686 48h
-1.67705512719353 0.495293946842163 0.563765682110046 48h
-1.9265763748522 0.491548304886759 0.507359478415489 48h
-2.18412728624238 0.490773151676508 0.451644769337153 48h
-1.61348086875847 0.461421709480966 0.549738219895288 48h
-1.39013619366358 0.444430827101407 0.584016595870789 48h
-1.80993367422754 0.487700532673999 0.529190951299022 48h
-1.77499201221709 0.452436893297285 0.506964338634792 48h
-2.10467360343709 0.479256079772097 0.458658500444532 48h
-2.8641348892428 0.564516501146855 0.375580361552899 48h
-1.58672706470982 0.5440668816512 0.619776746023906 48h
-3.44289016788017 0.558897876082674 0.267608416477329 48h
-2.25155787034666 0.493681082318134 0.439889360861405 48h
-2.21647301304432 0.504669085615272 0.456682801541045 48h
-1.84795698062539 0.383829075393328 0.430109651289144 48h
-1.60424061540606 0.519397973876684 0.597846488195199 48h
-2.15294508532324 0.403792586426092 0.382100167934407 48h
-1.9349819719832 0.48153716431512 0.497085844117357 48h
-2.1805588040767 0.490466768376667 0.452138694063025 48h
-1.95112517491001 0.574660087365396 0.57234404726144 72h
-1.49262259772322 0.534376590046794 0.634224491839391 72h
-2.08147726988089 0.526888699769685 0.507659957945329 72h
-1.87983973855077 0.495432815658155 0.524181435866627 72h
-0.917064224577612 0.469036629295086 0.700110143186142 72h
-1.59656996856857 0.481061326805355 0.57254430759988 72h
-1.53594292978948 0.476960329817148 0.582056673675779 72h
-1.73659084074496 0.500123508765886 0.558325823570642 72h
-1.3957426602104 0.495948793685238 0.625613297286472 72h
-1.69710843977348 0.48967034080095 0.558225693401422 72h
-0.781348147703303 0.458762028793754 0.718433964153399 72h
-1.39893852232927 0.431424180272739 0.57444678081506 72h
-1.35943678427678 0.452256395193494 0.599679583458496 72h
-3.05009346413876 0.582945358847586 0.36026834885351 72h
-0.6874469233484 0.430583852292569 0.71763292279964 72h
-1.44518523170404 0.45281981952468 0.581956543506559 72h
-1.49229027745811 0.485739254377068 0.598077500750976 72h
-1.63155255888946 0.492803630557915 0.57454691098428 72h
-4.81266951926534 0.44070909179237 0.0635826574546911 72h
-4.82405260553022 0.439102584434666 0.0624812255932713 72h
-1.50628958931613 0.448113929552069 0.565034544908381 72h
-1.40349506820848 0.488803265849178 0.618704315610293 72h
-1.35180038578634 0.534079121428165 0.661359767698007 72h
-1.32341042022438 0.428674418372527 0.588465004505858 72h
-0.701705869230039 0.530352089481478 0.772404125362972 72h
-0.819140468423099 0.432122952593239 0.694002202863723 72h
-1.31906304515615 0.47625417863118 0.626514468809452 72h
-2.96862565346908 0.433354823192877 0.255632322018624 72h
-1.28521509202558 0.495412107542001 0.647341544007209 72h
-1.35897103716196 0.465339159987273 0.609992990888155 72h
-1.3753911636028 0.462267365856366 0.604185441073395 72h
-1.38093367484562 0.469822938357301 0.608891559026735 72h
-0.858923378734578 0.433336018752743 0.687193351356764 72h
-1.66908077349361 0.483824683755556 0.559427255432062 72h
-1.84580217399551 0.527603693101825 0.557424652047662 72h
-1.1784811217518 0.52551379126902 0.688294783218184 72h
-6.08880709322646 0.483310833330492 0.0254330629818764 72h
-5.51062481201778 0.502722633844514 0.0471613097026134 72h
-1.62121142674993 0.465085573503905 0.554320616801842 72h
-1.11197705398739 0.386732204050839 0.599879843796936 72h
-3.1777082514112 0.434308392392841 0.222889756683689 72h
-1.59937815070345 0.47694223528663 0.5686392310003 72h
-1.60526258803266 0.449379866387994 0.544708120556724 72h
-1.80371973835377 0.470705360190208 0.519775708420947 72h
-1.59265458725994 0.435579057012061 0.535796535496145 72h
-1.62042683334803 0.500268599194109 0.582757584860318 72h
-1.41354498289871 0.468767703778479 0.601281666166016 72h
-1.04172422847916 0.442009523088454 0.657354560929208 72h
-1.78517471789521 0.528963914386079 0.57104235506158 72h
-1.84311987472356 0.489637776514687 0.527185340943226 72h
-1.87737175045568 0.472042002137624 0.505056573545609 72h
-4.46145431046433 0.46079648060771 0.0935215780514669 72h
-1.6922982812149 0.462752186347915 0.537098227696005 72h
-1.58648263755613 0.451708378452246 0.550715930709923 72h
-2.226069619994 0.516939405813017 0.469109842795634 72h
-1.71621428143766 0.516219462778113 0.575347952338039 72h
-1.33594136270502 0.413463970730041 0.57324521878442 72h
-3.70169462421239 0.526240983051529 0.210273355361971 72h
-1.12940798265339 0.438586900045184 0.637028136577551 72h
-1.56080992077146 0.483425471838701 0.581956543506559 72h
-1.21297173310478 0.436371558732563 0.618003404425754 72h
-1.67876372552228 0.459385568301977 0.537198357865225 72h
-1.71582470732309 0.460809411327161 0.530389506358266 72h
-1.42178713681335 0.432072691217803 0.57004105336938 72h
