"Run","geo_accession","source_name_ch1","description","Model","instrument","runID","fcID","fcLane","hour","sampleType","control","debris","numcells","sampleName","cell_id","det_rate"
"SRR1033160","GSM1269210","Myoblast_Cell T48_CT_E","T48_CT_E11","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_E11","48h_GSM1269210",0.118982030852687
"SRR1033161","GSM1269211","Myoblast_Cell T48_CT_E","T48_CT_E12","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_E12","48h_GSM1269211",0.131526529920325
"SRR1033162","GSM1269212","Myoblast_Cell T48_CT_F","T48_CT_F01","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_F01","48h_GSM1269212",0.105335650110188
"SRR1033163","GSM1269213","Myoblast_Cell T48_CT_F","T48_CT_F02","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_F02","48h_GSM1269213",0.11671469740634
"SRR1033164","GSM1269214","Myoblast_Cell T48_CT_F","T48_CT_F03","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_F03","48h_GSM1269214",0.0940201729106628
"SRR1033165","GSM1269215","Myoblast_Cell T48_CT_F","T48_CT_F04","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: TRUE","debris: FALSE","cells in well: ~250","T48_CT_F04","48h_GSM1269215",0.135171215460247
"SRR1033166","GSM1269216","Myoblast_Cell T48_CT_F","T48_CT_F05","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_F05","48h_GSM1269216",0.0964570266146805
"SRR1033167","GSM1269217","Myoblast_Cell T48_CT_F","T48_CT_F06","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 0","T48_CT_F06","48h_GSM1269217",0.0405577216477369
"SRR1033168","GSM1269218","Myoblast_Cell T48_CT_F","T48_CT_F07","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_F07","48h_GSM1269218",0.117647058823529
"SRR1033169","GSM1269219","Myoblast_Cell T48_CT_F","T48_CT_F08","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 0","T48_CT_F08","48h_GSM1269219",0.103979488048822
"SRR1033170","GSM1269220","Myoblast_Cell T48_CT_F","T48_CT_F09","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_F09","48h_GSM1269220",0.120062722495338
"SRR1033171","GSM1269221","Myoblast_Cell T48_CT_F","T48_CT_F10","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_F10","48h_GSM1269221",0.0845270384810985
"SRR1033172","GSM1269222","Myoblast_Cell T48_CT_F","T48_CT_F11","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_F11","48h_GSM1269222",0.125339040515342
"SRR1033173","GSM1269223","Myoblast_Cell T48_CT_F","T48_CT_F12","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_F12","48h_GSM1269223",0.0533988811662994
"SRR1033174","GSM1269224","Myoblast_Cell T48_CT_G","T48_CT_G01","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_G01","48h_GSM1269224",0.110548398033565
"SRR1033175","GSM1269225","Myoblast_Cell T48_CT_G","T48_CT_G02","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_G02","48h_GSM1269225",0.133666723173419
"SRR1033176","GSM1269226","Myoblast_Cell T48_CT_G","T48_CT_G03","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_G03","48h_GSM1269226",0.119617731818952
"SRR1033177","GSM1269227","Myoblast_Cell T48_CT_G","T48_CT_G04","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 0","T48_CT_G04","48h_GSM1269227",0.0403034412612307
"SRR1033178","GSM1269228","Myoblast_Cell T48_CT_G","T48_CT_G05","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 0","T48_CT_G05","48h_GSM1269228",0.0156806238345482
"SRR1033179","GSM1269229","Myoblast_Cell T48_CT_G","T48_CT_G06","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 0","T48_CT_G06","48h_GSM1269229",0.0387989489744024
"SRR1033180","GSM1269230","Myoblast_Cell T48_CT_G","T48_CT_G07","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_G07","48h_GSM1269230",0.105717070689947
"SRR1033181","GSM1269231","Myoblast_Cell T48_CT_G","T48_CT_G08","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_G08","48h_GSM1269231",0.133560773012375
"SRR1033182","GSM1269232","Myoblast_Cell T48_CT_G","T48_CT_G09","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_G09","48h_GSM1269232",0.140998474317681
"SRR1033183","GSM1269233","Myoblast_Cell T48_CT_G","T48_CT_G10","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_G10","48h_GSM1269233",0.126864722834379
"SRR1033184","GSM1269234","Myoblast_Cell T48_CT_G","T48_CT_G11","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_G11","48h_GSM1269234",0.121376504492287
"SRR1033185","GSM1269235","Myoblast_Cell T48_CT_G","T48_CT_G12","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_G12","48h_GSM1269235",0.107539413459908
"SRR1033186","GSM1269236","Myoblast_Cell T48_CT_H","T48_CT_H01","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_H01","48h_GSM1269236",0.0874088828615019
"SRR1033187","GSM1269237","Myoblast_Cell T48_CT_H","T48_CT_H02","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_H02","48h_GSM1269237",0.146931683336159
"SRR1033188","GSM1269238","Myoblast_Cell T48_CT_H","T48_CT_H03","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: TRUE","debris: FALSE","cells in well: ~250","T48_CT_H03","48h_GSM1269238",0.156043397185964
"SRR1033189","GSM1269239","Myoblast_Cell T48_CT_H","T48_CT_H04","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_H04","48h_GSM1269239",0.0618325139854213
"SRR1033190","GSM1269240","Myoblast_Cell T48_CT_H","T48_CT_H05","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_H05","48h_GSM1269240",0.103767587726733
"SRR1033191","GSM1269241","Myoblast_Cell T48_CT_H","T48_CT_H06","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_H06","48h_GSM1269241",0.106713002203763
"SRR1033192","GSM1269242","Myoblast_Cell T48_CT_H","T48_CT_H07","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_H07","48h_GSM1269242",0.104424478725208
"SRR1033193","GSM1269243","Myoblast_Cell T48_CT_H","T48_CT_H08","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_H08","48h_GSM1269243",0.142036785895915
"SRR1033194","GSM1269244","Myoblast_Cell T48_CT_H","T48_CT_H09","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_H09","48h_GSM1269244",0.0903966774029497
"SRR1033195","GSM1269245","Myoblast_Cell T48_CT_H","T48_CT_H10","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 0","T48_CT_H10","48h_GSM1269245",0.0442871673164943
"SRR1033196","GSM1269246","Myoblast_Cell T48_CT_H","T48_CT_H11","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_H11","48h_GSM1269246",0.119681301915579
"SRR1033197","GSM1269247","Myoblast_Cell T48_CT_H","T48_CT_H12","Illumina HiSeq 2500","HWI-ST1233","231","H0KLJADXX","1","48h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T48_CT_H12","48h_GSM1269247",0.105060179691473
"SRR1033198","GSM1269248","Myoblast_Cell T72_CT_A","T72_CT_A01","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_A01","72h_GSM1269248",0.135997626716393
"SRR1033199","GSM1269249","Myoblast_Cell T72_CT_A","T72_CT_A02","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: TRUE","cells in well: 1","T72_CT_A02","72h_GSM1269249",0.0101288353958298
"SRR1033200","GSM1269250","Myoblast_Cell T72_CT_A","T72_CT_A05","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_A05","72h_GSM1269250",0.152313951517206
"SRR1033201","GSM1269251","Myoblast_Cell T72_CT_A","T72_CT_A06","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_A06","72h_GSM1269251",0.120232242753009
"SRR1033202","GSM1269252","Myoblast_Cell T72_CT_A","T72_CT_A07","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: TRUE","cells in well: 1","T72_CT_A07","72h_GSM1269252",0.135001695202577
"SRR1033203","GSM1269253","Myoblast_Cell T72_CT_A","T72_CT_A08","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_A08","72h_GSM1269253",0.12684353280217
"SRR1033204","GSM1269254","Myoblast_Cell T72_CT_A","T72_CT_A09","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_A09","72h_GSM1269254",0.176195117816579
"SRR1033205","GSM1269255","Myoblast_Cell T72_CT_A","T72_CT_A10","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: TRUE","cells in well: 1","T72_CT_A10","72h_GSM1269255",0.181916426512968
"SRR1033206","GSM1269256","Myoblast_Cell T72_CT_A","T72_CT_A11","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_A11","72h_GSM1269256",0.139260891676555
"SRR1033207","GSM1269257","Myoblast_Cell T72_CT_B","T72_CT_B01","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_B01","72h_GSM1269257",0.138392100355993
"SRR1033208","GSM1269258","Myoblast_Cell T72_CT_B","T72_CT_B02","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_B02","72h_GSM1269258",0.136696897779285
"SRR1033209","GSM1269259","Myoblast_Cell T72_CT_B","T72_CT_B03","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_B03","72h_GSM1269259",0.151678250550941
"SRR1033210","GSM1269260","Myoblast_Cell T72_CT_B","T72_CT_B04","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_B04","72h_GSM1269260",0.137968299711816
"SRR1033211","GSM1269261","Myoblast_Cell T72_CT_B","T72_CT_B05","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_B05","72h_GSM1269261",0.180687404644855
"SRR1033212","GSM1269262","Myoblast_Cell T72_CT_B","T72_CT_B06","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_B06","72h_GSM1269262",0.143244617731819
"SRR1033213","GSM1269263","Myoblast_Cell T72_CT_B","T72_CT_B07","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 0","T72_CT_B07","72h_GSM1269263",0.098342939481268
"SRR1033214","GSM1269264","Myoblast_Cell T72_CT_B","T72_CT_B08","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_B08","72h_GSM1269264",0.145914561790134
"SRR1033215","GSM1269265","Myoblast_Cell T72_CT_B","T72_CT_B09","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_B09","72h_GSM1269265",0.0853534497372436
"SRR1033216","GSM1269266","Myoblast_Cell T72_CT_B","T72_CT_B10","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_B10","72h_GSM1269266",0.182869977962367
"SRR1033217","GSM1269267","Myoblast_Cell T72_CT_B","T72_CT_B11","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_B11","72h_GSM1269267",0.143350567892863
"SRR1033218","GSM1269268","Myoblast_Cell T72_CT_B","T72_CT_B12","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_B12","72h_GSM1269268",0.146804543142906
"SRR1033219","GSM1269269","Myoblast_Cell T72_CT_C","T72_CT_C01","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_C01","72h_GSM1269269",0.137417358874385
"SRR1033220","GSM1269270","Myoblast_Cell T72_CT_C","T72_CT_C02","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_C02","72h_GSM1269270",0.0139006611290049
"SRR1033221","GSM1269271","Myoblast_Cell T72_CT_C","T72_CT_C03","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_C03","72h_GSM1269271",0.0136887608069164
"SRR1033222","GSM1269272","Myoblast_Cell T72_CT_C","T72_CT_C04","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_C04","72h_GSM1269272",0.133052212239363
"SRR1033223","GSM1269273","Myoblast_Cell T72_CT_C","T72_CT_C06","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_C06","72h_GSM1269273",0.15114849974572
"SRR1033224","GSM1269274","Myoblast_Cell T72_CT_C","T72_CT_C07","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_C07","72h_GSM1269274",0.158056450245804
"SRR1033225","GSM1269275","Myoblast_Cell T72_CT_C","T72_CT_C08","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: TRUE","cells in well: 1","T72_CT_C08","72h_GSM1269275",0.116418036955416
"SRR1033226","GSM1269276","Myoblast_Cell T72_CT_C","T72_CT_C09","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_C09","72h_GSM1269276",0.146274792337684
"SRR1033227","GSM1269277","Myoblast_Cell T72_CT_C","T72_CT_C10","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_C10","72h_GSM1269277",0.200987455500932
"SRR1033228","GSM1269278","Myoblast_Cell T72_CT_C","T72_CT_C11","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_C11","72h_GSM1269278",0.177805560264452
"SRR1033229","GSM1269279","Myoblast_Cell T72_CT_C","T72_CT_C12","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 0","T72_CT_C12","72h_GSM1269279",0.0552847940328869
"SRR1033230","GSM1269280","Myoblast_Cell T72_CT_D","T72_CT_D01","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_D01","72h_GSM1269280",0.150322088489575
"SRR1033231","GSM1269281","Myoblast_Cell T72_CT_D","T72_CT_D02","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_D02","72h_GSM1269281",0.0653500593320902
"SRR1033232","GSM1269282","Myoblast_Cell T72_CT_D","T72_CT_D03","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_D03","72h_GSM1269282",0.160281403627734
"SRR1033233","GSM1269283","Myoblast_Cell T72_CT_D","T72_CT_D04","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_D04","72h_GSM1269283",0.148330225461943
"SRR1033234","GSM1269284","Myoblast_Cell T72_CT_D","T72_CT_D05","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_D05","72h_GSM1269284",0.148139515172063
"SRR1033235","GSM1269285","Myoblast_Cell T72_CT_D","T72_CT_D06","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 0","T72_CT_D06","72h_GSM1269285",0.0687616545177149
"SRR1033236","GSM1269286","Myoblast_Cell T72_CT_D","T72_CT_D07","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_D07","72h_GSM1269286",0.151275639938973
"SRR1033237","GSM1269287","Myoblast_Cell T72_CT_D","T72_CT_D08","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: TRUE","cells in well: 1","T72_CT_D08","72h_GSM1269287",0.162697067299542
"SRR1033238","GSM1269288","Myoblast_Cell T72_CT_D","T72_CT_D09","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 2","T72_CT_D09","72h_GSM1269288",0.157124088828615
"SRR1033239","GSM1269289","Myoblast_Cell T72_CT_D","T72_CT_D10","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_D10","72h_GSM1269289",0.174054924563485
"SRR1033240","GSM1269290","Myoblast_Cell T72_CT_D","T72_CT_D11","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_D11","72h_GSM1269290",0.137184268520088
"SRR1033241","GSM1269291","Myoblast_Cell T72_CT_D","T72_CT_D12","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_D12","72h_GSM1269291",0.131950330564502
"SRR1033242","GSM1269292","Myoblast_Cell T72_CT_E","T72_CT_E01","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_E01","72h_GSM1269292",0.169477877606374
"SRR1033243","GSM1269293","Myoblast_Cell T72_CT_E","T72_CT_E02","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_E02","72h_GSM1269293",0.00548821834209188
"SRR1033244","GSM1269294","Myoblast_Cell T72_CT_E","T72_CT_E03","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_E03","72h_GSM1269294",0.0102771656212917
"SRR1033245","GSM1269295","Myoblast_Cell T72_CT_E","T72_CT_E04","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_E04","72h_GSM1269295",0.1321834209188
"SRR1033246","GSM1269296","Myoblast_Cell T72_CT_E","T72_CT_E05","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_E05","72h_GSM1269296",0.148796406170537
"SRR1033247","GSM1269297","Myoblast_Cell T72_CT_E","T72_CT_E06","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_E06","72h_GSM1269297",0.0494151551110358
"SRR1033248","GSM1269298","Myoblast_Cell T72_CT_E","T72_CT_E07","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_E07","72h_GSM1269298",0.136336667231734
"SRR1033249","GSM1269299","Myoblast_Cell T72_CT_E","T72_CT_E08","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 0","T72_CT_E08","72h_GSM1269299",0.0588659094761824
"SRR1033250","GSM1269300","Myoblast_Cell T72_CT_E","T72_CT_E12","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 0","T72_CT_E12","72h_GSM1269300",0.0152780132225801
"SRR1033251","GSM1269301","Myoblast_Cell T72_CT_F","T72_CT_F01","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_F01","72h_GSM1269301",0.134111713849805
"SRR1033252","GSM1269302","Myoblast_Cell T72_CT_F","T72_CT_F02","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 0","T72_CT_F02","72h_GSM1269302",0.0703297169011697
"SRR1033253","GSM1269303","Myoblast_Cell T72_CT_F","T72_CT_F04","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_F04","72h_GSM1269303",0.121927445329717
"SRR1033254","GSM1269304","Myoblast_Cell T72_CT_F","T72_CT_F05","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_F05","72h_GSM1269304",0.127097813188676
"SRR1033255","GSM1269305","Myoblast_Cell T72_CT_F","T72_CT_F07","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_F07","72h_GSM1269305",0.142418206475674
"SRR1033256","GSM1269306","Myoblast_Cell T72_CT_F","T72_CT_F08","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 0","T72_CT_F08","72h_GSM1269306",0.0427402949652483
"SRR1033257","GSM1269307","Myoblast_Cell T72_CT_F","T72_CT_F09","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: TRUE","cells in well: 1","T72_CT_F09","72h_GSM1269307",0.157992880149178
"SRR1033258","GSM1269308","Myoblast_Cell T72_CT_F","T72_CT_F10","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_F10","72h_GSM1269308",0.146486692659773
"SRR1033259","GSM1269309","Myoblast_Cell T72_CT_F","T72_CT_F11","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_F11","72h_GSM1269309",0.159094761824038
"SRR1033260","GSM1269310","Myoblast_Cell T72_CT_G","T72_CT_G02","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 0","T72_CT_G02","72h_GSM1269310",0.0651593490422105
"SRR1033261","GSM1269311","Myoblast_Cell T72_CT_G","T72_CT_G03","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_G03","72h_GSM1269311",0.136188337006272
"SRR1033262","GSM1269312","Myoblast_Cell T72_CT_G","T72_CT_G04","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_G04","72h_GSM1269312",0.125572130869639
"SRR1033263","GSM1269313","Myoblast_Cell T72_CT_G","T72_CT_G05","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 0","T72_CT_G05","72h_GSM1269313",0.057234276996101
"SRR1033264","GSM1269314","Myoblast_Cell T72_CT_G","T72_CT_G06","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_G06","72h_GSM1269314",0.11929988133582
"SRR1033265","GSM1269315","Myoblast_Cell T72_CT_G","T72_CT_G07","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_G07","72h_GSM1269315",0.0207450415324631
