"Run","geo_accession","source_name_ch1","description","Model","instrument","runID","fcID","fcLane","hour","sampleType","control","debris","numcells","sampleName","cell_id","det_rate"
"SRR1033266","GSM1269316","Myoblast_Cell T72_CT_G","T72_CT_G08","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_G08","72h_GSM1269316",0.12813612476691
"SRR1033267","GSM1269317","Myoblast_Cell T72_CT_G","T72_CT_G09","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 0","T72_CT_G09","72h_GSM1269317",0.20452619087981
"SRR1033268","GSM1269318","Myoblast_Cell T72_CT_G","T72_CT_G10","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_G10","72h_GSM1269318",0.132967452110527
"SRR1033269","GSM1269319","Myoblast_Cell T72_CT_G","T72_CT_G11","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_G11","72h_GSM1269319",0.110675538226818
"SRR1033270","GSM1269320","Myoblast_Cell T72_CT_G","T72_CT_G12","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: TRUE","cells in well: 1","T72_CT_G12","72h_GSM1269320",0.138519240549246
"SRR1033271","GSM1269321","Myoblast_Cell T72_CT_H","T72_CT_H01","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_H01","72h_GSM1269321",0.134408374300729
"SRR1033272","GSM1269322","Myoblast_Cell T72_CT_H","T72_CT_H02","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 0","T72_CT_H02","72h_GSM1269322",0.0595863705712833
"SRR1033273","GSM1269323","Myoblast_Cell T72_CT_H","T72_CT_H03","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_H03","72h_GSM1269323",0.139684692320732
"SRR1033274","GSM1269324","Myoblast_Cell T72_CT_H","T72_CT_H04","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_H04","72h_GSM1269324",0.0507289371079844
"SRR1033275","GSM1269325","Myoblast_Cell T72_CT_H","T72_CT_H05","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_H05","72h_GSM1269325",0.15775978979488
"SRR1033276","GSM1269326","Myoblast_Cell T72_CT_H","T72_CT_H06","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: TRUE","cells in well: 0","T72_CT_H06","72h_GSM1269326",0.0144092219020173
"SRR1033277","GSM1269327","Myoblast_Cell T72_CT_H","T72_CT_H08","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_H08","72h_GSM1269327",0.138201390066113
"SRR1033278","GSM1269328","Myoblast_Cell T72_CT_H","T72_CT_H09","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_H09","72h_GSM1269328",0.151953720969656
"SRR1033279","GSM1269329","Myoblast_Cell T72_CT_H","T72_CT_H10","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_H10","72h_GSM1269329",0.12997965756908
"SRR1033280","GSM1269330","Myoblast_Cell T72_CT_H","T72_CT_H11","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_H11","72h_GSM1269330",0.130912018986269
"SRR1033281","GSM1269331","Myoblast_Cell T72_CT_H","T72_CT_H12","Illumina HiSeq 2000",NA,NA,"C268PACXX130720","4","72h","SC","control well: FALSE","debris: FALSE","cells in well: 1","T72_CT_H12","72h_GSM1269331",0.13881590100017
"SRR1033282","GSM1269332","Bulk RNA-Seq_0 hrs","T0_1","Illumina HiSeq 2500","HWI-ST1233","232","H0L1NADXX","2","0h","bulk","control well: FALSE","debris: FALSE","cells in well: ~200000","RNA-Seq, 0 hrs, replicate 1","0h_GSM1269332",0.270893371757925
"SRR1033283","GSM1269333","Bulk RNA-Seq_0 hrs","T0_2","Illumina HiSeq 2500","HWI-ST1233","232","H0L1NADXX","2","0h","bulk","control well: FALSE","debris: FALSE","cells in well: ~200000","RNA-Seq, 0 hrs, replicate 2","0h_GSM1269333",0.269961010340736
"SRR1033284","GSM1269334","Bulk RNA-Seq_0 hrs","T0_3","Illumina HiSeq 2500","HWI-ST1233","232","H0L1NADXX","2","0h","bulk","control well: FALSE","debris: FALSE","cells in well: ~200000","RNA-Seq, 0 hrs, replicate 3","0h_GSM1269334",0.270872181725716
"SRR1033285","GSM1269335","Bulk RNA-Seq_24 hrs","T24_1","Illumina HiSeq 2500","HWI-ST1233","232","H0L1NADXX","2","24h","bulk","control well: FALSE","debris: FALSE","cells in well: ~200000","RNA-Seq, 24 hrs, replicate 1","24h_GSM1269335",0.279178674351585
"SRR1033286","GSM1269336","Bulk RNA-Seq_24 hrs","T24_2","Illumina HiSeq 2500","HWI-ST1233","232","H0L1NADXX","2","24h","bulk","control well: FALSE","debris: FALSE","cells in well: ~200000","RNA-Seq, 24 hrs, replicate 2","24h_GSM1269336",0.279666045092389
"SRR1033287","GSM1269337","Bulk RNA-Seq_24 hrs","T24_3","Illumina HiSeq 2500","HWI-ST1233","232","H0L1NADXX","2","24h","bulk","control well: FALSE","debris: FALSE","cells in well: ~200000","RNA-Seq, 24 hrs, replicate 3","24h_GSM1269337",0.279623665027971
"SRR1033288","GSM1269338","Bulk RNA-Seq_48 hrs","T48_1","Illumina HiSeq 2500","HWI-ST1233","232","H0L1NADXX","2","48h","bulk","control well: FALSE","debris: FALSE","cells in well: ~200000","RNA-Seq, 48 hrs, replicate 1","48h_GSM1269338",0.282060518731988
"SRR1033289","GSM1269339","Bulk RNA-Seq_48 hrs","T48_2","Illumina HiSeq 2500","HWI-ST1233","232","H0L1NADXX","2","48h","bulk","control well: FALSE","debris: FALSE","cells in well: ~200000","RNA-Seq, 48 hrs, replicate 2","48h_GSM1269339",0.280238175962027
"SRR1033290","GSM1269340","Bulk RNA-Seq_48 hrs","T48_3","Illumina HiSeq 2500","HWI-ST1233","232","H0L1NADXX","2","48h","bulk","control well: FALSE","debris: FALSE","cells in well: ~200000","RNA-Seq, 48 hrs, replicate 3","48h_GSM1269340",0.280407696219698
"SRR1033291","GSM1269341","Bulk RNA-Seq_72 hrs","T72_1","Illumina HiSeq 2500","HISEQ","622","H0B18ADXX","1","72h","bulk","control well: FALSE","debris: FALSE","cells in well: ~200000","RNA-Seq, 72 hrs, replicate 1","72h_GSM1269341",0.280979827089337
"SRR1033292","GSM1269342","Bulk RNA-Seq_72 hrs","T72_2","Illumina HiSeq 2500","HISEQ","622","H0B18ADXX","1","72h","bulk","control well: FALSE","debris: FALSE","cells in well: ~200000","RNA-Seq, 72 hrs, replicate 2","72h_GSM1269342",0.280534836412951
"SRR1033293","GSM1269343","Bulk RNA-Seq_72 hrs","T72_3","Illumina HiSeq 2500","HISEQ","622","H0B18ADXX","1","72h","bulk","control well: FALSE","debris: FALSE","cells in well: ~200000","RNA-Seq, 72 hrs, replicate 3","72h_GSM1269343",0.280365316155281
