dim1 dim2 id batch cens_rates vamf_dim1 vamf_dim2
-4.20463807021013 2.63478384068956 1 high_detection 0.533461532563001 -0.00427561978025348 0.00224105096461381
-2.08155896461036 1.64162240212958 1 low_detection 0.97512867365455 -0.00227777812383754 0.00572031267146839
-2.91407560136266 3.87842094682488 1 high_detection 0.570044855082166 -0.00136576537114252 -0.000190061877661284
-2.80090296447383 1.77776443653811 1 low_detection 0.970723248496612 -0.00585737782114374 -0.000806945492509255
-1.26702346403597 2.54316827620169 1 high_detection 0.516040963587155 -0.00429425112698092 0.000299167314680478
-2.50169526557668 3.72687499494668 1 low_detection 0.933586702619241 -0.00616658821421703 0.00146774054155016
-2.18427299082749 2.62030888257454 1 high_detection 0.572548040099138 0.00679928826925391 0.0017566632209969
-0.423895585843865 2.21873667754527 1 low_detection 0.969794222928904 -0.00147505623367178 -0.00155229011379678
-3.81339513255148 3.29967185940699 1 high_detection 0.57977591586386 0.00403358671880316 0.00405297755100525
-2.19060838523286 3.98104428070342 1 low_detection 0.938415887305424 0.000505363389194747 -0.000979747083571833
-3.6572176967501 2.15438687076755 1 high_detection 0.524665658391288 0.00132272946034256 -0.000929968358947231
-2.67548355352679 0.0183171388697763 1 low_detection 0.95568746950088 -0.00205858067909524 0.00242661176916033
-2.26202131279567 3.88366991254998 1 high_detection 0.57726009289404 -0.000527445545529223 -0.00315442237411078
-2.25716163082253 3.0641244323517 1 low_detection 0.940959236583071 -0.00314877632953239 0.00605298103374269
-1.51507899158617 2.74756561403021 1 high_detection 0.520153028098361 -0.00170547960765904 -0.000663627193047218
-2.35373644603651 1.55902045543456 1 low_detection 0.933048496151262 0.000558737366847321 0.000143210154719852
-2.15906655969376 2.71146223084861 1 high_detection 0.536027351653747 0.00144044985020019 -0.00105252967544053
-1.86709233865817 2.14385203500092 1 low_detection 0.961593130235656 0.00290760569304514 0.00294698171184149
-2.74547687295927 1.63694373248636 1 high_detection 0.571616159040492 -0.00323917266507961 0.00265871247590659
-1.74492316655063 3.9494201422765 1 low_detection 0.936242621149625 -0.000196114992959068 -0.000432604751382146
-2.24236428800723 1.18067670632845 1 high_detection 0.468964154523596 0.00203151313913748 -0.00283735181929485
-2.38250877445369 2.99881730175162 1 low_detection 0.974633992075326 0.00391658960649445 -0.00155298254240315
-1.91560964127535 1.83349217285527 1 high_detection 0.542507799443206 -0.00149654742675023 0.00084980387696928
-4.32095492424743 2.94251814703056 1 low_detection 0.961204093279472 0.00374178769718203 -0.00504520060340158
-3.18456251524765 3.00102153146574 1 high_detection 0.544254652097482 -0.00368786063203531 -0.000420820863161656
-2.7544320391484 2.54319833339386 1 low_detection 0.972435179852815 0.000527934602229754 0.00029822353263703
-1.43064350004745 2.45437934534559 1 high_detection 0.553048187601711 -3.44748839549419e-05 0.00142572483792091
-3.25308774191546 3.72009421582406 1 low_detection 0.94062544882196 0.00135447354560524 0.00317693383595128
-3.40020016965589 0.346243507386784 1 high_detection 0.543625784127024 0.00109011819237706 -0.000626078628710464
-2.80735473699089 1.1083146111081 1 low_detection 0.984824913438734 -0.00218109987279908 0.00043438053754701
-1.33318729371808 2.23822310943651 1 high_detection 0.536869384120963 0.0031464525241085 -0.00253885630966483
-3.09780776959447 3.30003776099736 1 low_detection 0.969290398029749 -0.00214936419084988 0.00251981876794323
-3.47381769053111 2.8188601183063 1 high_detection 0.55586100553078 0.00245199173685661 0.00143605164346704
-1.96161119799941 1.83249576528177 1 low_detection 0.954381034539584 1.9514796678584e-05 -0.000129976341506834
-3.07766000380483 2.97360726537804 1 high_detection 0.610462460570212 -0.00498690353259343 -0.00142276275484241
0.0873395922231888 3.51708973033858 1 low_detection 0.960495387169202 0.000224938264889665 -0.000423304051845511
-1.77271595811397 3.18240477868563 1 high_detection 0.62501686142768 0.00243264688322104 0.00203289839568249
-3.64604261964884 1.22262783117844 1 low_detection 0.956024387233662 0.00141193033544009 0.00735165969882516
-2.5910715514583 3.22118731457989 1 high_detection 0.585684676920679 -0.00159550795807358 -0.00217622268438035
-1.05975559407558 1.50331804896029 1 low_detection 0.960188608812566 -0.00486718358264026 -0.0022440502451241
2.13209274971945 2.27436620583698 2 high_detection 0.560208142868347 0.000688774150428186 -0.00255749286969809
2.73881983046282 1.85111350808829 2 low_detection 0.943147587201607 0.00587904035823032 -0.00199668738317456
0.993375972695386 1.00922299209976 2 high_detection 0.549664437059559 0.00541662725020585 0.00160942011329409
3.41830916959481 2.69863992873238 2 low_detection 0.968088490287671 -0.00064618127989703 -0.00231752960457025
3.62786992715115 1.14276732481644 2 high_detection 0.542694148492197 0.00126713794413347 0.00201194488233845
3.71114092596698 1.78097064948117 2 low_detection 0.924066330237947 0.00713591558776618 0.000286620323953504
