dim1 dim2 id batch cens_rates vamf_dim1 vamf_dim2 vamf_dim3 vamf_dim4 vamf_dim5
-1.44332570494588 2.89149257461479 1 high_detection 0.527412122184446 10.6260381402169 6.11153220266592 -0.00224836982186193 -0.000421530845657948 0.00158171821142827
-2.26824016162841 1.1119940283184 1 low_detection 0.943213618588563 0.820447206925144 6.24553712539178 -0.000610521948128391 -0.00449862924871625 0.000276493022659686
-2.8922354798208 3.05362105732767 1 high_detection 0.501264526264346 11.6702425665496 12.4749994533498 -2.86607894234632e-05 -0.00141337997959761 -0.00298078650843399
-1.73289303030861 2.58148411793202 1 low_detection 0.957481101092201 10.0284960049966 7.3679066998221 0.000352476244521697 0.00195347309692325 0.0027662209298551
-1.87156231180637 2.75555119977522 1 high_detection 0.554731807076921 11.6866630795308 8.72460198955297 0.0017990121403854 0.00167228656141096 -0.00152905490236921
-3.14616297551825 3.04427171161105 1 low_detection 0.948322367518005 11.5552771268877 13.0557915195416 -0.00188428517567568 0.00559522663608801 2.435169810388e-05
-1.52926797286589 1.67415555863619 1 high_detection 0.603640463304478 6.31716507053222 6.55363356997556 -0.00129962785654763 0.003513050304874 0.00540261130363404
-3.2738868798192 1.78486799686141 1 low_detection 0.931402505573007 5.24396667958793 14.728437804387 4.28957931217649e-05 -0.000592835933843264 -0.000342479491642592
-1.39665314397318 2.04041865180089 1 high_detection 0.548075709129331 6.87460963742732 5.79711072109461 0.000265148305600572 0.000840317028480525 0.00152989042460795
-2.271481598633 2.51486152994133 1 low_detection 0.96633676399717 8.6074656540329 10.0372919761142 0.00224051045280578 0.00288812037254641 0.00134098400249424
-2.03310169493044 3.75936763688288 1 high_detection 0.608114981236177 15.3849554422473 10.0396494466368 0.0038761516121605 -0.00129300375944912 -0.000191797854778505
-1.63281052039621 4.33539428591997 1 low_detection 0.918771130083779 19.4069902620193 8.28192255746985 -0.000318593605265914 0.00632277882025761 -0.0042288119132359
-3.9635312998774 4.87832848487783 1 high_detection 0.608845069373199 20.1040415283936 22.0186045196148 -0.000191136956907262 0.00364528114949456 0.00177490021385674
-4.1684917133687 2.48216668907338 1 low_detection 0.901439623435194 8.5645606348086 20.3568542482582 0.00769102507507105 -0.000667035888916632 0.00368749468146458
-1.37641146521641 2.15320811944781 1 high_detection 0.574271282489878 6.89243054725425 5.54056434923502 0.00108645650847801 -0.00398760674236623 -0.00294114352715696
-2.28308199809493 3.08168884014795 1 low_detection 0.955654197640167 11.9979230937409 9.66000331675641 0.000881853339878965 0.000314236205773788 -0.00276708775326982
-2.43243429875093 3.17015936692386 1 high_detection 0.557656032929901 13.4275999035918 11.9195507773386 -0.00227204051192791 0.00341052214917299 0.0016977602599958
-1.28230124851278 3.13877434868708 1 low_detection 0.947535355277954 12.2134148811944 8.53343365764522 -0.00183858485434858 -0.00124706482475806 -0.00256661303259353
-3.1643188880968 1.25745757500166 1 high_detection 0.530973078164665 6.11759141089157 10.7686601814358 0.0044413138852079 0.00175499802730935 -0.00224120889087382
