dim1 dim2 id batch cens_rates vamf_dim1 vamf_dim2 vamf_dim3 vamf_dim4 vamf_dim5
-1.82592274571316 2.66684600852378 1 high_detection 0.532196990130956 -1.78865500073121 0.500144090719689 0.00959051799607709 0.0202247857613231 0.00165222526083438
-1.42602097667354 1.28172885387161 1 low_detection 0.966808159284252 -0.302782737985142 -0.797268585215414 0.0544503674852065 0.0122205200342787 -0.0148013753016087
-0.373912434031367 2.38947768406574 1 high_detection 0.527202199533163 -0.452674710734647 0.729932926924097 0.128504278630724 0.0141317735463361 -0.00508235116501193
-2.37969961360542 2.97944902002059 1 low_detection 0.947729978411427 -7.91448460127725 -0.633344748357802 0.212350242775398 0.0139855252091281 -0.00146262496605052
-3.7101728244761 3.08744725264068 1 high_detection 0.541685122310622 -3.7366924276423 0.293433867685974 0.0359040067149237 0.00866516083041642 0.00175593031071964
-2.80703826807889 2.84448785435085 1 low_detection 0.935128458717381 -5.21733874720053 0.186245527403394 0.0943127572940154 0.0154389816116272 -0.00563852581454663
-4.0909965002871 2.24893001374053 1 high_detection 0.590911048951982 -4.81731016712582 -0.185926306104142 0.156193262560762 0.0116194859744675 0.00163530126271416
-4.07723131628261 2.45254250286247 1 low_detection 0.956433200355987 -7.28727660051645 -0.119642142302417 0.32213966044309 -0.00241370992440491 -0.00284961887908307
-3.13078335094318 3.46174509568192 1 high_detection 0.545021568335625 -6.51672947556764 0.0308085516875541 0.00211355025066681 0.0130201302686077 -0.00730961816583503
-0.576484175106486 3.76660237624267 1 low_detection 0.936254305987229 -6.801341697903 -0.768081414696803 0.0141023857316409 0.00544848389456398 -0.005318190021724
-2.33679474069313 1.05784792172111 1 high_detection 0.539040373950602 1.01544156980918 1.50190754642005 -0.0844580237056163 0.0175746711545542 -0.00388405486167646
-1.32896060017965 2.55476818196072 1 low_detection 0.947723932562164 -5.75767470500447 -0.495924723629929 0.280353586469963 -0.0078163371220312 -0.00876656095088743
-2.7927604079213 2.89159474037485 1 high_detection 0.555167721255937 -3.40400743739805 0.989867335966658 0.0082832768735824 0.0138307237182668 -0.00892750371792389
-1.84704103375573 2.04413629632003 1 low_detection 0.939169128336349 -2.22449589557782 -0.51500915523981 0.0741276984490019 0.020668462696611 0.000947042162081639
