dim1 dim2 id batch cens_rates vamf_dim1 vamf_dim2 vamf_dim3 vamf_dim4 vamf_dim5
-4.37111560058303 3.52860489603107 1 high_detection 0.476236104829933 -19.4076291460304 10.7908138101728 0.00117475252459883 -0.00103872535013912 -0.00660684709939775
-2.4373354305007 1.09347622458076 1 low_detection 0.901732329901902 -5.31160887499317 5.43747756486804 0.00292074206473272 0.000422687160292549 0.00091423862672081
-1.18367291150158 2.97601850413655 1 high_detection 0.608658469600604 -11.899351029561 1.38879981508306 0.00528928341758361 0.00236912907362982 0.00101980264120422
-3.20570160031172 0.395659819839993 1 low_detection 0.964658313745693 -10.7187968945803 8.29634456826184 0.000442009832464236 0.00162707415899226 0.00584147519392586
-0.930926607836477 3.41703211840024 1 high_detection 0.570280068336728 -15.6059808003835 -2.91389797437425 0.000938535856679281 -0.0018040729189082 -0.00239353359086885
-1.33131248066396 2.57845045031962 1 low_detection 0.946645370640433 -11.9628506612528 3.97137447826989 -0.00177200413425471 -0.00361075975665056 -0.00359924565100761
-3.58383216536122 0.76699863463176 1 high_detection 0.530443549929033 -8.70545733948587 10.9331261129942 -0.00213944069755926 -0.00165979169914888 0.00196257027093319
-1.67811984754709 1.46495667049775 1 low_detection 0.95782760445451 -8.49899765836794 2.53557144832278 -0.00220397367013507 -0.00540726884288542 -0.0074908307216111
-0.00387628356345804 2.87893793505679 1 high_detection 0.584359802130603 -9.71824893231158 -3.56652379817082 -0.000153902730729999 -0.00140966106193756 -0.000856113715060385
-2.99752484274041 3.57845095550685 1 low_detection 0.932431006277898 -20.8569637294792 5.2806916252449 -0.00575833211473184 0.000754841553325934 -0.000651705310262818
-2.18829192261667 2.15229597749358 1 high_detection 0.541321845237236 -11.3471868435955 5.64885697171561 -0.00306119802213539 0.00371672391865291 -0.00107034264216894
-1.81004997800969 3.32934932350592 1 low_detection 0.963300117809383 -14.1503395276409 2.6131509628692 0.000764055571028828 -0.00313854807012622 0.000885347976878282
-1.92272761426821 4.76554841731572 1 high_detection 0.524810025444453 -19.9600010845689 -3.52481872185118 -0.00156535599664622 -3.19129371427048e-06 -0.00225788490416024
-2.83047250853852 3.14624169185955 1 low_detection 0.949085962511142 -13.8483631124688 3.77487411133418 0.00480169904179607 0.00414295888555735 0.00161909571467012
-1.9280343041445 3.36805654216694 1 high_detection 0.54733712978886 -14.6509467280436 -0.13422471088674 0.00190786751405139 0.00107238920231711 0.00182257842805912
-4.13692048702843 3.43628019945207 1 low_detection 0.966513066409475 -16.679511337273 10.739373188705 0.00259076289001364 0.00221306764338344 -0.00166224784315577
-0.119822787048534 3.31451770715453 1 high_detection 0.480806141817102 -15.0962033980666 -3.69761708912252 0.00340174877047607 0.00388655855211268 0.00252697949472952
-2.82541919293109 2.39912612602415 1 low_detection 0.925386692014547 -15.2024512871366 5.82419741473616 -0.00198806766610018 0.000381081833925554 -0.00464380485676923
-3.43462152901493 2.93207053398012 1 high_detection 0.567248049399908 -17.3091656525424 7.71596157428742 0.00194708372887612 -0.000770565759738721 0.000463880370926366
-1.73755759353104 3.53143200607952 1 low_detection 0.953810043319535 -12.8633533739524 -0.466754915706136 -0.00185708697618161 0.000711013815248039 0.00488163367848236
-1.42861495236137 4.30376419016493 1 high_detection 0.590086871763757 -20.9956645940108 2.76244189182191 4.56174930472385e-05 -0.00136594738221534 -0.00423817792843217
-1.68863177884768 2.73854114349874 1 low_detection 0.939701484186914 -12.2177965524187 1.53108344538217 0.00431933544311166 -0.00148090496187291 0.00449589473529837
