x id f df
0.00045304041941873 1 0.1100399137476 0.0490701010904328
0.309409280918855 1 0.125200427701428 0.0547047641708183
0.617296429773366 1 0.142043321570739 0.0607145451031879
0.925948818557231 1 0.160783010950764 0.0670689457090346
1.23514764906602 1 0.181520650527455 0.0736831333853504
1.54354132438693 1 0.204244062841324 0.0804567185912534
1.85195948177321 1 0.229058375738585 0.0872759783567471
2.16021655761657 1 0.255961813618204 0.0940313931779231
2.46914427868157 1 0.285010717621227 0.1007381280334
2.77645741496273 1 0.315968867690264 0.107344190849477
3.08564745248757 1 0.349158622087087 0.113705639884968
3.39459820571448 1 0.384288065175696 0.119596989016793
3.70208880778972 1 0.421063015334856 0.124817867952429
4.01148886187646 1 0.459681670430328 0.129128304641105
4.32008834168205 1 0.499530598070751 0.132217089678807
4.62728932390836 1 0.540147817887185 0.133488875153391
4.9370050462847 1 0.581491421284522 0.132585546274866
5.24486756891236 1 0.622309542024669 0.12951692709216
5.55247625450662 1 0.662150073729696 0.124414676845837
5.86207102440831 1 0.700668206980176 0.117566096026286
6.16963090854179 1 0.736826821852046 0.10935125390721
6.47850969953583 1 0.770603104952587 0.100158038763931
6.78814568459021 1 0.801615637946371 0.0904882291720366
7.09579133473421 1 0.829453948040383 0.0807890027075565
7.40152809173967 1 0.854154115729896 0.0712897333420936
7.71086195745244 1 0.876206444530238 0.0622145588225259
8.01996195301948 1 0.895436964386486 0.0537795609912173
8.33030630164513 1 0.912127147211679 0.0461334402608307
8.63708218606657 1 0.926279774149099 0.0393354550802134
8.94338650309743 1 0.938328393852542 0.0334893063401037
9.23388377625651 1 0.948056946024331 0.0282216140354973
9.56196720007467 1 0.957315989782772 0.023538065313576
9.87281022487752 1 0.964632633202851 0.0197696903406293
10.1640174371325 1 0.970389709614089 0.0164924575487919
10.4895618299894 1 0.97575873669353 0.0136626910182396
10.7940157838764 1 0.979918396994769 0.011421743124334
11.0823696969295 1 0.983211901318558 0.00963313842251885
11.3525073360545 1 0.985814174589381 0.0079766329832276
11.6997248725164 1 0.988583801443079 0.00647918352568496
12.0251722181142 1 0.990692434523154 0.00531307878116063
12.3385074262504 1 0.992357209168893 0.00439812078936294
12.6307364288359 1 0.993642467620419 0.00370620839943858
12.8846539086977 1 0.994583538717047 0.00311709704649243
13.1839755781291 1 0.995516553408783 0.00256675465928835
13.5032327673528 1 0.996336008286734 0.00215071798485948
13.743201884399 1 0.996852114182576 0.00180568778875604
14.0599729339981 1 0.997424103798669 0.00144653042103935
14.4482503887496 1 0.99798575894877 0.000951657809143299
15.4263104191175 1 0.998916537414481 0
0.00045304041941873 2 0.0533656458448667 0.0224629380970092
0.309409280918855 2 0.0603057107498903 0.0254057435126474
0.617296429773366 2 0.0681278126845282 0.0287408755682508
0.925948818557231 2 0.0769987525844087 0.0325251881160802
1.23514764906602 2 0.0870555027119792 0.0367992982513458
1.54354132438693 2 0.0984041735489419 0.0416079089137091
1.85195948177321 2 0.111236808148804 0.0470012189051997
2.16021655761657 2 0.125725266449595 0.0530215246996392
2.46914427868157 2 0.142105085242446 0.0596524258856569
2.77645741496273 2 0.160437059328146 0.0668913382991808
3.08564745248757 2 0.181119194726957 0.0747184616808114
3.39459820571448 2 0.2042035197432 0.0830152841237359
3.70208880778972 2 0.229729939439855 0.0916857145959035
4.01148886187646 2 0.258097504494808 0.100560371234114
4.32008834168205 2 0.289130382746713 0.109399693289011
4.62728932390836 2 0.322738075980354 0.118443480017894
4.9370050462847 2 0.359421883954863 0.127707001769565
