dim1 dim2 id batch cens_rates vamf_dim1 vamf_dim2
-1.40356218654859 1.46764138737724 1 high_detection 0.561680746852418 9.12067819848536 -5.81939381173028
-2.371503071405 1.67985928780236 1 low_detection 0.915822334510328 8.21607958517357 -12.6726897247183
-2.08443708004414 2.57843767941886 1 high_detection 0.51822613989411 14.2077963457985 -10.2816302119651
-3.19457773436991 3.01610532203373 1 low_detection 0.920883246570393 16.2015547349814 -13.3262517177646
-2.70353663526874 4.97746979331829 1 high_detection 0.559500888544183 25.5368741106724 -10.7145478968289
-2.08685500118991 3.02850634435946 1 low_detection 0.952437861797351 16.0724796753165 -11.8360107250043
-2.78258872049845 2.24810652308407 1 high_detection 0.625608021847107 11.8347736645799 -12.0874278870013
-3.01163186771572 3.46634479440695 1 low_detection 0.962206438880818 18.4584526169279 -11.3884743516238
-2.91752130884672 3.7100431676826 1 high_detection 0.577498316927492 19.7193952767983 -10.9118198754977
-3.81557485677298 2.36850040644502 1 low_detection 0.942831158980709 11.554826752918 -17.1003592882748
-2.44657022997074 2.15267839187428 1 high_detection 0.545451977479662 8.73576121231666 -10.1384592774782
-1.06809337754647 2.73217338223657 1 low_detection 0.913747582684103 14.9362338023551 -5.42053966021032
-3.7136982198016 2.33258064294445 1 high_detection 0.544435630952396 13.3657429903876 -15.5709429601032
-0.300600072890016 1.87090791395431 1 low_detection 0.957088933185413 9.78421591747209 -2.37522467462271
-3.38816410127255 1.95218084013322 1 high_detection 0.534488725194613 7.16316605274495 -12.3915641184564
-2.07040842070141 3.09919248588448 1 low_detection 0.929842033811587 16.7797593259863 -8.99534393877283
-0.780874505140188 2.7706662789905 1 high_detection 0.530548612415216 15.6122000767933 -4.00069394972925
-2.09601952156755 2.14580169820431 1 low_detection 0.947679068755033 13.0854062974982 -8.13596195687677
-2.13318312359597 3.14799112534889 1 high_detection 0.586031250474167 14.9812745297735 -7.71084134586183
-2.21409076913884 1.87322493538066 1 low_detection 0.959227684906163 10.4552020343162 -11.6575999577329
-2.6751909826479 0.414513984158971 1 high_detection 0.506323341746553 0.773117214346635 -11.677413141053
-3.26825739369341 2.87409534083038 1 low_detection 0.966711593953683 14.7258972387948 -13.954777376954
-1.16097733842186 1.88857667827075 1 high_detection 0.562291132653827 12.5970576142794 -3.4823081515366
-2.95271637188388 3.58477903124314 1 low_detection 0.956303162668367 16.9962354165915 -10.462283917554
-4.43485762672076 2.80909675467774 1 high_detection 0.527110159831293 12.8534729833487 -17.6414723685303
-3.903560386216 3.47306423468459 1 low_detection 0.969196511681456 19.9594393483385 -15.5592385322398
-1.86059766131944 1.6389428919884 1 high_detection 0.524618819965379 7.85496772604139 -8.1529956244324
