2.663609230241765324e+00 4.547094912628477092e-01
6.398532104612908444e-01 1.473229978959964770e+00
2.642534835139477511e+00 -4.706580250572607316e-01
6.560678405589615014e-01 1.277723081666317873e+00
2.631772930997242632e+00 2.499669717316144457e-01
7.941867384265504093e-01 1.343563942133961131e+00
2.685036584443026175e+00 3.840259580114118720e-01
9.692774846773222208e-01 9.947334427854866989e-01
2.671065471536066216e+00 1.879952064477565243e-01
1.522490397831672837e+00 3.582757502855785092e-01
2.686509111420513740e+00 -1.090340368799764953e-01
1.419512953216487183e+00 8.019126199370694152e-01
2.661981149168855421e+00 4.466629817278069958e-01
1.085888966559138025e+00 5.588027694330582884e-01
2.681090302435817030e+00 5.218946348682788061e-01
1.142618163092742778e+00 7.398058064634558395e-01
2.697962407125804152e+00 2.532226262566539821e-01
1.303773396237499105e+00 1.177123416078376561e+00
2.672833857762469734e+00 5.473151017791358930e-01
1.912252427542727062e+00 6.115361976331350480e-01
2.711104595133933870e+00 1.760069726547607294e-01
9.508037824154500495e-01 8.159038333725300296e-01
2.615231146181958621e+00 2.457907193559970283e-01
1.359454648987496794e+00 8.484495377401867211e-01
2.712816541776099211e+00 1.725591246821469860e-01
1.168990038543435084e+00 1.087830112602030219e+00
2.668813110202308714e+00 1.788235036181772264e-01
1.087540478647808229e+00 9.357643387339806829e-01
2.627858455800260895e+00 3.426448072617848117e-01
1.269527636760015010e+00 8.593113871716763219e-01
2.590299535551493282e+00 5.700974893627477336e-01
1.339814030999353589e+00 1.272684085497906459e+00
2.659507623573647006e+00 6.283286442941463656e-01
1.289715922380760160e+00 9.547109131052875508e-01
2.720485216202705558e+00 -3.484392267333333848e-01
1.328832341280109075e+00 7.971853457256435904e-01
2.577825693295635823e+00 3.362394419963957715e-01
1.165787797802963821e+00 3.502709855603592937e-01
2.617581341010734253e+00 4.751579266196882534e-01
8.489673275489572069e-01 1.009848846913555587e+00
2.677292166501442860e+00 -1.016077176381270153e+00
6.637684746149291604e-01 -1.261884668886749772e+00
2.593170921414430286e+00 -1.140385711342366104e+00
8.899018300176571028e-01 -1.145755358376858490e+00
2.572320526075716707e+00 -8.721605406932736448e-01
1.463776554347252734e+00 -1.137762577040581258e+00
2.576712638652559839e+00 -1.011277271885321127e+00
1.183001389663454805e+00 -1.216977882298658553e+00
2.630322670812642372e+00 -6.410967532288117665e-01
1.184885460603348761e+00 -1.189721543297059370e+00
2.572591669332723541e+00 -9.548151722050955970e-01
8.575329562285053386e-01 -1.151351883293639800e+00
2.624412985854696068e+00 -8.575129562957664042e-01
1.022167302269075373e+00 -1.324680429295574724e+00
2.586684438037018641e+00 -8.102324740680841852e-01
9.664199146551286645e-01 -1.345672510458822302e+00
2.622016044663892487e+00 -6.013692393697843697e-01
9.484120775595129560e-01 -8.945799529584804732e-01
2.644839434226501140e+00 -6.773227513267418010e-01
1.273437539191577095e+00 -1.145713153556833230e+00
2.617744866569580608e+00 -9.673944412242867497e-01
1.072177259443929609e+00 -1.186201118503727558e+00
2.657690717963040683e+00 -1.044030977114823955e+00
1.587165771428712846e+00 -1.069298688309740619e+00
2.634232932895129053e+00 -7.614083964357669654e-01
6.215092826365360423e-01 -1.198628635563368183e+00
2.715255146437473677e+00 -9.418944087015500566e-01
1.365729802018393890e+00 -1.085091978096617504e+00
