dim1 dim2 id batch cens_rates vamf_dim1 vamf_dim2 vamf_dim3 vamf_dim4 vamf_dim5 vamf_dim6 vamf_dim7 vamf_dim8 vamf_dim9 vamf_dim10
-2.03680337322354 2.61007924815705 1 high_detection 0.547567367428708 -8.12179392145637 -10.1790311571484 0.00647719736627602 -0.000743247638445737 -0.0019507249880854 0.000240258960636843 -0.000402590806299688 4.74907316848674e-05 -0.00324955021287814 -0.00403507668068801
-1.49295382125198 3.08214151290593 1 low_detection 0.944960876321006 -11.4353522124714 -9.16346364469972 -0.00132821132096601 -0.00541004349711912 -0.000835109615392875 0.000999426885287465 -0.00299554343735037 -0.00067647189644397 0.000894768509959971 0.00120561788322172
-2.76977306744846 1.29708378041051 1 high_detection 0.57546064707419 -1.09559659829455 -11.8445823686281 -0.00447172676642084 -0.00118039370355653 -0.000477999766851853 -0.00211030569977656 0.000919455220984765 0.00239843103170477 -0.00434464695237459 0.000879820713110866
-1.3452197119982 2.70261488354821 1 low_detection 0.92462197766479 -7.97930026462114 -6.86292104483698 -0.00383111440307924 -0.00306476612402969 -0.00252349192107315 -0.00321942337170356 -0.000832511485307032 0.00321645689938302 0.000113728267011421 -0.00103038615817886
-0.0297070409590634 3.4534509072113 1 high_detection 0.634540961078444 -16.7296511944419 -4.30282230799436 0.00347754807532436 0.0033008944999026 0.000275870459759767 0.0042317713993084 -0.0048544806827272 0.00178576692610825 0.0027323482992566 0.000844257114841715
-1.51111727148848 2.75327934064394 1 low_detection 0.961278838135597 -10.6856389449278 -8.99565243736059 0.00250907988701794 -0.00409700036258759 0.00343337606492622 -0.00255826950690303 -0.00236568600149228 0.00164511749961561 0.000539929959826965 0.00070893925635044
-2.79574864193593 1.39105766720844 1 high_detection 0.569355309135923 -0.609257596082407 -13.1574165282447 0.00091663510572508 0.00280205960851686 0.00204022443016607 0.00292801678514949 0.00364383755118007 -0.00482817888200583 -0.000137343848656856 0.00173269676651154
-2.15463062380215 2.70789138355402 1 low_detection 0.954731375716925 -5.726371513309 -8.29726615140988 -0.00371938167042622 0.00413325350230391 -0.00447580148976522 -0.00574219669560571 -3.87865750426462e-05 0.000376815293576372 0.00181462444848519 -0.000831021410655839
-2.45844269333927 5.15402205206866 1 high_detection 0.560898103400945 -15.11189995529 -17.3715716932625 -0.00300282933917868 0.000956184792517191 0.00495655399451823 0.00283441859887302 0.00276337462869873 -0.001652502626929 -0.00438120924017194 -0.00239841134203434
-2.46183912550998 2.74766927496371 1 low_detection 0.960243827337218 -5.4525760358293 -9.78574580851806 -0.00272713995742484 -0.000250887155786627 0.00163671620519668 -0.00134106581112374 -0.000220544702363741 -0.00111052223466448 0.000842890202551427 0.00418404282436217
-0.477005217533821 0.131476061974979 1 high_detection 0.586610828433399 1.12920518767129 0.214200353624667 0.003571969645972 -0.00102900160698227 0.00280464569576212 0.00085305150678318 0.00704480110429851 -0.000206905256809354 0.000538168891845512 -0.00470430035225738
-2.31003012552228 4.62755575557487 1 low_detection 0.981893855223807 -15.0176499339977 -15.6678546308445 0.000398941080260582 0.00388262792814395 0.00203157579679899 0.00226302586275204 0.0013648479810446 2.31465524262124e-05 -0.00153735063601677 -0.000137565556966263
-3.18003260002075 1.3944182761244 1 high_detection 0.553519866778921 -1.60926017694363 -15.9219949216825 0.00256464876006621 0.00325699148371541 0.00482926380601558 0.00399692210799382 -0.000146231040331358 -0.000616428334388821 -0.00103982262315012 -0.00232993378595881
-1.0855609377754 0.495815008072738 1 low_detection 0.97203455396264 2.42513754274038 -3.76588027496427 0.0021126601535258 0.005186022805123 0.00293711035490565 0.00263631117309377 -0.00160440526957497 -0.00045261591034188 0.000715222623326626 -0.00574063766643847
